Attempt Regex,DeepSeek Output
b*((ab)*(ab)*)*,"positive example:[bb, , bbabab, abab],negative example:[aba, aab, ababa, bbaaabbaa, abbb, abaa, abba]"
(01)*,"positive example: [, (01)*, 01, 0101], negative example: [011, 11, 0000, 0011, 10, 010]"
0*1*[11]*,"positive example:[00, , 0*1*[11]*, 00111],negative example:[100, 001011001, 1110]"
(a)*(b|aa)*(a)*,"positive example:[aa, , baaa, aabbbaa, baab, ba],negative example:[bbbababbaa, babb, baaab, aabaaab, baabab]"
a*(b|bbb)*a*,"positive example:[aa, , aabbbaaa, aabbb, ba],negative example:[bbbab, babbb, baaab, aababaaba]"
(ab+ba)*(aa+bb+ab+ba)*,"positive example:[abbaaaabbabba, , abbaaabbabba, abbaaabbbbabbbbaaabbabba, abbbba, abbaaabbabbaaaaabbabba],negative example:[aaa, aabbabbaa, abbaba, abbab, aabbabbbbab, aabbabbaabb, aabbab, aabbabbaaba, abbbbaa, aabb, aabbabbaaabab, aabbabbaba, aabbbba, aabbabb, aabbababaabb, ab, aabbabbaaaaabaa, abbbb, aabbabbaaab, abaa, abab, aabbabbabb, aabbaaa, aabbaab, abbabb, aabbabaa]"
((01*0)|(10*1))*,"positive example:[00, 11, , 011000, 0011, 1100, 100111],negative example:[110, 001, 111, 10011, 01100]"
(a*ba*ba*b)+|ba*,"positive example:[baabb, abbbbbbaaabbb, abaabbbabb, b, bbb, aabbb, abbbbbaababbb, bbab],negative example:[bb, , ab, baaba, abbbabbbba, abbbaa, aaabbbabaabaabbb, bbbb]"
a(a|b)+a(a+b)*,"positive example:[aaaba, aabbaba, abbbaba, abaab, aaaab, aaaaaaba, aaaabba, ababba, aaabba, ababa, abaabba, abaaaaba],negative example:[, abb, a, baa, aab, bbb, aaaaaababb, aaabaabb, abaabb, aaaabb, ababaabb, abaaaababb]"
"((a)*(b)+a{2,})*","positive example:[, baa, abbaa, bbbaaaabbaa, aaabaa, abaa, baabaa],negative example:[abb, aba, a, bbbaabb, baababbaabb, aaab, baababa, baaaab, ba]"
(ab*)|(ba*)|(aa*)|(bb*)(aaa),"positive example:[aaa, baaa, bbbbaaa, a, bbaaa, b, abbb],negative example:[, bb, bab, aab, bbaaaaa, bbaaabb, abbba, aaaabaa, aaaabbb, abaa, bbaabb, baab, bbaa, abab, bbaaba, bbbba, bbabb, bbaba]"
((0*1)|(10*))*,"positive example:[011, , 01, 000101, 100, 111],negative example:[0, 00010, 010]"
(a|b)*bb+(a|b)*|(a|b)*b+b(a|b)*,"positive example:[baabb, babb, aababb, bbaa, bbbb],negative example:[aaba, b, bab, baa]"
0*(01*01*)*,"positive example:[0, , 0000, 0011, 0101100, 0111000],negative example:[111, 011100, 10010, 01011000, 01001]"
b*a*|a*,"positive example:[bb, , bbaaa, b*a*|a*],negative example:[abb, bbabaabba, aaab]"
a*|b+,"positive example:[aaa, , bbb],negative example:[abb, bbbab, baa, abaabba, aaab, ba]"
(a)*(b)*(b)(a)*(bb)*(a)*,"positive example:[babbaa, babbbb, aabbb, babbaaa, aabbbabbbba, baaabba, ba],negative example:[aabaaabaabbaa, bbbab, aa, babbb, babbba, bab, babab, babbaaaba, babbbbb, babbabb, babbab]"
a?(a|bb)*b*,"positive example:[bba, , bbb, a?(a|bb)*b*, aabb],negative example:[bbba, baa, bbaba, aabbba, babbaab]"
(0*11+0*)*,"positive example:[011, 11, , 0001111000110, 000111100011011],negative example:[000, 01, 1101, 0001010011, 0100, 0111101100010, 10]"
(a)*(bb)*(a)*(b)*,"positive example:[bba, aa, , aabbb, bbabbb, bbaaab, bbbb],negative example:[bbba, bbbbba, baa, bbaba, bbaaabbbaa, aababaabb, bbabab]"
(0*1(11)*0*)|(11)*,"positive example: [, 111, 011111, 01110, 0111, 0100, 0001, 1111, 1000, 1110], negative example: [01101, 01001, 01111, 01100, 011, 011101, 110, 000, 101, 0101, 1101, 0110, 1100, 11110, 10100, 11101, 100011011, 0001111]"
(a)*(b)*(a)*(b)(a)*(bb)*(a)*,"positive example:[babba, baba, bababbbb, babaaabb, bababbaa, bab, aabbbaaabbbbaaa, aabbb, bababba, aabbbaaabbbb, ba],negative example:[aa, bababaabaa, bababbbbb, bababbaab, babbbbaaabb, bababbab, aabaaababbb, babababb, bababbba, bbbabab, babab, babbaba, babaaab, babbab]"
0*(1+0*1+)*,"positive example:[00, , 111, 1011011, 101, 101101, 11011, 00100011110011],negative example:[110, 100, 001, 11011001011, 10110, 1101100100100, 00111101110]"
(a|b)a+b*a*,"positive example:[babbba, baaa, bab, aab, aabbba, baaabaaa, aaaabaaa, aaaa],negative example:[, a, bababb, b, baaabaaaba, aabab, abaa, bbaa, aaaabaaaba, bbbabb, aababb, aabbbab, babab, abbabb, babbbab]"
(aa|bb)|(ab|ba)aaaa*,"positive example:[bb, aa, abaaa, baaaaaa],negative example:[bba, , a, ab, bab, b, baa, bbb, ababb, aaaaa, aabbb, abaaaaabb, abaa, abbb, abba, abaaaaaba, abaaba, abaabb, abaaab, ababa]"
((a|b)a*b)*(a|b)a*ba,"positive example:[bbaaaba, bbabbba, ababbba, abbba, abaaaba, abbaba, baababa, bbbba, bbaaba, bbaba, bbbaba, aaababa, abaaba, ababa],negative example:[, abaaa, ababb, aaabb, abaab, abbb, abba, bbbb, abab, bbab, bbabab, baabb, bbba, bbaab, bbaaa, bbabb, ababab]"
(0|1)+(0|1)+(0|1),"positive example:[11111, 00000],negative example:[00, 0, , 11, 1]"
a*(b|bb|bbb)*a*,"positive example:[aa, , aabbbaaa, aabbb, ba],negative example:[bbbab, aabaaabbbab, babaa, bab]"
0*|0((11*0)*|0*)|1((00*1)*|1*),"positive example: [, 1000101, 101001, 010, 010110, 0, 1, 101, 01010, 0000, 1111, 10101, 0111010], negative example: [101010, 100010, 0010, 00001, 01001101, 011101, 010000, 010101, 01011, 0011, 1101, 1100, 10110, 11110, 10111, 10100]"
b|aa*bb,"positive example:[abb, aaabb],negative example:[bb, , a, abaaa, abbba, abbbb, abbaa, abbab, aaab, ababbab, ba]"
(001|10101|110),"positive example:[110, 001, 10101],negative example:[00, , 11, 01, 101000, 101001, 1000, 1110, 1010100, 1010111, 1010110, 1, 101, 1101, 1010101, 1001, 1100, 1111, 10110, 101111001, 10]"
a*|b(aa+)*,"positive example:[aaa, , baaa, b],negative example:[baba, bba, baaab, babb, bbb, abbabb, abaa, aaab, baab, ba]"
a|b+a|b+aaa,"positive example:[baaa, bbba],negative example:[baaaaa, aa, , baabb, baaabb, ab, bbbabaa, baaba, baa, bbb, bbbabbb]"
a*b*(ba+)*b,"positive example:[babaab, bab, babab, aabbb, aabbbaaabab],negative example:[aabababbabaa, babbbb, aa, bbba, baa]"
(ab+ba)*(a+b+b?)+a+b?,"positive example:[aba, abaabbbab, aaabbbabaabbaa, ababab, abab],negative example:[abb, aaa, , ab, abababb, ababbbbabb, aaabaaababb, ababbabb, bbaabb, ba, ababaabb]"
(1?|11?)|111?,"positive example:[11, , 111, 1],negative example:[11111101, 00, 01, 101, 111100, 1101, 1100, 11100, 11101]"
(a|b*(aa)),"positive example:[aa, bbbaa, a, baa],negative example:[abb, , b, aaab, aaaa, aabb, baab, baba, babb, baaa, bbba, aaba, abaabba]"
(a+b)*|bab|(a+b)*,"positive example:[, bab, aab, abaab, abab],negative example:[aa, baaa, babaa, babbb, b, ababba, ababbb, bbaa, bbbb, baab, ba]"
0+0+1,"positive example:[001, 00001],negative example:[11, 0, , 00, 0111001, 000011, 00101, 00110, 00111, 00100, 010, 10]"
0*1(11)*|0*,"positive example:[00, , 11111, 00111],negative example:[110, 101, 001001100, 1101, 1111, 1100, 1110]"
b*aa(a+b)*,"positive example:[aaaab, aaaaabab, bbaaab],negative example:[abb, bba, bb, aba, aaaba, aaabb, aabaa, aaaaaba, bbaabbbab, aaaa]"
(ab)*,"positive example:[, ab, (ab)*, abab],negative example:[aaa, abb, aba, babaa, bbb, aab]"
a*(bab*)*b,"positive example:[aababab, aab, babbbab],negative example:[baba, bba, babbbabaa, aa, babaa, aabaaabbaa, bbb, baab]"
(0*1|(11)*|(101)*|11),"positive example: [, 01, 1, 111111, 1111, 0001, 101101], negative example: [101110, 101111, 101100, 1000, 1110, 1011, 10110101, 00011, 10110100, 0, 0101, 10010011, 1101, 0110, 1100, 0111, 0100, 11111, 11100, 11110, 11101, 10]"
(a+b)*(a+b)*,"positive example:[, ab, (a+b)*(a+b)*, aaabab],negative example:[baabba, bb, abb, aba, aaaba]"
((a)*|b)(a|bb)*|b,"positive example:[bb, , bbabb, aaabb, abbbb, abba],negative example:[abbab, bbabbb, abaa, abbb, aaababbaab]"
(b*)a*,"positive example:[bb, , bbaaa, (b*)a*], negative example:[abaa, aaab, bbabbabb]"
((0+1+)|(1+0+))*,"positive example:[010110, , 001, 010111, 111010, 10000, 10110, 10011, 1010],negative example:[0, 1, 00010, 01010, 0100, 1011, 10101, 11101]"
0*1*0*,"positive example:[00, , 001, 1110, 001000],negative example:[101, 001110101100, 1011, 10001]"
b|a*(bb|a)*,"positive example:[abb, bba, , b, aaabb, abbbb, abba, bbbb],negative example:[bab, baa, bbaba, bbb, abbba, abbaba, abaa, abbb, aaababbaab]"
((a+)|a*b+a*),"positive example:[bb, aaa, ab, abbba, aaabaaa, ba],negative example:[, bab, abbbabbbaab, aaabab, abaaab, ababa, abab, bbab]"
a*(b(aaa*)*)a*,"positive example:[aabaa, a*(b(aaa*)*)a*], negative example:[bba, bb, aa, aabaabbaabb]"
((((1*)?)|((11*)?))|((111*)?))|0*,"positive example:[000, , 111],negative example:[01, 100, 101, 00011011, 0100, 1110]"
(a|b)b*,"positive example:[abb, bbb, (a|b)b*],negative example:[aa, , bbbabb, abbaaa, ba]"
(baa|a)*,"positive example:[, aabaaa, baabaa],negative example:[baabba, babbb, baaab, aaba, aabababaa, baabbb]"
a|b(b|ab*)aaa,"positive example:[baaaa, bbaaa, babbaaa],negative example:[aa, , bb, baaabb, baaaba, ab, b, baa, babbaaabbb, bbaa, bbbb, bbab, baabb, bbba, babb, baaba, babbaaaaaa]"
(bb+a)*(b+a)*,"positive example:[, bbbaba, (bb+a)*(b+a)*, ba], negative example:[bbbab, abb, baa, aaaba]"
(a)*(b)(aa*),"positive example:[aabaaa],negative example:[aababbbaab, baba, bba, aa, baaab, bbb, aab]"
(ba*b)*,"positive example:[bb, , baabbb, (ba*b)*],negative example:[baabb, bba, ab, bbb, aaabba]"
0*1|1*0*,"positive example:[000, , 01, 1, 0001, 1000, 1110],negative example:[011, 101, 000100, 0101, 0110, 0111, 111000100110, 1011]"
ab|a*b*(baa)b,"positive example:[bbaab, ab, abbbbaab, abaab, aabbaab, abbaab, aaaabaab, aabaab, baab],negative example:[bbbaaabaabb, baabba, , aa, a, aaaab, abbb, abaa, aabb, abba, abab, baaaa, baba, babb, aaba, baabab, baabaa, baabbb, ba]"
0*(0+1)*0*,"positive example: [, 01, 00010, 0*(0+1)*0*], negative example: [011, 0001011, 111001, 10]"
a*baa*,"positive example:[aabaaa],negative example:[baba, aa, babb, baaab, aabbaabba, bbb, aab]"
(a*bb*a*)|a?,"positive example:[abb, , aba, a, bbbaaa, aaba, aab, aaaabb, ba],negative example:[bbbab, aa, babaa, bab, aaaabab, abbab, aabab, aabbab, baaabbbab, abab]"
(0*)0*1*(0*)|(0*)1*0*(0*),"positive example:[00, , 001, 1110, 001000],negative example:[101, 00100011101, 10100, 11101]"
(aba|aab)(a|b)*,"positive example:[aaba, abaaa, ababb, aabb],negative example:[aa, , bb, ab, a, abbaa, abbbb, aaab, aaaa, ba]"
b*(ab*ba),"positive example:[aba, bbabbba],negative example:[bba, bb, bbaabbab, abaaa, ababb, abbbaab, ababa, abbb, aaaa, abab]"
((0(0*1*)*0)|(1(0*1*)1))*,"positive example:[11, , 001111, 1101011, 001100011, 1001101, 1111101, 0011011, 000, 0110, 1100, 11100, 10011, 001000, 001110, 001011],negative example:[001, 100, 10011110101, 001101, 1101, 1110, 11001, 01101, 00001, 0011001]"
a(a)*|a*b*,"positive example:[aa, , a(a)*|a*b*, aabbb],negative example:[baa, aabbbabbaab, ba]"
0?|111*,"positive example:[, 1111],negative example:[110, 011, 000, 1010011, 100, 001, 1, 111100, 1101, 010]"
((a|b)+(baa)a*b)*,"positive example:[, bbaab, baababbaababaab, abaab, aaababbaababaab, abbaab, bbbaabaaaabbaab, bbbaabaabbbaab, abbaabaaaabbaab, abbaabaabbbaab, bbbaab],negative example:[abb, a, b, bbb, ababbaaaa, aaab, bbabbaaaabba, baab, bbabbaaaa, abbaabaabb, abbaababa, bbbaababa, abbaabbb, bbbaabbb, bbbaabaabb, ababbaaaabba]"
(a|b)*aa+,"positive example:[abbaa, aabaa, aabbbaa, abaaaabaa],negative example:[abb, aabbb, aaaab, abaaba]"
a*|(a+b)*,"positive example:[, a, abaab, aaab, abab],negative example:[bb, abbbaabb, aaaba, abaaaba, ababb, ababa, abba, ba]"
(a*(b|bbb))*,"positive example:[abb, , (a*(b|bbb))*, aaabab, bbab],negative example:[abaaabbba]"
a*bb*a*,"positive example:[bbba, aab, aabaaa],negative example:[bbbab, aa, babaa, bab, aabaaabbabb]"
(a+b*b),"positive example:[abbb, aaab],negative example:[bb, aaa, , aba, aaabbbaabbaa, abab, ba]"
(0+1+0+)*,"positive example:[, 010010, 000100, 0100100, 0100001110, 01100],negative example:[011, 11, 000, 01, 0100101, 010100, 0100001, 0001011101, 010011101, 10]"
a*b+(a|bb)*,"positive example:[baaabb, babbbb, babba, aabbbabb, aabbb, ba],negative example:[baba, aa, babbb, babaaabba, babab, babbaba, aabbbaaabbba]"
(0*|1)11,"positive example:[011, 11, 111, 00011],negative example:[, 01, 0001111101, 1110, 01101, 01100, 000, 100, 1, 101, 011100, 0101, 1101, 0100, 1111, 1100]"
a*|(?:a*|(b[a]{2})+)*,"positive example:[aaa, , ?:aabaa, ?:baa, baa?:?:baa, ?:?:, baabaa],negative example:[baa?ab, baabba, bb, abb, ?:?a, aba, ?a, baa?aa, ?b, ?:?b, ?:bb, ?:b, baababb, aaab, baababa, baaaa, baaab, baa?babaa, baa?bbb, ?:aaba, baa?:?, baabbb, ?:?:b]"
0*1*,"positive example:[00, , 0*1*, 00111],negative example:[1110, 001000, 001011]"
bbb*aaa*,"positive example:[bbaaaa, bbbbaa],negative example:[aaa, bba, , abb, b, bab, baa, bbbb, bbbbaaaaba, bbbbaaaabb, bbaab, bbabb, bbaba]"
(0*|1)1*,"positive example:[00, , (0*|1)1*, 00111], negative example:[110, 00101011, 1000]"
"b(b{2,})*","positive example:[bbbbb, b],negative example:[aaa, bbbab, , bb, bbba, bbbbbaa, bab, baa, ababb, bbaa, bbab]"
a(a)*(b)*(a)*,"positive example:[aaa, aba, ab, aaabbbaaa],negative example:[bb, , aaabab, abbbaaabbaabb, ababa, abab, ba]"
a*|b(aa)*,"positive example:[aaa, baaaa, , baa],negative example:[bba, baba, baaa, babb, bbb, ababaa, abbb, aaab, baab]"
(a*b|aaa)*,"positive example:[abb, , aaaab, aabab, aaab, aabb, bbab, abab],negative example:[aaba, abaa, aaaa, abba, abaaabba, abaabbba]"
(a*)(b*)(aa*)b,"positive example:[bbbab, baaab, bab, abaab, abbab, abbbab, aaab, abab],negative example:[bb, aaa, , aba, abababb, ababb, aaabaaabaaaba, abbbbaa, abba, ababba, abbabb, ababbb, ba]"
a*(baaa*)+(a|b)*,"positive example:[aabaaaa, aabaabb],negative example:[bba, aa, babbb, aaba, bbb, aab, babaaba]"
"a*|[b]*[a]{2,}","positive example:[aa, , bbbaaaa, baa],negative example:[baba, aba, ab, babb, baaab, bbba, b, aaabbaabb, baab]"
a*b*a+a+a+,"positive example:[baaaaa, bbbaaa, aabaaa, aabbaaa, abaaa, aaaaa, aaabaaa, aaaaabbaaa, abbaaa],negative example:[abb, , aa, baaabb, baaaba, aba, a, aaaba, aaabb, aaaaab, aabb, baaaaab, baba, bbbaa, babb, aaba, bbbaabaa, bbbaabbb, ba]"
((a|b)(a|b))*(aaa),"positive example:[abaaa, aaaaa, aaabaaa, abbaaaa, abbbaaa, aaabbbaaa, aaabbaaaa, baaaa, aabbbbaaa, bbaaa, aaaabbaaa, aaaabaaaa, aababaaaa],negative example:[abb, bb, bba, ab, aba, baa, aaaba, aaabb, aaaab, aabbb, aabab, aaaaab, aaab, aaaa, ba]"
(0*1|(11)*),"positive example: [, 01, 1, 111111, 0001, 1111], negative example: [1110, 011, 000, 100, 101, 0110, 1101, 0001010011, 0100, 0111, 1100, 11111, 11100, 11110, 11101]"
(aa|ab|ba|bb)*(aaa)+,"positive example:[aabbbbaaaaa, bbaaaaa, abbbaaaaa, aaaaaaa, aaaabaaaaaa, aaabbaaaaaa, aaaaaaabaaaaa, aababaaaaaa, baaaaaa, abbaaaaaa, baaaa, bbaaa, aaaaaabbaaaaa, aaaaabbbaaaaa, aaaaabaaaaa, aaaaaaaa, abaaaaa, aaabaaaaa, aaaaaabaaaaaa, aaaabbaaaaa, aaaaabbaaaaaa, aaabbbaaaaa],negative example:[abb, bb, ab, aba, aaaba, aaaabab, aaabb, aaaaaab, aaaabbb, aabba, aaaaabb, aabaa, aaaaaaba, aaaaaba, aaaaaaaabaaa, aaaa, aaaaaaaabbaa, aaaaaaab, aaaaaabb, aaaaaaabaa, ba]"
(a+b)*bb(a+b)*,"positive example:[bbaaabab, aaababbb, abbb, bbab],negative example:[abb, bba, ab, bbabb, bab, baa, aaaba, bbbaabba, bbbb, bbabaabb]"
0*1(01)*(10)*,"positive example:[0011010, 101, 11010, 10110, 10101],negative example:[00, 110101, 001101, 1001, 1110, 1011, 11001, 1000, 1111100, 11000, 11011, 1010]"
(01)*(10)*,"positive example:[010110, , 01, 0110, 1010],negative example:[110, 011, 001, 111, 101, 1001, 1000, 1011, 10100, 0000110, 010]"
((a*|bb*)b)+,"positive example:[babbbaaab, ((a*|bb*)b)+],negative example:[aaba, bbbaba, baa]"
b*a*aa,"positive example:[bbaaaa],negative example:[abb, bba, bb, aba, aaba, aaaab, bbaabbaabb]"
a(a+b)a,"positive example:[aaba, aaaaba],negative example:[, bb, a, aab, aabba, aaaabaaa, aaaababb, aabbb, abaa, abbb, aaaa, ba]"
(ab)+aaa*,"positive example:[abaaaa, ababaa],negative example:[, bb, a, ababb, abaab, abbb, aaaa, abba, aabb, abab, ababa, abaaaabb, ba, abaaaaba]"
(a|b?)(a*b|b|ba|a*ba),"positive example:[baba, bba, ab, aaba, b, baaba, baaaab, ba],negative example:[abb, , bbb, abaaa, ababb, aaabbaa, aaabbbb, bbaa, bbab, baabb, babaa, babb, baaa, babab]"
(0+1)*(1+1)*0*,"positive example:[110, , 01, 01110, 00010, 1111, 1111000],negative example:[011, 0001011, 100, 101, 1111011011, 1101, 110100, 110001]"
(a|b)*aa(a|b)*,"positive example:[abbaa, bbabaa, abaa, aaaa, aabb],negative example:[aba, b]"
(aa|ab|ba|bb)*b,"positive example:[abb, baaab, bab, bbabb, aab, bbb, ababb, aaaab],negative example:[aa, aaa, bb, bba, babaa, ab, aba, bbbba, baa, abbba, aabaa, ba]"
"[ab]a{3,}","positive example:[baaaaa, aaaaaa],negative example:[, aa, aaa, baaabb, a, b, baa, aaaba, aaaaaab, abaa, bbbb, baaaaab, baabb, babb, aaba, aaaaba, ba]"
(0|1)*(0000),"positive example:[010000, 00000010000, 0110000, 00010000, 0000110000, 000010000, 00110000, 11010000, 0010000, 000110000],negative example:[011, 01000, 00010, 0011, 00000011, 0100, 0010, 00001, 000010, 01000111]"
(a*)|(a*baa*)|(baa*),"positive example:[aa, , aabaaa],negative example:[bba, babaa, bab, bbb, aab, aabaaabbabb]"
(a*|b+)bb*,"positive example:[aabbb, bbb, abbb, bbbbb], negative example:[aa, bbba, bab, aabaabbaa]"
((aa*)|(a*b*)),"positive example:[aa, , ((aa*)|(a*b*)), aabbb],negative example:[bbba, baa, aababaabb]"
aaa(a)*|(a|b)baaa(a)*,"positive example:[bbaaa, abaaa, aaaaa],negative example:[bba, aa, , a, ab, b, bab, bbb, baa, ababb, abaab, aaab, abbb, abba, aabb, aaba, aaaaabaa, aaaaabbb, abaaab, ababa]"
(ab+ba?)(ab+ba)*(aa+bb+ab+ba)*,"positive example:[abbaabbaabbaaaaabbabbaaaabbabba, abbaaabbabba, abbaabbaabbaaabbbbabba, abbbb, abbbbaabbaabbaabbaaabbabba, abbaabbaabbbba, abbaabbbba, abbaabbaabbaaabbabbbba, abbaaaabbabba, abbaabbaabbaaabbabbaaabbabba, abbaabbabba, abbaabbaaabbabba, abbaabbaabbaaabbabba, abbabbaaabbabba, abbbba],negative example:[bb, aaa, , abbaaabbabab, abbaaabbabaa, aab, abbbbaaaaabbbb, abbaba, abbaabbaabbabb, abbbbaa, abbaaabbabbaaaa, abbaabbabb, abbaabbbb, abbaaabbabbaba, abbaabaa, abbaabab, abbaab, abbaabbaabab, abbaaabbaab, abbbbaaaaabbbbaaa, babbaa, abbaaabbab, a, ab, abbaaabbabbb, abbaaabbabbaa, abbaaabbabbaaabab, abbaaabbabbabb, abbaaabbabbaaabaa, abbaaab, abbaabbaabbaab, abbaaabbabbaabb, abaa, abbaaabbabbaaba, abbaabbaabbbbaaabbabb, abbaaabba, abbaabbaaa, abab, abbaabbaba, abbaabbbbaa, abbaabbaabbaaab, abbaabbaabbaba, abbaabbbbaabaa, abbaabbaabbaaaa, abbabb]"
(a|b+)+,"positive example:[aaa, (a|b+)+, bbb],negative example:[]"
((aa)+(bb))*,"positive example:[, aaaabb, aabbaabb],negative example:[baabba, bb, abb, aaa, aba, aab, aabba, aabbb, aabaa, aabab, aaab, aaaa]"
0*|1*|(((1*)(01)(0|1)*)((0*)(10)(0|1)*))*,"positive example:[, 0, 111, 1110100111000, 01010, 1110100111011, 0110, 0000, 10110],negative example:[011, 10100111, 0011, 111001011, 10000, 1011, 0010, 00001, 10, 010]"
a*b*|b*a*aaa,"positive example:[baaaaa, aaa, , ab, bbbaaa, b, aaabbb],negative example:[aba, baa, baaaaaba, aaaba, baaaaabb, baba, baaab, bbba, babb, abbbaa, abbbab, baabaa, baabbb]"
(0*(11)*0*10*)|(0*),"positive example:[00, , 111, 11010, 110001, 11111, 1110, 001000],negative example:[110, 001011011, 110101, 1111, 1100, 11110, 1100011, 11011, 10100, 10001, 11101]"
b*|a*aa,"positive example:[, bbb, aaaa],negative example:[aba, bbba, a, aaba, bab, baa, aaaab, abbaabb, aabb]"
(0+1+0)|(1+1+0)|(1+1)|(0+0)|(1+0),"positive example:[110, 11, 00, 0110, 11110, 0010, 001110, 000010, 10, 010],negative example:[, 0, 11110111, 011101, 11110000, 100, 001, 1, 101, 011100, 0101, 0011, 1101, 1100, 0100, 0000101, 0000100]"
((a*(bb)*a*)b)+,"positive example:[babbbaaab, ((a*(bb)*a*)b)+],negative example:[babbbaaa]"
0*1+0*1+,"positive example:[101, 1101, 0011, 111101, 1001, 0011000111],negative example:[00, 100, 001, 1101011, 1101110, 11010, 1110, 1010, 0011000100010]"
a*|(a*b*aa)*,"positive example:[, aabaaaaa, baaaabbbaa, baaabbaa, baaabaa, baabaa, baabbaa], negative example:[baaabb, baabb, baaaba, baaaababaa, baaba, aabbbaaa, baaaababbabb, aabbbaaaaaba]"
b*aa+,"positive example:[bbaaaa],negative example:[abb, bba, bb, aba, aaba, aab, bbaaaabbaabb]"
a*b*|b*a*,"positive example:[, a, bbbaaa, bbb, abbb, aaab, ba],negative example:[baba, baaab, aba, bbbabbbaab, bab, aaabbbaa, abab]"
"b+a{2,}","positive example:[baaaa, bbbaa],negative example:[aaa, baba, baabb, , babb, bbba, b, baaba, abbab, baaaab]"
(a+b)*(bab)*(a+b)*,"positive example:[babaab, , ab, bababaab, bab, aaabab, abbabab, babbabab, bababab],negative example:[baaaa, babba, bb, abb, baabb, babbbb, babbba, babaa, aaaba, abbaba, babababbb, babababba]"
1*(0+1+0+)*1*|0*(1+0+1+)*0*|1*|0*|0+1+0+1+0+1+0+,"positive example: [, 0100101110, 101111001101000, 0100001000, 01001001, 01000010, 0101010, 010, 1010111, 011101, 0100101, 010111, 010010100, 101001000011101, 000101101, 11101101, 101100001, 010100011100, 01001, 0100110, 0101000, 0, 010000, 01110160, 1, 0100111, 10111100, 10110010, 101100110110111100010, 10001], negative example: [101010, 010010010100, 1000, 0100001000010101, 0100110101, 01001100110101, 01001100110110101, 01011010100, 011101111000100011011, 01001100001010, 0001, 0101101110101, 010010101, 010110110101, 01001111001110101, 0100100101110, 010011001010, 010011001001010, 1101010, 10110101, 010110101, 0100100111010, 01001011101, 010101, 01001001001010, 10001010, 01010001, 010101001, 01001001010, 0101011101, 01010101]"
(0+(10)+)*|(1+(01)*0+1+)*|1*|0*,"positive example:[11, , 000, 0001010, 101001111, 01000010010, 0100100010, 01010, 10011001, 100001, 1011, 010],negative example:[0110100, 101100, 1010, 101100110, 01111, 110, 010011, 11001110, 110000110, 010101, 0101, 01011, 0001, 0100, 1100100, 1100101, 0100100001]"
a*b(a*ba*ba*b)*a*,"positive example:[aabaabbbbaabab], negative example:[aabaabaaba, bbbbbb, aabaabaa]"
a*ba*((ab|ba|b)b)*a*,"positive example:[bbababbbb, bbbaa, bbba, bbbbabaa, aabaa, aabaabbbbaa, bbabaaaa],negative example:[bbabaabbabb, bbabaabaa, bbabaaaab, bbababbab, bb, aa, bbababaa, bbababab, bbaa, bbbb, bbbab, aabaababbbab, bbbba]"
a*b(a|(bb|aba))*,"positive example:[babbbb, bababb, bbbbb, bbba, aabbb, baaabbabb, baaabaaba],negative example:[aa, bbaaaba, bbabb, aabaaabaab, bbbabbb, bbbabab, babbbbb, aabaaabbab, bbbb, bababbb]"
