Regex,Attempt Regex,DeepSeek Output
(a*ba*b)*a*ba*,(a*ba*ba*)ba*,"positive example:[bbaab, bbb, aabaabbaa],negative example:[aabbaabbaabba, aa, bbbbb, aab, bbbaab, bbbb, baab]"
(a*ba*b)*a*ba*,a*ba*ba*ba*,"positive example:[bbaab, bbb, aabaabbaa],negative example:[bb, aa, aabaa, aabaabbbaaba, bbbbbb, bbbaab, bbaabb]"
b*a*,(a+)|(b+a+),"positive example:[bbaaa, (a+)|(b+a+)], negative example:[bb, ab, bbaaababaa, abbb]"
(a*ba*b)*a*ba*,a*b(a*bb)*a*,"positive example:[baabb, bbbbb, bbba, aabbb],negative example:[bbbab, aa, baabaabaa, bbabb, aabbbb, bbbb]"
(a|baa)*,"a|(ba{2,})","positive example:[baaaa],negative example:[aaa, bba, , b, aab, bbb, abbb, baba, baabb, babb, baaba, ababaa, baaaab, ba]"
(a|baa)*,(a*(baa)*),"positive example:[aa, , aabaabaa],negative example:[baaaa, baabba, bb, babaa, baaab, baaba, aab, aababbabb, baabbb]"
(a|b)(a|b)+aaa+,[ab][ab]aaa,"positive example:[bbaaa, aaaaa],negative example:[aa, , aaa, bb, bba, a, b, bbaaabb, aaaba, aabaa, aaaaaaa, aaaa, bbaabb, bbaa, bbbbb, bbabb, aaaaba]"
(a|baa)*,(baa+)*,"positive example:[, baaaabaa, baabaa],negative example:[baabba, bb, aa, ab, baababaa, baaaababbbab, baaaaba, baab, baabbb]"
(a|b)(a|b)+aaa+,(a|b)(a|b)(ab*)aaaa*,"positive example:[bbabbaaaaa, aaabbaaaaa, aaaaaa, bbaaaa],negative example:[aaa, aa, , bbaaaabb, bba, bb, a, bbaaabbb, b, aaaaaaaab, aaaaa, aaaaaaba, aaabba, bbaabb, bbabba, bbaaaaaab, bbbb, aaba, bbaaa, aaaaba, aaaaabaa]"
(a|b)(a|b)+aaa+,(a|b)(a|b)a*b*aaaa*,"positive example:[bbabaaa, aaaaaaabaaa, bbaaaaa, aaaabaaa, aaaaaaa, aaaaabaaa, aaabaaa, aaabbaaa, aabbbaaaaa, aaaaabbaaa, bbaaabaaa, bbabbaaa, bbaaaaabaaa, bbbaaa, aabaaa, aaaabbaaa, bbaaabbaaa, bbbbbaaaaa, bbaabbaaa, bbaabaaa],negative example:[aaa, , bb, bbaabaa, bbaaaaab, aaaba, aaabb, aaaabaa, aaaabbbabaa, aabb, bbaa, aaaabaaaba, bbba, bbaaba, aaaabaaba, aaaaaaab, bbaabaabb, aa, bba, a, bbaabaaabb, bbaaaba, b, bbaaabb, aaaaabb, aaaaaba, aaaabaaaaab, aaaa, bbbb, aaba, bbabb, bbaba, bbaabaaaaab, aaaaba, bbaabbbabbb]"
(a|b)(a|b)+aaa+,((a|b)(a|b))aaa,"positive example:[bbaaa, aaaaa],negative example:[aaa, aa, , bba, bb, a, b, bbaaabb, aaaaaaa, aaabaa, bbabbb, aaaa, bbaabb, bbbb, bbaa, aaba, aaaaba]"
(a|baa)*,((a)*baa+)+,"positive example:[baaaabaa, aabaabaa],negative example:[baabba, bb, aa, babbb, baaba, aababaaba, baaaabbb, baab]"
(a|baa)*,(a*)(b(aa))*,"positive example:[aa, , aabaabaa],negative example:[baaabb, baabba, bb, aaba, aab, aabaaaabaa, baababb, baababa, baabbb]"
(a*ba*b)*a*ba*,(a*(b)((a)*bb)*(a)*),"positive example:[bbbbb, bbba, bbb, aabaabb],negative example:[bbaaabba, aa, bbbaba, aabaabbba, bbbb, bbab]"
(a|b)*baa(a|b)*b,(a*b*)+(baa)(a*b*)b,"positive example:[bbaab, aababbaabbbaaaababaab],negative example:[bb, aa, aababbaaaabbbaa, aababbaaaabbbaababa]"
(a|baa)*,(a*)*(baa)*,"positive example:[aa, , aabaabaa],negative example:[baabba, baaaa, bb, aabaababbaabb, baaab, aabaaba, aabaab, baababa, baabbb]"
(a*ba*b)*a*ba*,((a*(bb))*((a)*b)(a)*),"positive example:[baaa, bbb, aabbb, bbab],negative example:[bba, babb, bab, baaabaabba, aabb, bbbb]"
(a*ba*b)*a*ba*,((a*(bb))*((a)*b)(a)*(a*(bb))*),"positive example:[babbbb, bbba, babb, aabaaabbbb, bbb, bbaba, babbaaabb, babbabb],negative example:[bb, bba, bababb, baaab, babbba, babaaaba, bbbabba, babbabbaba, aababbb, babbbba, babbaaabbaa]"
(a*ba*b)*a*ba*,a*(ba*ba*)*ba,"positive example:[baabba, bbba, bababa, bbaba, baaaabba, aababba, baababa],negative example:[bb, baabb, bba, babb, baaba, bbb, baa, aababa, baaaab]"
(a|b)(a|b)+aaa+,(aa|ab|ba|bb)a*b*(aaa)a*,"positive example:[bbabaaa, aabbbaaa, aaaaaaabaaa, aaaaa, aaaabaaa, aaaaabaaa, aaabbaaa, aaabaaa, aaaaabbaaa, bbbaaaaa, bbaaabaaa, bbabbaaa, bbaaaaabaaa, aabaaaaa, bbaaa, aaaabbaaa, bbaaabbaaa, bbaabbaaa, bbbbbaaa, bbaabaaa],negative example:[aaa, , bb, bbababb, bbabbba, aaaaaaabb, aaabaaba, aaabbba, aaaabb, bbabaaab, bbaaab, bbabaa, aabb, bbaaaaabb, bbaa, bbba, bbaaba, aaabaaaaabaa, aa, bba, a, bbaaaba, b, aaabaaab, aaaaaba, aaaaab, aaabaa, aaaa, bbaabb, bbbb, bbabaaaaabbb, bbabaabb, aaba, aaaaba, aaababa]"
(a|b)(a|b)+aaa+,(a|b)+(a|b)+(ab*)+a+a+a,"positive example:[bbbbaaaa, aaaaaabaaa, aaaabaaa, aaaaaaaabbaaa, aaaaabaaa, aaabbabaaa, aaaaabbaaa, bbaaabaaa, aaaabbaaa, bbaaaabaaa, bbaaabbaaa, bbaabbaaa, aabbaaaa, bbabbabaaa, bbaaaaaabbaaa, bbaabaaa],negative example:[, bbaaaab, bb, aaaaaab, aabba, aaaaaaba, bbaaaaaabb, aaaabb, bbaaba, bbaaa, aaaaaaaabb, bbaaaaba, aa, bbabbab, a, bbaaaba, b, bbaaabb, aaabbab, aaaaa, aaaaabb, aaaaaba, bbaabb, bbbba, aaaaba]"
(a|b)(a|b)+aaa+,(a|b)+(ab*)+a+a+a,"positive example:[babaaa, aabaaaaabaaa, aabaaabaaa, aaaaa, aaabaaa, babaabbaaa, baabaaa, babaaaaabaaa, baaaa, aabaaa, abbaabbaabaaa, aabaabbaaa, aabaaabbaaa, bbbaabbaabaaa, babaaabaaa, babaaabbaaa],negative example:[, baaabb, a, baaaba, bab, b, aab, aaabb, aaaaaba, baabaaaaabbb, aaaabb, aaaaab, aaabaa, baaaaba, abba, baabb, bbba, aaabaaaaabbb, aaaaba, baaaab, baabaa]"
(a|baa)*,a*baaa*,"positive example:[aabaaaa], negative example:[baba, bba, aa, babb, aaba, baaba, bbb, aab, aabaabbbaab, baaaab]"
(a|baa)*,(a|(baaa))*,"positive example:[baaaa, , aabaaabaaa],negative example:[baba, baabb, babb, baaab, aabbaabba, bbb, baaba, baa, baaaaba]"
(a*ba*b)*a*ba*,a*b,"positive example:[aab, a*b],negative example:[bba, aa, baaa, bbb, aababbab]"
(a|b)(a|b)+aaa+,(a|b){3}(a|b)*aaa+,"positive example:[aaabaabaaa, aaabaaabbaaa, bbbbaaabbaaa, aaaabaaa, aaabaaa, bbbabbaabbaaa, aaaabbaabbaaa, bbbabaaa, bbbbaabaaa, bbbbaaa, bbbbaaabaaa, aaabaaabaaa, bbbbaaaaabaaa, aaabaaaaabaaa],negative example:[aa, , bb, a, b, aaabbab, aaaaaaaab, aaaaa, aaaaaaba, aaaaabb, aaaaaba, aaaabb, bbbaaabb, bbbaaaba, bbbaaaaab, bbbaaba, bbbaa, bbbaabb, bbbabb, bbbbbab, bbbaba, aaaaba, aaaaaabb]"
(a|baa)*,(a*)|((a*b)aa+),"positive example:[aa, , aabaaaa], negative example:[baabb, bba, babb, aaba, baaba, bbb, aab, aabababbaa, baaaab]"
(a|b)(a|b)+aaa+,bbb*aaaa*,"positive example:[bbbbaaa, bbaaaaa],negative example:[aa, , bb, bbaaaaab, ab, bbaaaba, b, bbaaabb, bbaabb, bbaa, baaa, babb, bbaaba, bbbba, bbabb, bbaba]"
(a|baa)*,(baa)*,"positive example:[, baabaa],negative example:[aaa, bba, baba, babb, baaa, bbb, abbab, baab, ba]"
(a|b)(a|b)+aaa+,(a|b)(a|b)*(aaa)a,"positive example:[aaaaaaabaaaa, babbaaaa, bbbabaaaa, aaaaabbaaaa, aaabaaaa, aaaaabaaaa, baabaaaa, baaaabbaaaa, aaabbaaaa, baabbaaaa, baaaabaaaa, baaaaaabaaaa, aaaabaaaa, aabaaaa, baaabbaaaa, babaaaa, baaabaaaa, aabbaaaa, aaaabbaaaa, abbabaaaa],negative example:[, bbaaaab, bb, babbaa, ab, bbaaaba, babbaaba, bbaaabb, aabbaaba, abaaaba, abaaa, bbaaaaaabb, aabbaa, bbaabb, baba, aaba, bbaaa, abaabb, abaaaab, abaaabb, abaaaaaabb, abaaaaba, bbaaaaba]"
(a|b)*baa(a|b)*b,a*b*(baa+)b+,"positive example:[aabaabbb, bbbaab, baaaab],negative example:[aa, babb, baaba, baa, aabbb, aabbbabaabba, baabbbab, baaaaba, baabaa, ba]"
(a|b)*baa(a|b)*b,(a|b)*(baa)+b,"positive example:[bbaabaaaabaab, bbaabbaab, aababbaababaab, bbaabaaabbaab, bbaabbbaab],negative example:[baabaaabb, aababaa, baabaaaa, baababb, aababaabba, baabbbb]"
(a|b)*baa(a|b)*b,(a*b*)(baa)+(a*b*)b+,"positive example:[aabbbaabaaaaabbb, baaab, baabaaab, aabbbaab, baabbb],negative example:[baabba, aa, baaaaa, baaaba, baaabbba, aabbb, aabbbababbaa, baaaaabaa, baaabab, baabbba, babb, baabab, baabaa, ba]"
(a|b)*baa(a|b)*b,[ab]*(baa)b,"positive example:[bbaabaab, bbaababaab, bbaaaabaab, bbaabbaab, bbaabbbaab, aababbaaabbaab],negative example:[baaaa, baabba, aababaaabbb, baababb, baabbb, baabaa]"
(a|b)*baa(a|b)*b,(a|b)*baa+b*b,"positive example:[bbaab, aababaaaabbbaababbbaab],negative example:[aa, baaaa, babb, aabbbab, baabaaba, baaaabbbaba]"
(a|b)*baa(a|b)*b,[ba]*[b]+[a]+[a]+[b]+,"positive example:[bbaab, bbaabaaaabaab, aababbaabbbabaab],negative example:[bb, aababbaaaa, aa, bbaabaabbba, aababbaaaababa]"
(a|b)*baa(a|b)*b,a*baaa*bb*(a*bb*)*,"positive example:[baaab, aabaababbbaaab],negative example:[aababbaabb, baba, bba, aa, aaba, bbb, aab, baaaaba, baabbbaba, baabaa]"
(a|b)*baa(a|b)*b,a*b*baaa*bb*(a*bb*)*,"positive example:[aabbbaaaabab, baabbbab, baab, baabaab],negative example:[aa, babaa, aabbb, baabbbaba, aabbbaaaaba, babbbab, ba, baabaa]"
b*a*,[b]*|[a]*,"positive example:[aaa, , bbb],negative example:[abb, ab, bbbabaabb, baa, aaaba, ba]"
b*a*,(a(a*))|(b(b*))(a*),"positive example:[aa, bbbaaa, bbb, ba],negative example:[bbbab, , bab, abbabb, abaa, aaab, baab]"
b*a*,(a+)|(b*a+),"positive example:[bbaaa, aaa, bba, a], negative example:[bb, ab, bbaaabaaba, abbb]"
(a|b)*baa(a|b)*b,a*b+aa+b+,"positive example:[aabbbaabbb, baab, baaaab],negative example:[aababbaabb, baba, aa, baaaa, bbba, baaba, aab, baaaabaa, baabbba, baabab]"
(a|b)*baa(a|b)*b,a*b+aa+a*b+,"positive example:[aabbbaabbb, baab, baaaab],negative example:[baba, aa, babb, aabbbaaaa, baaba, aabbb, baabaaa, aabbbaaaabbbabbab, ba]"
(a|b)*baa(a|b)*b,(a|b)*(baa)+a*b+,"positive example:[bbaab, aababbaaaabaabbbabaab],negative example:[bb, aa, aababbaabaaaa, aababbaabaaaabbbaba]"
b*a*,(a+|b+)a+,"positive example:[aaa, bbbaaa, ba],negative example:[bbbab, abb, , babbb, baaab, aba, a, b, aab, babaaba, aaab]"
(a|b)*baa(a|b)*b,(a|b)*(baa)(baa)*(a)*(b)(b)*,"positive example:[bbaab, aababbaaaabbbaababaab],negative example:[aa, babb, baa, baabaaaaba, aabbbab, baabbbaba]"
(a|b)*baa(a|b)*b,(ab*)+(b+b+a)+(ab*)+(b),"positive example:[abbaababbbaaab, abbababbaab, abaabbaab, abbabbbbaab, abbaaab, aaababbaab],negative example:[babbaa, bb, , abbbbabab, abbabbaababbbaaa, aaaba, abbbb, abbbba, abbabbaaa, abaa]"
(a|b)*baa(a|b)*b,(ab*)+(b+a+a)+(ab*)+(b),"positive example:[abbaabbaaab, abbaaaab, abaaab, abbaaab, abbaabaaab, ababaaab, aaababbaaababbbaaab],negative example:[, a, bbb, ababb, abaaabaabbbaba, aaab, abaa, babaa, abaaba, abaabb, abaaaa, abbbab, ababa]"
(a|b)*baa(a|b)*b,a*b+aa+[a-b]*b,"positive example:[baaab, aabbbaababbbaaab, baab],negative example:[aa, baaa, babbb, aabbb, babaaba, aabbbaabaabbbaba, ba]"
(a|b)*baa(a|b)*b,a*b+a*b*aa+[a-b]*b,"positive example:[babaab, babbbaab, baabbbab, aabaaaabab, bbbaab, babaaab, baabaab],negative example:[baba, aa, babaaa, baaa, bbba, bababa, baaba, aab, bababbaabb, aababbb, aababbbaababbbaaa]"
(a|b)*baa(a|b)*b,(a|b)+(baa)a*b,"positive example:[baababaabaaaabbbbaab, bbaab, abaababbaab, abaab, bbaababbaab, abaabaabbaab, abbaab, bbaabaabbaab, aaababaabaaaabbbbaab, bbbaab],negative example:[abb, aaa, , bbaabbbb, bb, ab, bbb, baa, aaababaa, aaababaabba, baababaa, abaabaaaaba, bbaabaaaaba, baababaabba, abaabbbb, abaababb, bbaababb]"
(a|b)*baa(a|b)*b,(b)*baa(b|a)*b,"positive example:[bbbaaaabab, baabbbab, baab, baabaab],negative example:[aaa, baba, , babb, bbba, b, ababb, baaaaba, baabbbaba, baabaa]"
(a|b)*baa(a|b)*b,(a|b)*baa+b,"positive example:[bbaab, baabaaaab, aababaabbaab, baababbaab, baabbbbaab],negative example:[baabba, aa, babb, baa, aabbbab, baabaaaabb, baababa, baabbb]"
(a|b)*baa(a|b)*b,(a|b)*baa+b+,"positive example:[aabbbabaab, babbaab, baabaabbbaab, baaaababaab],negative example:[bb, aa, aababbaaaabbbaa, aababbaaaabbbaababa]"
(a|b)*baa(a|b)*b,[ab]*(baa)[a]*b+,"positive example:[baabaaaabbbabaab, aabbbabaab, babbaab],negative example:[aa, babb, aabbbab, baabaaaa, baabaaaabbbaba]"
(a|b)*baa(a|b)*b,a*bb*aaa*(b|a)*b,"positive example:[aabbbaaaabab, baabbbab, baab, baabaab],negative example:[aa, bababbaa, babb, bbba, aab, aabaaaaba, baabbbaba, baabaa]"
(a|b)*baa(a|b)*b,a*bab*aaa*(b|a)*b,"positive example:[aabaaabaabbbab, babbaab, baaaab], negative example:[baaaa, bba, aa, baa, bbb, aab, aababb, baabbbab, aababbaababbbaaa, baabaa]"
(a|b)*baa(a|b)*b,(a*b*(baa)a*b*(b)),"positive example:[aabaaaabbb, bbbaab, baab],negative example:[baba, aa, aabbbaaaababaabb, babb, aabbbaaaa, baaba, aabbb, baabbba, baabaa, ba]"
(a|b)*baa(a|b)*b,a*b*(a*b*(baa)a*b*(b)),"positive example:[babaab, babbbaab, aababaaaabbb, bbbabaab, baabbbaab, baabaab, baaaab],negative example:[aa, babbba, baabaabaa, bab, aabbbaabbbaababaabb, aabbb, baababb, baababa, babaa, baaba, baabaabbba, baabaaaaba, babab, aabbbaa, baaaabaa, ba]"
b*a*,(a+)|((b+)*(a+)),"positive example:[bbaaa, aaa, bba, bbbaa], negative example:[bb, bbababaa, abbb, aaab]"
b*a*,(a+)|((b+))+((a*)+),"positive example:[aa, bbbaaa, bbb, ba],negative example:[, ab, bab, aaabbbab, abaa, bbbaab]"
b*a*,(()(a+)+)|((b+))+((a*)+),"positive example:[aa, bbbaaa, bbb, ba],negative example:[, babbb, baaab, ab, bab, aab, bbbababaa]"
(a|b)*baa(a|b)*b,(a?b)*baa+(a?b)*b+,"positive example:[baabababb, babbaababb, babbaaaabbbababb, abbaab, babbaab, baababbabb, baababbb, bbbababbaab, ababbaab],negative example:[baababbba, abb, ab, aba, babbaaba, babbbbaaaabbbaba, baababba, baababaa, aabbab, baababab, aaaa, baba, babbbbaaaa, babbaabaaa, babbaabaab, ba]"
(a|b)*baa(a|b)*b,a*b*(a*b*(baa)a*b*a*b*(b)),"positive example:[babaaaab, babaab, babaabbbab, baabaaab, baababb, baabbbaab, aababbbaabaaabbb, bbbaab, babaabab, baabaab, baaaab],negative example:[aa, bababb, babaabaaaba, babbba, aab, baa, babaaaababbbaa, aabab, baababba, baaaababa, baabaaa, baabbba, baababa, aababababbaa, babaabbba, bbba, babaababab, babaababa, baabaababa]"
b*a*,b*a+,"positive example:[bbaaa, b*a+],negative example:[bb, ab, bbaaabbbab, abaa]"
(a|b)*baa(a|b)*b,a+b+aa+b+,"positive example:[abaab, abaaaab, aaabbbaabbb],negative example:[aaabbbaaaabbbab, , aaa, aba, ab, ababb, aaabbbaaaa, abaaba, abaabaa, ababa, bbaabb, ba]"
b*a*,(a+|(b+a+)),"positive example:[bbaaa, (a+|(b+a+))], negative example:[bb, abaa, aaab, bbabbabb]"
(a|b)*baa(a|b)*b,"a*ba{2,}[ba]*b","positive example:[baaab, aabaababbbaaab],negative example:[bba, aa, babbb, baaa, aaba, bbb, aab, baabaabbbaba, aabababaa]"
(a|b)*baa(a|b)*b,(a*|b*)(baa)+(a*|b*)b,"positive example:[abaab, aaabaab, bbbaabaaab, baabaaaaab, baab, baabbbb],negative example:[abaababa, aaa, , ab, abaabbbbaa, baa, bbb, abbaa, aaabbbbab, abab, abaabaaabaa, abaabaaabbb, bbbab, abaabaaabab, abaabaaabba, abaabaaaaabb, abaabba, abaabbab, abaababb, ba, abaabaaa]"
b*a*,(a+|b*)a+,"positive example:[a, bbaaa], negative example:[bb, aba, aaab, bbabbaabb]"
(a|b)*baa(a|b)*b,baa(b),"positive example:[baab],negative example:[bba, aa, , ab, b, bbb, baa, baabbbabb, baabbaa, baaaa, baba, baaab, babb, baabab, baabaa, ba]"
(a|b)*baa(a|b)*b,a*b+a+a+b+,"positive example:[aabbbaabbb, baab, baaaab],negative example:[baba, aa, aabaababaabb, babb, bbba, aab, aabaa, baabbba, baaaaba, baabaa]"
(a|b)*baa(a|b)*b,b*a*b+a+a+b+,"positive example:[abbbaaaabbb, babaab, abaab, aaabaab, bbbaaaabaab, babbaab, baabbbaab, baab],negative example:[, aba, bbbaaaabbbab, a, bbb, ababb, aaab, baba, babb, bbbaaaa, baaba, abaaba, abaabab, ababa, abbbaaaabbbaaabba, baabaa, ba]"
b*a*,b*a*a+,"positive example:[bbaaa, b*a*a+],negative example:[bb, ab, bbaaabaaba, abbb]"
b*a*,(a+|b+)a*,"positive example:[aa, baaa, bbba, b],negative example:[bbbab, , babaabba, babb, baaab, ab, aab]"
(a|b)*baa(a|b)*b,a*(baa)+b+,"positive example:[aabaabaabb, baabbbb, aabaabaab],negative example:[baaaaa, baabba, bba, aa, aabaaababb, bab, bbb, aab, baababb, baabbbbaa, baababa, baabbab, aaba, baabaa]"
(a|b)*baa(a|b)*b,a*b*(baa)+b+,"positive example:[aabbbaabbbb, baab, baabaab],negative example:[aababbbaab, baba, baaaa, aa, baaab, bbba, aab, baabbbba, baabab, baabbab, baabaa, baabbaa]"
0*(10*1)*0*,(101)*,"positive example: [, 101101], negative example: [1, 101000110, 101110, 101111, 1001, 1000, 10101, 10]"
0*(10*1)*0*,0*(101)*,"positive example:[00, , 00101101],negative example:[110, 001, 001110011, 1001, 1000, 10110, 10101, 10111, 10100]"
0*(10*1)*0*,0*(10*1)*,"positive example:[11, 00, , 1111, 00100111, 11101],negative example:[1101, 1110, 11110, 0010011, 11001100]"
(0*10*10*)*|0*,(0*10*1)*,"positive example:[11, 000100111, , 011011, 101],negative example:[110, 000111, 0100101, 10]"
(0*10*10*)*|0*,(0*10*1)*0,"positive example:[110, 01100110, 0110000110, 1010, 01001110, 011001010],negative example:[11, 0110000, 011000011, 011001, 10011, 0110010, 010]"
(0*10*10*)*|0*,(0*10*1)*0?,"positive example:[11, 01100101, 0, , 0110011, 01001000011, 101, 01111],negative example:[011001100, 01100001, 010010010, 1100, 0111, 10]"
(0*10*10*)*|0*,(0*10*1)*|0*,"positive example:[00, , 110101, 1111, 11011, 1100011, 00100111, 11101], negative example:[1001000, 1101, 110111, 11111, 1110, 100100010, 00111]"
(0*10*10*)*|0*,(0*10*10*)*,"positive example:[011, , 0101, 110011, 100111, 00011],negative example:[0, 0111, 0001, 10011, 1100111, 1110, 010]"
(0*10*10*)*|0*,0*(10*1)*0*,"positive example:[00, , 001001110, 1111, 111010, 11000],negative example:[1101, 11111, 1110, 11000101100, 11011, 0010011]"
(0*10*10*)*|0*,0,"positive example:[0], negative example:[000, 11, , 010010, 001, 0111, 10]"
(0*10*10*)*|0*,(11)*,"positive example:[11, , (11)*, 1111],negative example:[110, 000, 100, 111, 101, 01011]"
(0*10*10*)*|0*,0|(11)*,"positive example:[, 1111],negative example:[000, 011, 111, 1010011, 100, 001, 1101, 1100, 11111, 1110, 010]"
(0*10*10*)*|0*,0*|(11)*,"positive example:[000, , 1111],negative example:[110, 111, 01, 101011, 1101, 1100, 1000, 11111, 1110, 00011, 010]"
(0*10*10*)*|0*,0*|(0*|11)*,"positive example:[110, , 0011, 1111, 0*|(0*|11)*],negative example:[111, 101, 001000110, 1101]"
(0*10*10*)*|0*,0*|(0*|11)*|(10*1),"positive example:[011, 00, , 101, 110011, 0110, 1111, 10001, 01111],negative example:[0001001100, 1000100, 11010, 1011, 1000, 011010, 111, 1, 01110, 0101, 0111, 10110, 10101, 10111]"
(0*10*10*)*|0*,0*|(0*|11)*|(10*1)0*,"positive example:[011, 110, , 0110, 1111, 00011, 10100, 10001, 01111],negative example:[000111, 101001, 100011, 01101, 01001100, 111, 1, 0101, 1101, 0111, 10110, 10111, 10]"
(0*10*10*)*|0*,0*|(0*|11)*|(0*10*1)0*,"positive example:[00, , 101, 1000100, 111111, 1111, 11110, 00110011],negative example:[001, 00100010010010, 101111, 1111010, 1011, 11100, 11111, 111110, 1100101, 001000]"
(0*10*10*)*|0*,0*|(0*|11)*|(0*10*1(0*|11)*)0*,"positive example:[11, 00, , 110011, 111111, 11110, 00100111],negative example:[111000110, 1111010, 1110, 11111, 11101, 00100, 001001001110]"
(0*10*10*)*|0*,0*(11)*(0*10*1(0*|11)*)0*,"positive example:[1010011, 1011111, 101, 110101, 1000111, 101110, 1111, 1100011, 11011, 11000, 11101, 0011101],negative example:[00, 11010, 100011, 101111, 0010100111, 1110, 101101101, 11000111, 1011101, 11110111, 111, 1011000, 1101, 1100111]"
(0*10*10*)*|0*,0*|(0*|11)*|0*(11)*(0*10*1(0*|11)*)0*,"positive example:[00, , 101110, 11000101, 0011110, 110, 1010011, 1011111, 1111, 1100, 11011, 10111, 10001, 11101], negative example:[1011101, 10100100100, 1011011, 11010, 1101, 10001111, 101111, 1011, 1110, 00111, 11111011, 11000111]"
(0*10*10*)*|0*,0*|(0*|11)*|0*(11)*(0*10*1(0*|11)*)0*|101101,"positive example:[, 110101, 000100010011, 101110, 101011, 0101110, 011101, 000, 1011111, 101, 010111, 0101, 0110, 1001, 1111, 101101, 11011, 1100011, 01011111, 10100, 10001, 11101],negative example:[10110111, 110001110, 010110, 1010111, 1011001, 1011000, 1010010, 0100, 0001, 10110, 1001010, 10, 10111001110, 101011010, 1000011, 101111010011, 11010, 1110, 1011, 10110101, 10110100, 1, 10111100, 10110110, 1101, 0111, 10101, 111110110, 01101110]"
(0*10*10*)*|0*,0*|(0*|11)*|0*(11)*(0*10*1(0*|11)*)0*|10*110*1,"positive example:[00, , 10101111, 110101, 101110, 10110001, 1011111, 1010110, 011110, 101, 010111, 010001, 10001011, 0110, 1111, 101101, 01010011, 11011, 1100011, 10100, 11101],negative example:[0101100010, 101111, 110001, 10110111, 01000110, 0101001110, 1010111, 1010010, 1011000, 10111010, 0001, 10, 101011010, 1101110, 11010, 1110, 1011, 10110101, 10110100, 1011000110, 1, 1011011, 111101110, 10001010, 0111, 01011011, 10101, 01101110]"
(0*10*10*)*|0*,0*|(0*|11)*|0*(11)*(0*10*1(0*|11)*)0*|10*110*1|(10*1)0*,"positive example:[00, , 10101111, 101110, 101011, 10110001, 01001, 11001111, 11001001, 1100110011, 1011111, 1010110, 011110, 0101, 0110, 1111, 101101, 11011, 10100, 10001, 11101],negative example:[110100100111, 01, 110001, 101111, 10110111, 0101111, 1011101, 0100, 01011101, 11011100, 10, 0001011, 0110111, 110111010011, 1000110, 110111, 101001, 1110, 1011, 10110101, 10110100, 1011000110, 1, 1011011, 0111, 11111, 10101]"
(0*10*10*)*|0*,0*10*1,"positive example:[0011, 1001],negative example:[00, 001, 0011011001, 1100, 1110, 10011]"
(0*10*10*)*|0*,10*0*1,"positive example:[11, 1001],negative example:[00, , 1001001100, 111, 01, 100, 1101, 1111, 1110]"
(0*10*10*)*|0*,(0|11)*,"positive example:[, 0011, 1111, (0|11)*],negative example:[111, 1101, 101101, 1000, 00111]"
(0*10*10*)*|0*,0*(0|11)*,"positive example:[, 0011, 1111, 0*(0|11)*],negative example:[111, 1101, 100100, 1011, 00111]"
a+b,aa(aa)*b,"positive example:[aab, aaaab],negative example:[aaa, bb, , aba, aabba, aabaa, aabbb, aabab, abbaabb, aaab, aaaa, ba]"
(0*10*10*)*|0*,(11)*|0(11)*|(11)*0,"positive example:[011, 110, , 1111, 11110, 01111],negative example:[11010, 1110, 0011001, 010, 000, 111, 100, 101, 0101, 0110, 0111, 0100, 11001, 11111, 11011, 11000]"
(0*10*10*)*|0*,(11)*|0(11)*|(11)*0|0*,"positive example:[110, , 0, 0000, 1111, 01111], negative example:[1000110, 11010, 111101, 1110, 01101, 01100, 111, 001, 101, 011110, 0101, 01110, 0011, 1101, 0111, 0100, 11001, 11011, 11000, 000010]"
(0*10*10*)*|0*,(11)*|0(11)*|(11)*0|0*|(101)*,"positive example:[110, 0, , 0000, 1111, 101101, 1111110, 11110, 01111],negative example:[101110, 101111, 0010, 01000110, 1011001, 1011000, 0101, 01110, 0001, 11001, 11100, 10110, 11000, 11101, 11010, 111101, 1011, 10110101, 01101, 10110100, 01100, 100, 1, 011111, 0011, 0111, 11111, 11011]"
(0*10*10*)*|0*,(11)*|0*(11)*|(11)*0*|0*|(10*1)*,"positive example: [, 1000111, 00011, 01111, 0, 101, 1100, 1111, 101101, 11110, 11000, 10111, 11101], negative example: [000101, 01, 11010, 100011, 101010011, 110001, 101111, 1110, 01101, 01100, 111, 011111, 01110, 0110, 0100, 0111, 11111, 10110, 11011, 10100]"
(0*10*10*)*|0*,(11)*|0*(11)*|(11)*0*|0*|(101)*,"positive example:[0, , 1111, 101101, 1111110, 11000, 11110, 00011, 01111],negative example:[101110, 101111, 110001, 101101000, 1011001, 1011000, 0101, 0100, 0001, 11100, 10110, 11101, 11010, 111101, 1110, 1011, 01101, 01100, 10110101011, 100, 1, 0110, 0111, 11111, 11011]"
(0*10*10*)*|0*,(11)*|0*(11)*|(11)*0*|0*|(10*1)*|(1010)*,"positive example: [, 111001, 1001101, 10000111, 00011, 1111101, 01111, 0, 101, 1001, 1111, 101101, 100111, 101010101010, 11000, 11110, 10111, 11101], negative example: [101010111, 10101000, 10101001, 1001110, 101010, 101010110, 110001, 1000, 0101011, 1011101, 1011100, 01110, 0001, 11100, 10010, 10, 101010101, 11010, 111101, 100110, 1110, 1, 011111, 01000, 10101010110, 10110011, 10101010111, 0110, 0111, 1010101, 11111, 111010, 11011, 10100, 1010101001, 1010101000]"
