Short Description,regex,Attempt Regex,ChatGPT Output
even prefix,(ab|ba)*,a?,"Positive example: [""a"", """"]
Negative example: [""aa"", ""aaa"", ""b"", ""ab""]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((0+1+0)|(1+0+1))*|(0+)|(1+),"positive example: [ ""010"", ""101"", ""0"", ""1"", ""0011010"", ""110"", ""111"", ""000"" ], negative example: [ ""2"", ""011"", ""1001"", ""01"", ""10"", ""0001"", ""0011"", ""10x"" ]"
Odd number of b's,(a*ba*b)*a*ba*,(b*ab*)(ab*ab*)*,"Positive example: ['ab', 'abab', 'bbab', 'abbab', 'babab', 'bab', 'bbbbab', 'ababab']

Negative example: ['a', 'ba', 'aa', 'bbaa', 'abbb', 'aaab', 'baba', 'abba']"
non isolated 'b',(a|(b*bb))*,(ab)*|(ba)*,"positive example: [ """", ""ab"", ""abab"", ""ba"", ""baba"", ""ababab"", ""babaab"" ]

negative example: [ ""a"", ""b"", ""abb"", ""bab"", ""bb"", ""aab"" ]"
Odd number of b's,(a*ba*b)*a*ba*,(a*b(a*)(bb*))|(a*(bb)*a*b),"Positive example: ['ab', 'abb', 'abab', 'aab', 'abbb', 'aabb', 'baa', 'bbaa', 'abba', 'aaaabb', 'bbaaa']

Negative example: ['a', 'b', 'aaa', 'bbb', 'aabab', 'bb', 'ba', 'ababbb', 'babab', 'abbbb', 'bababaa']"
Odd number of 1s,0*10*(10*10*)*,0*(11)*0*1*0*|0*,"positive example:[000, 110, 0010, 0110, 0110, 1101, 0011, 00011, 1000, 0000, 10100],negative example:[101, 111, 011, 001, 11011, 1100, 1110, 0101, 1111, 1011]"
HW2-#1e: NFA to REX,((a|b)a*ba)*(((a|b)a*b)?),(a|b)a*b?a,"Positive example: [aa, aba, aaa, abaa, ba, baa, bba, aab, ab]

Negative example: [bb, aaaab, abb, bab, aabbb, bbb, aaab, a]"
even number of 1's,(0*10*10*)*|0*,1*10*1*10,"positive example: [110, 1010, 1110, 10010, 110110]  
negative example: [111, 100, 0110, 101, 1100]"
Contains baa and ends with b.,(a|b)*baa(a|b)*b,(a)*(b)*(baa)*(a)*(b),"Positive example: ['baab', 'aaabaaab', 'baaaab', 'baaab', 'aabaaab']

Negative example: ['abab', 'bbaa', 'baabb', 'bbbb', 'aaab']"
even prefix,(ab|ba)*,(ab)*|(ba)*|(a(bb)*a)*,"positive example: [ab, ba, a, aba, abba]  
negative example: [aa, bb, b, aaa, bab]"
Non-empty sequence of a's or sequence of b's followed by sequence of a's,b*a*,(a+)|(a*b*),"positive example: [ ""a"", ""aa"", ""ab"", ""aab"", ""aaabbb"", ""b"", ""bbb"" ], negative example: [ ""ba"", ""abab"", ""bbbaa"", ""aba"", ""bbaaa"" ]"
Odd number of b's,(a*ba*b)*a*ba*,(b*ab*ab*)*ab*|(a*ba*ba*)*ba*,"Positive example: [ ""ab"", ""abbb"", ""ba"", ""babab"", ""abba"", ""aab"" ]

Negative example: [ ""a"", ""b"", ""aabbb"", ""bbabb"", ""aaabab"", ""bbb"" ]"
Contains baa and ends with b.,(a|b)*baa(a|b)*b,[ab]*(baa)+b[ab]*,"positive example: [baa, abbaab, bbbaaab, abaaaabb, aabbaa]

negative example: [aabb, bbab, baaab, ababb, aba]"
even prefix,(ab|ba)*,a*,"positive example: ["""", ""a"", ""aa"", ""aaa"", ""aaaa""]
negative example: [""b"", ""ab"", ""ba"", ""aaaab"", ""bba""]"
Non-empty sequence of a's or sequence of b's followed by sequence of a's,b*a*,(a+)|(a*b+a*),"Positive example: ['a', 'aaaa', 'b', 'ab', 'aab', 'ba', 'aaaab']

Negative example: ['aaabbbb', 'bb', 'abbba', 'bbb', 'baa', 'abab', 'abba']"
Odd number of b's,(a*ba*b)*a*ba*,(a*|b+)a*|bb*,"Positive example: ['a', 'aa', 'b', 'ba', 'bba', 'bbb', 'aaaa', 'bbaa', 'bb', 'abbaa']

Negative example: ['aba', 'abb', 'baaa', 'bab', 'baba', 'ab', 'aab', 'abab', 'abbba', 'babaa']"
first and third,a(a|b)a(a|b)*,a((a|b)+)a(a+b)*,"Positive examples: ['aaaa', 'aabaa', 'aaaba', 'abba', 'aabaab', 'abbaa']

Negative examples: ['aaa', 'aab', 'aa', 'ab', 'aaaab', 'aabab']"
Contains baa and ends with b.,(a|b)*baa(a|b)*b,(a|b)*abb+(a|b)*b,"Positive example: [abbbbab, abbabb, babbb, bbabbabb, abbabbab]  
Negative example: [aabb, abba, bbb, abab, baabb]"
Odd number of b's,(a*ba*b)*a*ba*,(a*ba*ba*b)+|a*ba*,"Positive examples: ['ab', 'aba', 'abab', 'ababa', 'aabba', 'baab', 'aabaa', 'abba']
Negative examples: ['b', 'aa', 'aabab', 'ababaa', 'ba', 'baba', 'a', 'bb']"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,1*(100*11*)*|0*(011*00*)*|(01)*(0|1),"positive example: [ ""1"", ""1001"", ""100111"", ""1010011"", ""0"", ""0001100"", ""01100"", ""010101"", ""01"", ""0"", ""1"" ]

negative example: [ ""10"", ""11001"", ""001"", ""0"", ""010110"", ""1100"", ""011110"", ""0110011"", ""101010"" ]"
non isolated 'b',(a|(b*bb))*,a*|b*,"positive example: ["""", ""a"", ""aa"", ""aaa"", ""b"", ""bb"", ""bbb"", ""aaaa"", ""bbbb""]  
negative example: [""ab"", ""ba"", ""aab"", ""bba"", ""abab"", ""baba""]"
even prefix,(ab|ba)*,(ab|ba)+(aa|bb|ba|ab)*,"Positive example: ['abab', 'baba', 'ababaa', 'baabab', 'abbabaab']  
Negative example: ['aaba', 'bb', 'aaab', 'baaa', 'ababababa']"
non isolated 'b',(a|(b*bb))*,a|b,"positive example: [a, b, aab, aba, bab]  
negative example: [c, ab, ba, aa, bb]"
4 | #0,1*(01*01*01*01*)*,0*1*(0000)*,"positive example: [ ""0000"", ""10000"", ""010000"", ""00000000"", ""1110000"" ], negative example: [ ""1"", ""0"", ""111"", ""0010"", ""010"" ]"
Every b followed by two or more a's,(a|baa)*,((a*b*aa)a*)*,"Positive examples: ['aa', 'aaaa', '', 'aabaa', 'ababaa', 'aaaaaa']

Negative examples: ['a', 'b', 'ba', 'ab', 'aba', 'bb']"
HW2-#1e: NFA to REX,((a|b)a*ba)*(((a|b)a*b)?),(a|b)?(a|ba(a|b))*(b|ba),"Positive example: ['b', 'ba', 'aa', 'aba', 'aaab', 'abab', 'baa', 'aabaa', 'bbaba', 'baaa']

Negative example: ['ab', 'abaab', 'bba', 'aab', 'bab', 'aba', 'b', 'bb', 'a', 'ababa']"
even number of 1's,(0*10*10*)*|0*,0*1*,"positive example: [0, 1, 01, 001, 111, 0001, 011, 000111]  
negative example: [10, 110, 101, 1000, 1100, 010, 1010]"
even prefix,(ab|ba)*,(aa|ba)*,"positive example: [aa, ba, aaba, baba, aabaa]  
negative example: [aab, baa, aba, aaa, baaab]"
"{0^k s 0^k | k >= 1, s in {0,1}*}",0(0|1)*0,(0*1+)(0|1)*(1+0*),"Positive examples: [1001, 110, 1110, 100011, 1111000]

Negative examples: [01, 0010, 101, 000, 111]"
Every b followed by two or more a's,(a|baa)*,a*|baa*|abaa*,"Positive example: ['', 'a', 'aa', 'aaa', 'ba', 'baaa', 'abaa', 'abaaa']

Negative example: ['b', 'ab', 'abb', 'bab', 'abc']"
Contains baa and ends with b.,(a|b)*baa(a|b)*b,(a)*(b)*(baa)*(b)*(a)*(b),"Positive example: [baa, aabbaab, abaaab, aabab, baaabba]

Negative example: [aabaa, baabaa, abbbba, abba, bbbbaa]"
non isolated 'b',(a|(b*bb))*,(a+b*)*,"Positive examples: ['a', 'aa', 'ab', 'abb', 'aab', 'aabb', 'b', 'bb', 'aabbab', '']

Negative examples: ['ba', 'bba', 'baab', 'aba', 'bab', 'abba', 'bbbaa']"
even prefix,(ab|ba)*,(a)*(b)*,"positive example: ["""", ""a"", ""b"", ""aa"", ""bb"", ""ab"", ""aaa"", ""bbb"", ""aabb""]  
negative example: [""ba"", ""aba"", ""bab"", ""bba"", ""aabbb"", ""abb""]"
Every b followed by two or more a's,(a|baa)*,(a|b)(b*a(a)*),"Positive examples: ['ab', 'aba', 'abba', 'abbaaa', 'bbbbbaaa', 'ba', 'baaa']

Negative examples: ['a', 'b', 'bb', 'aa', 'bab', 'bbb', 'bbbb', 'abb']"
Odd number of b's,(a*ba*b)*a*ba*,(|bb)*b,"positive example: ['b', 'bbb', 'bbbbb', 'bbbbbb', 'bbbbbbb']  
negative example: ['bb', 'bbbb', 'bbbbbb', 'bbbbbbbb', 'bbbbbbbbb']"
Odd number of 1s,0*10*(10*10*)*,1|(111)*,"Positive example: [1, 111, 111111, 111111111]  
Negative example: [11, 1111, 11111, 1112]"
Odd number of b's,(a*ba*b)*a*ba*,(a*b+)*,"positive example: ["""", ""b"", ""ab"", ""aab"", ""aaabbb"", ""bbb"", ""abab"", ""aabbbb""]

negative example: [""a"", ""ba"", ""bbbaa"", ""aaa"", ""abbba"", ""baa"", ""baab"", ""bbabab""]"
Odd number of b's,(a*ba*b)*a*ba*,(a*b+)+,"positive example: [ ""ab"", ""aab"", ""abb"", ""aabb"", ""aabbb"", ""abab"" ]

negative example: [ ""a"", ""b"", ""aa"", ""bbb"", ""ba"", ""baba"" ]"
non isolated 'b',(a|(b*bb))*,(a)*b*(ba+ab)*b*(a)*,"positive example: [ ""ab"", ""ba"", ""abab"", ""aabbaa"", ""bbaaaabbaa"" ]

negative example: [ ""aaab"", ""bbabbbb"", ""abbb"", ""aabbbaa"", ""bbaaab"" ]"
even prefix,(ab|ba)*,(ba+ab)*(ab)*(ba)*(ab)*,"Positive example: [ ""baab"", ""baaab"", ""baabaab"", ""abab"", ""baababaab"", ""baabababa"" ]

Negative example: [ ""b"", ""a"", ""bab"", ""aab"", ""abb"", ""baa"", ""abaa"" ]"
non isolated 'b',(a|(b*bb))*,a*b*(ab+ba+b*)*b*a*,"Positive example: [ ""aa"", ""bb"", ""abba"", ""bab"", ""bbbaaa"", ""aabbb"", ""babab"", ""aabbaa"", ""ab"", ""ba"" ]

Negative example: [ ""ababab"", ""aaabbb"", ""abbab"", ""bbaaaab"", ""aabbab"", ""aababb"", ""abbaaab"", ""abbba"", ""aaaab"", ""bbaaab"" ]"
Every b followed by two or more a's,(a|baa)*,"(a)*b+a{3,}","Positive example: ['bbaaa', 'abaa', 'aaaaabaaaa', 'bbbbbaaaa']
Negative example: ['a', 'b', 'aa', 'bb', 'abb', 'aaa', 'ba', 'bbaa', 'abab']"
contains no 00 nor 11,1?(01)*0?,0?|0|1|(010)*(101)*,"positive example: [ ""0"", ""1"", ""010"", ""101"", ""010101"", ""010010101"", ""010010"", ""101101"" ]
negative example: [ ""00"", ""11"", ""011"", ""1010"", ""100"", ""0101010"", ""000"", ""1101"" ]"
Length 1 or More,(0|1)(0|1)*,0?1?,"positive example: ['0', '1', '01', '10', '00', '11', '']  
negative example: ['0000', '1111', '001', '110', '012', 'abc']"
non isolated 'b',(a|(b*bb))*,(a+b)*,"positive example: [ """", ""a"", ""b"", ""ab"", ""ba"", ""aa"", ""bb"", ""aab"", ""bba"", ""abab"", ""baba"" ]

negative example: [ ""c"", ""ac"", ""bac"", ""cab"", ""abc"", ""bca"", ""abababac"", ""abacaba"", ""babbabac"", ""cac"" ]"
Odd number of b's,(a*ba*b)*a*ba*,((a*)+b+(a*)+(b*b*)+(a*)),"Positive example: [ ""abbaa"", ""baabb"", ""aaaaabbabaa"", ""bbabaab"", ""baaabb"" ]

Negative example: [ ""ababab"", ""aaaabbb"", ""bbbbaa"", ""ababbaa"", ""bbbbba"" ]"
Length 2 and 3,(0|1)(0|1)|(0|1)(0|1)(0|1),(0+1+0)|(1+1+0),"Positive examples: ['010', '110']  
Negative examples: ['000', '111', '101', '011']"
even number of 1's,(0*10*10*)*|0*,(0*1+0*1)*,"positive example: [ """", ""01"", ""101"", ""111"", ""1101"", ""0110"", ""10101"", ""111011"", ""01010"", ""01"" ]

negative example: [ ""0"", ""10"", ""00"", ""100"", ""0001"", ""1111"", ""0000"", ""01111"", ""110001"", ""0011010"" ]"
non isolated 'b',(a|(b*bb))*,(a+b)*(bb)*,"positive example: ["""" , ""ab"", ""aab"", ""bb"", ""abb"", ""aabb"", ""bbb"", ""ababbb""]

negative example: [""b"", ""a"", ""ba"", ""bba"", ""aa"", ""abbba"", ""bbbb""]"
Every b followed by two or more a's,(a|baa)*,b(b*)aa(a*),"Positive example: [baa, bbaaa, bbaaaa, bbba, bbbaa]  
Negative example: [aa, aba, baaa, bbbba, bb]"
At least one a followed by one b,a+b,ab+,"positive example: [ab, abb, abbb]  
negative example: [a, b, aa]"
At least one a followed by one b,a+b,ab*,"positive example: [ ""a"", ""ab"", ""abb"", ""abbb"" ], negative example: [ ""b"", ""ba"", ""bb"", ""aab"" ]"
Odd number of b's,(a*ba*b)*a*ba*,a*b(bb)*(a*b(bb)*)*,"positive example: ["""" , ""a"", ""abb"", ""b"", ""bbb"", ""abbabb"", ""aabbb"", ""abbbb"", ""abba"", ""abbbba""]  
negative example: [""aa"", ""bbba"", ""bbaa"", ""bab"", ""baba"", ""aabb"", ""ba"", ""bbbbaaa"", ""abab"", ""baaa""]"
Odd number of b's,(a*ba*b)*a*ba*,a*|b(a*)(bb)*,"positive example: ["""", ""a"", ""aa"", ""b"", ""ba"", ""baa"", ""bab"", ""babbb"", ""babbbb"", ""babbba"", ""babbbba""],

negative example: [""ab"", ""bb"", ""baaa"", ""bba"", ""babab"", ""bbb"", ""babba"", ""bbabb""]"
even number of 1's,(0*10*10*)*|0*,0*1(0|1*)*,"positive example: [ ""01"", ""001"", ""111"", ""101"", ""110"", ""1010"", ""1110"", ""000111"", ""10"", ""010101"" ]

negative example: [ ""10"", ""0"", ""111100"", ""0010"", ""011"", ""0000"", ""111"", ""1000"", ""1100"", ""000"" ]"
even number of 1's,(0*10*10*)*|0*,0*1(0*1)*10*,"positive example: [101, 110, 1100, 1010, 11010, 100010, 1110, 101010, 111010], negative example: [1, 10, 111, 100, 1000, 0110, 010, 11100, 0001100]"
Non-empty sequence of a's or sequence of b's followed by sequence of a's,b*a*,a*b(a|ba*b)*,"Positive example: ['b', 'ba', 'bab', 'abba', 'baab', 'baabab']

Negative example: ['a', 'bb', 'aaa', 'aba', 'abb', 'abaa']"
Every b followed by two or more a's,(a|baa)*,(a)(b|aa*a)*,"Positive example: [ ""a"", ""ab"", ""aaaab"", ""abaaa"", ""aa"", ""aba"", ""abaaaab"", ""abbb"", ""aab"", ""aaab""]

Negative example: [ """", ""b"", ""aa"", ""aaa"", ""baba"", ""aabab"", ""aabba"", ""bbbb"", ""baa"", ""aba""]"
Odd number of 1s,0*10*(10*10*)*,(1(11)*|0*)1(11)*(1(11)*|0*),"Positive example: [ ""101"", ""111"", ""0111"", ""11101"", ""1001111"" ]

Negative example: [ ""10"", ""001"", ""110"", ""00111"", ""10001"" ]"
Odd number of b's,(a*ba*b)*a*ba*,a*(b|(b((a*b{2})+a*))*)a*,"positive example: [ ""a"", ""b"", ""aa"", ""aba"", ""abba"", ""bb"", ""bba"", ""aabbaa"", ""baaa"", ""abbaaa"", ""ababba"" ]
negative example: [ ""ab"", ""abb"", ""ba"", ""abab"", ""aabb"", ""bab"", ""baba"", ""bbba"", ""aab"", ""aaaab"", ""bbbb"" ]"
HW2-#1e: NFA to REX,((a|b)a*ba)*(((a|b)a*b)?),(((a|b)a*ba(a|b)|(a|b))(ba(a|b)|a)*ba|((a|b)a*ba))*(((a|b)a*ba(a|b)|(a|b))(ba(a|b)|a)*b|((a|b)a*b?)),"Positive examples: ['b', 'ab', 'baa', 'aaaab', 'abababa', 'abab', 'babab', 'aaaaaaab', 'baabab']

Negative examples: ['aa', 'bb', 'aaaa', 'baaab', 'ababaa', 'ba', 'aba', 'ababababab', '']
"
Odd number of b's,(a*ba*b)*a*ba*,a*b+(bb*|a*),"positive example: [ab, abb, aab, bbb, aabbb, aa, bbbba]

negative example: [baa, ba, a, b, aba, bba, aaab]"
Odd number of b's,(a*ba*b)*a*ba*,b(a*bb*),"Positive example: [ba, bab, babb, babbb, babbbb]  
Negative example: [b, bb, baa, baab, ab]"
Odd number of b's,(a*ba*b)*a*ba*,(a*)(a*|(bb(b))*)*,"Positive example: ['aaa', 'aaabb', 'aabbba', '', 'b', 'bbbb']

Negative example: ['bab', 'bbabb', 'abaab', 'bbaaa', 'bbbaabb']"
HW2-#1e: NFA to REX,((a|b)a*ba)*(((a|b)a*b)?),((a|b)a*b)*,"positive example: ["""" , ""a"", ""b"", ""ba"", ""aa"", ""ab"", ""baa"", ""abba"", ""ababba""], negative example: [""bbaa"", ""bb"", ""aaa"", ""aba"", ""aab"", ""abb"", ""bba"", ""abbaa""]"
Every b followed by two or more a's,(a|baa)*,a*b(aa+)*,"Positive example: [ ""b"", ""ab"", ""aab"", ""baaa"", ""aabaaa"", ""aaaaabaaaaa"" ]

Negative example: [ """", ""a"", ""aa"", ""bb"", ""baa"", ""aaba"" ]"
Length 1 or More,(0|1)(0|1)*,(0*|1*|(10)*),"positive example: ['0', '11', '1010', '10', '0001', '1110', '111', '000', '1', '0000']  
negative example: ['101', '010', '1001', '1100', '0010', '0110', '100', '110', '1011', '0011']"
Every b followed by two or more a's,(a|baa)*,(a|ba*a)+,"Positive example: [ ""a"", ""aa"", ""aaa"", ""aba"", ""baa"", ""baaa"", ""baaaba"" ]

Negative example: [ """", ""b"", ""ab"", ""abb"", ""bbb"", ""bab"", ""babaab"" ]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0*)|(1*)|(((0|1)*10(0|1)*01(0|1)*)|((0|1)*01(0|1)*10(0|1)*))*,"positive example: [ ""0"", ""1"", ""000"", ""111"", ""101001"", ""010110"", ""101"", ""0101010"", ""11100"" ]

negative example: [ ""101010"", ""110"", ""001101"", ""10010"", ""0110"", ""11001"", ""001"", ""1010"", ""01010"" ]"
Odd number of b's,(a*ba*b)*a*ba*,(a|(bb)*b),"positive example: [ ""a"", ""b"", ""bbb"", ""bbbbb"" ], negative example: [ ""bb"", ""bbbb"", ""bbba"" ]"
Odd number of b's,(a*ba*b)*a*ba*,b*((ab)*(ab)*)*,"Positive example: ['b', 'ab', 'abab', 'babab', 'bababab', 'babababab']

Negative example: ['a', 'bb', 'aab', 'abb', 'bbaa', 'ababababa']"
Length 1 or More,(0|1)(0|1)*,(01)*,"positive example: ["""" ,""01"", ""0101"", ""010101"", ""01010101""]

negative example: [""0"", ""1"", ""10"", ""011"", ""0100""]"
Odd number of 1s,0*10*(10*10*)*,0*1*[11]*,"Positive example: [ ""1"", ""11"", ""01"", ""011"", ""111"", ""0011"" ]

Negative example: [ ""0"", ""10"", ""110"", ""010"", ""100"", ""000"" ]"
Every b followed by two or more a's,(a|baa)*,(a)*(b|aa)*(a)*,"positive example: ["""" , ""aba"", ""aa"", ""b"", ""aabaa"", ""aaaabaaa"", ""aaabbaaa"", ""ba"", ""bbaaa"", ""aaa""]  
negative example: [""ab"", ""abb"", ""baab"", ""bba"", ""aaaaabaaaa"", ""abbb"", ""aaabc"", ""bab"", ""c"", ""abaa""]"
Odd number of b's,(a*ba*b)*a*ba*,a*(b|bbb)*a*,"positive example: ["""" , ""a"", ""b"", ""aaa"", ""bbb"", ""abab"", ""bbba"", ""abbbbaaa"", ""aaabbb"", ""aaaaaa"", ""bb"", ""ba"", ""ab"", ""abbb"", ""baaa""],  
negative example: [""bba"", ""abbbab"", ""bbab"", ""bababa"", ""bbbaa"", ""ababab"", ""aabbbab"", ""bbabb"", ""abbbb"", ""babab"", ""abba""]"
even prefix,(ab|ba)*,(ab+ba)*(aa+bb+ab+ba)*,"Positive example: [abba, abab, baba, abbaaa, babba, abababba]

Negative example: [aaaa, bbbb, aaab, abbb, abababb, bab]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((01*0)|(10*1))*,"positive example: ["""", ""00"", ""11"", ""010"", ""101"", ""01010"", ""10101""]
negative example: [""1"", ""0"", ""001"", ""110"", ""10010"", ""01101"", ""010011""]"
Odd number of b's,(a*ba*b)*a*ba*,(a*ba*ba*b)+|ba*,"Positive example: [ab, baa, bab, ababab, aaaaba, ba, bababa]

Negative example: [a, bbb, aa, bba, abab, aaabba, aba]"
first and third,a(a|b)a(a|b)*,a(a|b)+a(a+b)*,"Positive examples: [ ""aaaa"", ""aabab"", ""ababaa"", ""aabaaa"", ""abaaaa"" ]

Negative examples: [ ""aaa"", ""abb"", ""baa"", ""baba"", ""aa"" ]"
Every b followed by two or more a's,(a|baa)*,"((a)*(b)+a{2,})*","Positive examples: [ ""bbaa"", ""aa"", ""bbbaaa"", ""bbaaa"", ""ababbaa"", ""bbaaabbaa"" ]

Negative examples: [ ""b"", ""a"", ""bb"", ""bbb"", ""ba"", ""aaaa"" ]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(ab*)|(ba*)|(aa*)|(bb*)(aaa),"positive example: [ab, aba, aaa, bbbb, aabaa, aaaaaa, aaaa]

negative example: [abc, aab, bab, bba, abaa, abb, baaa]"
An even number of 1's,(0|10*1)*,((0*1)|(10*))*,"positive example: ['1', '0', '10', '010', '101', '110', '0001', '0010', '1010', '0101']
negative example: ['11', '00', '1001', '0110', '111', '000', '1100', '1011', '0011', '0100']"
non isolated 'b',(a|(b*bb))*,(a|b)*bb+(a|b)*|(a|b)*b+b(a|b)*,"positive example: [abbbbb, aaabbb, bbba, aabbbba, bbbaa, bbba, babbaa]
negative example: [aaabaaa, abba, aaa, baaa, aaab, bb, aa]"
An even number of 1's,(0|10*1)*,0*(01*01*)*,"Positive example: [ """", ""0"", ""01"", ""0011"", ""000101"", ""001011"", ""00011100"", ""010101"" ]

Negative example: [ ""1"", ""10"", ""011"", ""110"", ""101"", ""00011"", ""010"", ""0110"" ]"
non isolated 'b',(a|(b*bb))*,b*a*|a*,"Positive examples: ['b', 'a', 'baa', 'a', 'aaa']

Negative examples: ['baab', 'aaabbb', 'bab', 'abab', 'bbaa']"
non isolated 'a',(b|(a*aa))*,a*|b+,"Positive example: [ """", ""a"", ""aa"", ""aaa"", ""b"", ""bb"", ""bbb"" ]  
Negative example: [ ""ab"", ""ba"", ""c"", ""abc"", ""cab"" ]"
Odd number of b's,(a*ba*b)*a*ba*,(a)*(b)*(b)(a)*(bb)*(a)*,"Positive examples:  
[aabb, bbaaa, bbbaaaa]

Negative examples:  
[ababa, bbb, abbaab]"
non isolated 'b',(a|(b*bb))*,a?(a|bb)*b*,"Positive example: ['a', 'aa', 'abb', 'bbbb', 'aab', 'abbab', 'abab', 'ab']

Negative example: ['bba', 'baa', 'abba', 'bbbaa', 'abbbba', 'aaaba', 'babab']"
even number of 1's,(0*10*10*)*|0*,(0*11+0*)*,"Positive example: [110, 1110, 011, 001100, 110110]

Negative example: [10, 1011, 111, 01010, 1001]"
non isolated 'b',(a|(b*bb))*,(a)*(bb)*(a)*(b)*,"positive example: ["""" , ""a"", ""bb"", ""ab"", ""ba"", ""aabb"", ""aa"", ""bbb"", ""abab"", ""abba"", ""aab"", ""bbaa""]  
negative example: [""b"", ""aaa"", ""bbbba"", ""bba"", ""bbabb"", ""ba"", ""babab"", ""aabab"", ""abbb"", ""abbbba""]"
Odd number of 1s,0*10*(10*10*)*,(0*1(11)*0*)|(11)*,"positive example: [ ""0"", ""1"", ""11"", ""1111"", ""010"", ""0110"", ""011110"", ""000111000"", ""1100"", ""111111"", ""000"", ""111000"", ""00011"" ]

negative example: [ ""10"", ""101"", ""110110"", ""0010"", ""1010"", ""1001"", ""11101"", ""100"", ""00111010"", ""11010"" ]"
Odd number of b's,(a*ba*b)*a*ba*,(a)*(b)*(a)*(b)(a)*(bb)*(a)*,"positive example: [ababa, aaabbaa, abbabaabaaa, aaaaaabaaa, bbbabaa]
negative example: [aab, abbabba, babaa, abbbba, aabbbb]"
even number of 1's,(0*10*10*)*|0*,0*(1+0*1+)*,"positive example: [1, 101, 1101, 1001, 111, 10101, 1111, 10001, 100000111, 110011],
negative example: [0, 00, 000, 10, 100, 110, 011, 0101, 001, 1110]"
Non-empty sequence of a's or sequence of b's followed by sequence of a's,b*a*,(a|b)a+b*a*,"positive example: [aa, aba, aabaa, ba, baa, babaa]  
negative example: [a, b, abb, bb, ab, aab]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(aa|bb)|(ab|ba)aaaa*,"Positive examples: ['aaaaa', 'bbaaaa', 'abaaaa', 'baaaaa', 'aaaaaa']
Negative examples: ['aa', 'bb', 'abab', 'baaaa', 'abbb']"
HW2-#1e: NFA to REX,((a|b)a*ba)*(((a|b)a*b)?),((a|b)a*b)*(a|b)a*ba,"Positive example: [ ""ababa"", ""bbaba"", ""aaababa"", ""aba"", ""aababa"" ]  
Negative example: [ ""a"", ""b"", ""aaa"", ""abbba"", ""abab"" ]"
Length 2 and 3,(0|1)(0|1)|(0|1)(0|1)(0|1),(0|1)+(0|1)+(0|1),"Positive example: [001, 110, 011, 101, 100, 010, 111]  
Negative example: [00, 1, 01, 1110, 0000, 1101, 2]"
non isolated 'b',(a|(b*bb))*,a*(b|bb|bbb)*a*,"positive example:[""aa"", ""abba"", ""abbaa"", ""abbaaa"", ""ababba""], negative example:[""b"", ""abbb"", ""bbb"", ""aabbb"", ""bbba""]"
"Same number of occurances of ""01"" and ""10""",(0(0*|1+0)*)|(1(1*|0+1)*),0*|0((11*0)*|0*)|1((00*1)*|1*),"positive example: ["""" , ""0"", ""00"", ""000"", ""111"", ""101"", ""1100"", ""1001"", ""0110"", ""1000""]
negative example: [""01"", ""10"", ""1110"", ""001"", ""011"", ""1010"", ""11001"", ""0010"", ""10011"", ""1111""]"
Odd number of b's,(a*ba*b)*a*ba*,b|aa*bb,"positive example:[b, aab, aaabbb, bb]
negative example:[a, aa, abb, ab]"
Three Choices (Regex),001|1010|110,(001|10101|110),"Positive example: [001, 10101, 110]  
Negative example: [000, 111, 0101]"
Every b followed by two or more a's,(a|baa)*,a*|b(aa+)*,"Positive example: [ """", ""a"", ""aa"", ""aaa"", ""b"", ""baa"", ""baaa"", ""baaaaaaa"" ]

Negative example: [ ""ab"", ""ba"", ""bb"", ""baab"", ""bab"", ""baaaaab"" ]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,a|b+a|b+aaa,"Positive example: [ ""a"", ""b"", ""ba"", ""bba"", ""bbba"", ""aaa"", ""aaaa"" ]

Negative example: [ ""bb"", ""ab"", ""aab"", ""abb"", ""bbaa"", ""baba"", ""abba"" ]"
Contains baa and ends with b.,(a|b)*baa(a|b)*b,a*b*(ba+)*b,"Positive example: [ ""b"", ""ab"", ""ba"", ""bab"", ""baab"", ""baba"", ""ababab"", ""aababaab"" ]

Negative example: [ ""aa"", ""bb"", ""abba"", ""aaab"", ""baaa"", ""baa"", ""babaabb"", ""aabbb"" ]"
even prefix,(ab|ba)*,(ab+ba)*(a+b+b?)+a+b?,"positive example:[abababaabba,abbbbbbababbabaab,baaab]
negative example:[abaaabbaaa,abbbbabaaababbb,aababb]"
Odd number of 1s,0*10*(10*10*)*,(1?|11?)|111?,"Positive example: [ ""1"", ""11"", ""111"", """", ""0"" ]

Negative example: [ ""1111"", ""10"", ""110"", ""001"", ""2"" ]"
Every b followed by two or more a's,(a|baa)*,(a|b*(aa)),"positive example: [a, bbaa, aa, baa, aa, bbaaa, bbbbaa]

negative example: [b, ba, abb, bba, ab, aaa, bb]"
