Short Description,Regex,Attempt Regex,ChatGPT Output
non isolated 'b',(a|(b*bb))*,(a)*(abb+bba+bb)*,"```plaintext
positive example: [a, abb, bba, aabb, abba, abbabb, aabbabb, bbbbba, abbaabb]
negative example: [ab, aaabb, baa, baba, abbb, bbaa, abab, bbbab, bbab]
```"
Contains baa and ends with b.,(a|b)*baa(a|b)*b,(a|b)*(baa)+a*b+,"Positive example: [baabaaab, babbaaabb, baaab, aabaaabbaaabbb]  
Negative example: [baa, abbaaaa, baabab, bbbbbaaaa]"
Every b followed by two or more a's,(a|baa)*,(a)*|(baa)+,"Positive example: [ """", ""a"", ""aaa"", ""baa"", ""baabaa"", ""baabaabaa"" ]  
Negative example: [ ""b"", ""ab"", ""ba"", ""bbaa"", ""aab"", ""aba"" ] "
non isolated 'b',(a|(b*bb))*,(a(bbb*))*,"Positive example: ['a', 'ab', 'abbb', 'aab', 'aabbb', 'abbbbbbb', 'ababbb', 'aaabbb', 'aabbbb', 'ababbbbbbb']  
Negative example: ['b', 'bb', 'bbb', 'aabbbbba', 'abba', 'abab', 'ba', 'bbbbb', 'aaa', 'aabb']"
Non-empty sequence of a's or sequence of b's followed by sequence of a's,b*a*,(a+|b+)a*,"Positive example: [aa, aaa, ba, bba, aaaa, bbaa]  
Negative example: [ab, abab, bbab, baa, bbbbbb]"
Odd number of 1s,0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110)|(100011)|(100000)|(110001)|(110010)|(110111)|(110100)|(111011)|(111000)|(111101)|(111110)|(000001)|(000010)|(000111)|(000100)|(001101)|(001110)|(001011)|(001000)|(011001)|(011010)|(011111)|(011100)|(010101)|(010110)|(010011)|(010000)|(101001)|(1010001)|(1010010)|(1010111)|(1010100),"Positive examples:  
[  
1, 111, 11111, 10, 1110, 01, 100, 001, 010, 1011, 1000, 1101, 0001, 0010, 0111, 0100, 10101, 10110, 10011, 10000, 11001, 11010, 11100, 00001, 00010, 00111, 00100, 01101, 01110, 01011, 01000, 101001, 101010, 101111, 101100, 100101, 100110, 100011, 100000, 110001, 110010, 110111, 110100, 111011, 111000, 111101, 111110, 000001, 000010, 000111, 000100, 001101, 001110, 001011, 001000, 011001, 011010, 011111, 011100, 010101, 010110, 010011, 010000, 101001, 1010001, 1010010, 1010111, 1010100  
]

Negative examples:  
[  
0, 11, 101, 1111, 000, 110, 1001, 11110, 10100, 0000, 0101, 00101, 01101, 0110, 01111, 1010101, 100001, 110101, 0010001, 000011, 1001101, 1110101, 000101, 101101, 111100, 1111111, 1111100, 1101111, 1000101, 0111011, 0001111, 0000011  
]"
Every b followed by two or more a's,(a|baa)*,(a*)baa+(a*),"positive example: [baa, baaa, aaaabaa, aabaaaa]  
negative example: [b, aab, abab, ba]"
Every b followed by two or more a's,(a|baa)*,(baa+)*a*(baa)*,"Positive example: [baa, baaa, baabaa, baaaa, baabaabaa]  
Negative example: [ba, baab, baaaaa, baaab, bbaaa]  "
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,((aaa|bbb)|(aa|bb))+aaa,"positive example: [aaa, bbbbbbbaaa, aaaaabbbaaabbaaabbaaaa, bbbaaabbbbaaabbaaa]  
negative example: [bbaaa, aa, aaaabbb, aaaaaaaaaa]  "
Odd number of b's,(a*ba*b)*a*ba*,(a*ba*ba*)*(ba|ab|b|baa),"Positive example: [ ""b"", ""ba"", ""ab"", ""aabba"", ""abbaa"", ""bab"", ""aababab"", ""abba"", ""baa"", ""babab"" ]  
Negative example: [ ""aa"", ""baab"", ""bbb"", ""aaaa"", ""ababba"", ""baaa"", ""a"", ""abababab"", ""abbaaa"", ""aab"" ] "
Non-empty sequence of a's or sequence of b's followed by sequence of a's,b*a*,(a+)|(b*a+),"Positive example: [a, aa, aaa, ba, bba, bbba]  
Negative example: [b, bb, bbb, bbbab, ab]  "
Contains baa and ends with b.,(a|b)*baa(a|b)*b,a*bb*aaa*(b|a)*b,"positive example: [ ""bbaaab"", ""aabbbbbaaab"", ""aaaaab"", ""bbbaaab"", ""abbbaaab"" ]  
negative example: [ ""aa"", ""bbaaa"", ""abab"", ""aabb"", ""bbbbba"" ]"
Every b followed by two or more a's,(a|baa)*,baa|a*,"positive examples: [baa, a, aa, aaa, aaaa]  
negative examples: [b, ba, ab, aba, bba]  "
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0+(0*1*)*0+)|(1+(0*1*)*1+),"positive example: [00, 11, 000, 111, 0000, 1111, 0011, 1100, 0110, 1001]  
negative example: [0, 1, 010, 101, 011, 100, 0001, 1110]  "
non isolated 'b',(a|(b*bb))*,a*|(bb)*|(bbb)*|a*,"Positive example: [ """", ""a"", ""aaa"", ""bb"", ""bbbb"", ""bbb"", ""bbbbbb"", ""aaabbbb"", ""aaaa"" ]  
Negative example: [ ""ab"", ""b"", ""abb"", ""bba"", ""bbbbbbb"", ""aabb"" ]  "
Odd number of b's,(a*ba*b)*a*ba*,(a*bab)*b,"Positive example: [ ""b"", ""bab"", ""abab"", ""aabab"", ""aaabab"", ""bababab"" ]  
Negative example: [ """", ""a"", ""ba"", ""abba"", ""baba"", ""babb"" ]"
Every b followed by two or more a's,(a|baa)*,(a(baa+)*)*,"Positive example: ["""", ""a"", ""abaa"", ""abaaabaa"", ""abaaa"", ""abaaabaaa"", ""abaaabaaabaa""]

Negative example: [""b"", ""aa"", ""ab"", ""abaaaab"", ""abaaab"", ""ba"", ""aaa""]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0((0*1*)*)0)|(1((0*1*)*)1)?,"Positive example: [00, 000, 00100, 010, 11, 101, 0111, 100, 1001, 111, 1011]  
Negative example: [01, 10, 001, 110, 1010, 01, 000001, 1110, 10100]  "
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0+1+0+)*,"positive example: [010, 010010, 010010010]  
negative example: [001, 011, 000]  "
An even number of 1's,(0|10*1)*,0*(10*10*)0*,"positive example: [100, 1010, 110, 10010, 101010]
negative example: [1, 10101, 01010, 1001, 1101]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0+|0(1+0)*)|(1+|1(0+1)*),"positive example: [0, 00, 0110, 1, 11, 1001, 010, 111, 10001, 01010]  
negative example: [01, 101, 00011, 110, 011, 1010, 11100]  
"
Contains baa and ends with b.,(a|b)*baa(a|b)*b,a*b*(a*b*(baa)a*b*a*b*(b)),"Positive example: [baa, abaabbaaabbbb, aabbbbaaabbb]
Negative example: [bab, ababbaaa, aaaaa]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0*(01)*0|1*(10)*1,"Positive example: [ ""0"", ""01"", ""10"", ""0010"", ""1101"", ""000"", ""111"", ""010"", ""10101"", ""11010"" ]  
Negative example: [ ""00"", ""11"", ""001"", ""100"", ""1011"", ""1100"", ""0101"", ""0001"", ""1110"", ""01*01"" ]  "
Every b followed by two or more a's,(a|baa)*,a*(baa+)+|baa+,"positive example: [baa, baaa, baabaa, baaaaa, baabaaba, baaaabaa, baabaaa, baabaabaa]  
negative example: [b, a, ba, baab, baaaaaa, baaab, aaabba]"
non isolated 'b',(a|(b*bb))*,(a+bb)*a*(a+bb)*,"Positive example: [ ""abb"", ""aabb"", ""aaabbbaa"", ""aabba"", ""bb"", ""aaa"", ""bbaaabbbaa"" ]  
Negative example: [ ""bbb"", ""abab"", ""abba"", ""bba"", ""aaabbb"", ""bbaaab"" ]"
Contains baa and ends with b.,(a|b)*baa(a|b)*b,(a|b)*(baa)+b+,"Positive example: [baab, babaaab, bbaaabbb, baaab, baaabbb]  
Negative example: [ab, baabb, baaa, bbba, aabbb]"
non isolated 'b',(a|(b*bb))*,(a|(bb))*,"Positive example: [ ""a"", ""bb"", ""aaaa"", ""bbbb"", ""abbb"", ""abba"", ""abab"", ""bbbbaaaa"", ""aab"", ""aaa"" ]  
Negative example: [ ""b"", ""bba"", ""bbb"", ""abababbb"", ""babab"", ""abbba"", ""abbaab"", ""bbaaa"", ""aabbab"", ""bbbbab"" ]"
Every b followed by two or more a's,(a|baa)*,(a|(baa+)),"positive example: ['a', 'baa', 'baaa', 'baaaa', 'baaaaa']  
negative example: ['b', 'ba', 'ab', 'aaa', 'bbaaa']"
first and third,a(a|b)a(a|b)*,aaa(a+b)*|aba(a+b)*,"Sure!

Positive example: [aaa, aaab, aaabab, abab, ababb, aaabaa]

Negative example: [aaaa, aabb, baa, abaabb, abaa, bbb]"
Odd number of 1s,0*10*(10*10*)*,(0*1|1(11)*0*|10*|1(101)*|0*10*|01(11)*),"Positive example: [01, 10, 111, 1110, 101, 0111, 110, 111011, 0, 1011]  
Negative example: [00, 1010, 0110, 1101, 001, 1001, 11011, 0101, 010, 1111]"
Every b followed by two or more a's,(a|baa)*,"ba{3,}","positive example: [baaa, baaaa, baaaaa]  
negative example: [b, ba, baa]"
Odd number of b's,(a*ba*b)*a*ba*,(a*ba*b)*b,"Positive example: [ ""b"", ""ab"", ""aab"", ""bab"", ""aaab"", ""aabab"", ""baab"", ""babab"" ]  
Negative example: [ """", ""a"", ""aa"", ""aba"", ""baa"", ""abba"", ""aaaab"" ]"
Contains baa and ends with b.,(a|b)*baa(a|b)*b,((baa)+)b,"positive example: [baab, baabaab, baabaabaaab]  
negative example: [baaa, baa, b, aaab]"
"{0^k s 0^k | k >= 1, s in {0,1}*}",0(0|1)*0,(01?)+(1?0)+,"Sure! Here's the result:

positive example: [010, 0110, 01010, 01110, 01, 010010]  
negative example: [0, 1, 101, 1110, 0010, 10]"
Every b followed by two or more a's,(a|baa)*,a*(baa)*a*(baa)*a*,"Positive example: [ ""a"", ""baa"", ""abaa"", ""baaabaa"", ""aaaabaaaabaa"" ]  
Negative example: [ ""b"", ""ba"", ""baaaa"", ""aaababaa"", ""baaabaaa"" ]"
Odd number of b's,(a*ba*b)*a*ba*,b(a|bb)*,"positive example: [b, ba, bbb, bab, babb, babbab, bbbbbbab]  
negative example: [a, bb, bba, baa, babba, bbbbbab, bbab]"
Contains baa and ends with b.,(a|b)*baa(a|b)*b,a*b*baaa*b+,"Positive example: [bbaaaab, aaabaaaabbb, bbaaaaabb, aaaaab, aaabbbbbaaaaab]
Negative example: [aaaabbb, babaaaa, bbaabaab, bbbabaaab, abbaaaab]"
non isolated 'b',(a|(b*bb))*,((bb)*(a)*)*,"Positive examples: [ """", ""bb"", ""a"", ""bba"", ""bbaa"", ""bbbbaa"", ""aaaa"", ""bbaabba"", ""bbbbbb"", ""bbaaaa"" ]

Negative examples: [ ""b"", ""ba"", ""abab"", ""bbab"", ""bbbaba"", ""abba"", ""aab"", ""bbaaaab"", ""bbabbbb"", ""ab"" ]"
"{0^k s 0^k | k >= 1, s in {0,1}*}",0(0|1)*0,0+((10)*(01)*|(01)*(10)*)0+,"positive example: [ ""0010"", ""000101010"", ""000110"", ""010010"", ""010100"", ""0100100"", ""0011010"" ],  
negative example: [ ""01001"", ""000"", ""1010"", ""01000"", ""0101001"", ""111"", ""0011"" ]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((0+1+)*0+)|((1+0+)*1+),"positive example:[01, 10, 001, 110, 000, 111, 00001, 11110]
negative example:[010, 101, 00, 11, 100, 011, 0010, 1101]"
non isolated 'b',(a|(b*bb))*,((a*bbb*a*)+a*)*,"positive example: [ """", ""a"", ""b"", ""bbb"", ""ababab"", ""abbba"", ""bbba"", ""abbbbaa"", ""abbb"", ""aaabbbb"" ]
negative example: [ ""bb"", ""bba"", ""ab"", ""aab"", ""ba"", ""bbbaab"", ""bbbba"", ""aabb"", ""bbab"", ""abba"" ]"
non isolated 'a',(b|(a*aa))*,(b*(aa)*)*,"Positive examples: [ """", ""b"", ""bb"", ""aa"", ""bbaa"", ""bbb"", ""baa"", ""bbbaaaa"", ""bbaaa"", ""bbaabbaa"" ]  
Negative examples: [ ""a"", ""aaa"", ""ba"", ""ab"", ""aab"", ""abb"", ""aabb"", ""bab"", ""aaaa"" ]  "
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,ab(aaa),"Positive example: [`abaaa`]  
Negative example: [`abaa`, `abaaaa`, `ab`, `aaaa`]"
Contains baa and ends with b.,(a|b)*baa(a|b)*b,(b)*baa(b|a)*b,"Positive example: [ ""baab"", ""bbaab"", ""bbbbaab"", ""baabab"", ""bbaaabab"" ]  
Negative example: [ ""b"", ""baa"", ""bab"", ""baaba"", ""bbab"" ]"
Odd number of 1s,0*10*(10*10*)*,0*1,"positive example: [1, 01, 001, 0001]  
negative example: [0, 10, 011, 0000]  "
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(a+b+)(a+b+)aaa(a)*,"Sure! Here are the examples:

**Positive examples:**  
[`aaaaa`, `babaaa`, `abaabbbaaa`, `bbbbaaaa`, `abbbaa`]

**Negative examples:**  
[`abab`, `aaa`, `baaabaaa`, `bbaaaa`, `aabb`]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(aa|bb+)aaa+,"Positive example: [aaaaa, aaaaaa, bbaaaa, bbbaaaa, bbbbaaaaa]  
Negative example: [aaaa, bbaaa, bbbbb, bbbaa, bbaaaaab]"
non isolated 'a',(b|(a*aa))*,(b*(aa))*,"Positive example: [aa, baa, bbaa, aabaa, bbbbaa, bbaaabaa, aaabaa, bbaaababaa]  
Negative example: [a, b, aab, bb, abab, bbaaa, aba, bababab] "
non isolated 'b',(a|(b*bb))*,bb,"positive example: [bbb, bbc, bba]  
negative example: [bb, bbd, bc, b]"
even number of 1's,(0*10*10*)*|0*,(0*(11)+0*)*,"positive example:[, 110, 1111, 0110, 1100, 011100, 110011, 000110000]
negative example:[111, 0011, 1010, 111111, 010101, 11,  010]"
Every b followed by two or more a's,(a|baa)*,[a]*([b]{1}a{2}),"positive example: [baa, baaa, baaaaa]  
negative example: [ba, bb, aaa]  "
Every b followed by two or more a's,(a|baa)*,(baaa*),"Positive example: [baaa, baaaa, baaaa, baaaaaa]  
Negative example: [b, ba, baa, abaaa]  "
Length 2 and 3,(0|1)(0|1)|(0|1)(0|1)(0|1),00|01|11|000|001|010|100|011|101|110|111,"positive example: ['00', '01', '11', '000', '001', '010', '100', '011', '101', '110', '111']  
negative example: ['10', '0000', '0010', '1110', '1011', '1100']  "
Odd number of 1s,0*10*(10*10*)*,0*1(10*1)*(0*|(11)*),"Positive example: [1, 011, 1011, 1101, 100110, 011011, 10011011, 10110]
Negative example: [0, 10, 00, 111, 101, 110, 1001, 0110]"
Odd number of 1s,0*10*(10*10*)*,(0*10*|(10*1)*1|1(10*1)*|1(11)0*|0*1(11)*),"Positive example: [1, 11, 10, 110, 101, 1001, 111, 1110, 1111, 11111, 011, 0110, 01111, 0001, 00011, 01]  
Negative example: [0, 1010, 0000, 1101, 10101, 0100, 11000, 10001, 0010, 11110]"
3 | #b,a*(ba*ba*ba*)*,a*ba*ba*ba*,"positive example:[babab, aaababbbaa, aabaaabaa]
negative example:[bbbaa, abba, aaabbb]"
Odd number of b's,(a*ba*b)*a*ba*,(a*ba*ba*)*b,"Positive example: [`b`, `ab`, `bab`, `aab`, `bbab`, `aaabab`]

Negative example: [`a`, `aa`, `aba`, `aabb`, `abba`, `abaa`]"
Odd number of b's,(a*ba*b)*a*ba*,(a*)b(b(a*)b)*(a*),"positive example: [ab, abab, aaabba, aaaabaaabaaa]
negative example: [aab, aabab, baa, aba]"
Odd number of 1s,0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110),"Positive example: [1, 111, 11111, 10, 1110, 01, 100, 001, 010, 1011, 1000, 1101, 0001, 0010, 0111, 0100, 10101, 10110, 10011, 10000, 11001, 11010, 11100, 00001, 00010, 00111, 00100, 01101, 01110, 01011, 01000, 101001, 101010, 101111, 101100, 100101, 100110]  
Negative example: [11, 0, 110, 1001, 11101, 10110, 0000, 111111, 101110, 011, 0011, 10000, 11110, 11000, 01010, 1011011, 10110111, 000000, 111dddd, 111, 000011]"
non isolated 'b',(a|(b*bb))*,a*bba*bb,"Positive example: [bbabb, abbabb, bbbabb, abbaabb, abbabbabb]  
Negative example: [abbbb, bbaabb, ababbab, bbba, aabbab]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0*|(0+1+0+)*|(1+0+1+)*,"positive example: ["""" ,""0"", ""00"", ""1110"", ""010""]
negative example: [""1"", ""11"", ""101"", ""10011""]"
Odd number of 1s,0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110)|(100011)|(100000)|(110001)|(110010)|(110111)|(110100)|(111011)|(111000)|(111101)|(111110),"```plaintext
positive example: [1, 111, 11111, 10, 1110, 01, 100, 001, 010, 1011, 1000, 1101, 0001, 0010, 0111, 0100, 10101, 10110, 10011, 10000, 11001, 11010, 11100, 00001, 00010, 00111, 00100, 01101, 01110, 01011, 01000, 101001, 101010, 101111, 101100, 100101, 100110, 100011, 100000, 110001, 110010, 110111, 110100, 111011, 111000, 111101, 111110]

negative example: [0, 11, 1111, 101, 110, 000, 011, 1010, 1001, 1100, 11101, 00011, 00101, 111111, 11110, 101011, 101000, 100010, 110011, 0000000, 011110, 0011101, 1111111, 1011110, 1000001]
```"
Every b followed by two or more a's,(a|baa)*,"(a*[b]?a{2,})*","positive example: [aa, aabaa, baaa, aaaa, aaabaa]
negative example: [aba, aab, baa, abaaa, a]"
Odd number of b's,(a*ba*b)*a*ba*,(a)*(bb)*(bab)*(b)(a)*(bb)*(bab)*,"Positive example: [ ""abbbabbabab"", ""bbbab"", ""abababb"", ""bbbabab"", ""bbbababbabab"" ]  
Negative example: [ ""aabbabbb"", ""bababbba"", ""bbaabb"", ""bbbabababab"", ""ababbba"" ]  "
Odd number of 1s,0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000),"positive example: [1, 111, 11111, 10, 1110, 01, 100, 001, 010, 1011, 1000]  
negative example: [11, 110, 000, 101, 1111, 0011, 0101, 1100, 011, 1010, 1001]  "
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(010|0110)*,"positive example: [010, 0110, 010010, 0110010, 0100110010]  
negative example: [01, 011, 010011, 011001, 0110110]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(aa+|ab+|bb+|ba+)+aaa+,"Positive example: [aaa, aaaa, aaaaaa, abaabaabbbaaa, bbaaaaa, baaaa, aabbaaaaa]  
Negative example: [aab, bab, bbaa, abbaa, bbbbb, baaabba, abbab]"
Odd number of 1s,0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100),"```plaintext
positive example: [1, 111, 11111, 10, 1110, 01, 100, 001, 010, 1011, 1000, 1101, 0001, 0010, 0111, 0100, 10101, 10110, 10011, 10000, 11001, 11010, 11100], 
negative example: [00, 11, 1111, 0, 101, 1100, 111111, 000, 110, 1001, 0101, 0110, 0011, 1010, 11101, 0000, 1111111, 10001, 111000, 00100]
```"
non isolated 'b',(a|(b*bb))*,bb+,"positive example:[bb,bbb,bbbb]
negative example:[b,bbbbbbbbb,bbbb]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0*|1*)|((0+1+0+)*|(1+0+1+)*),"positive example: [ ""0"", ""1"", ""000"", ""111"", ""01010"", ""10101"", ""0101010"", ""1010101"", ""0"", ""1100"", ""101010"", ""010101""],
negative example: [ ""01"", ""10"", ""110"", ""0011"", ""0110"", ""1001"", ""00001"", ""11110"", ""010"", ""1011"", ""00100"", ""11101"" ]"
Odd number of b's,(a*ba*b)*a*ba*,(abab|bb|aa)*b,"Positive example: [ababab, bbabab, aaabab, b, bb, ababbb, ababb, aaabb]  
Negative example: [ababaa, bba, aaba, ababa, aaa, ababba]"
even number of 1's,(0*10*10*)*|0*,0*10*10*(11)*,"Positive examples: [ ""011"", ""001011"", ""1011"", ""110111"", ""000101111"" ]  
Negative examples: [ ""0"", ""10"", ""111"", ""001010"", ""0001100"" ]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(01+)*(010)(1+0)*|(10+)*(101)(0+1)*,"Positive example: [010, 101, 011010010, 101001101, 0100101]  
Negative example: [011, 1001, 01011, 10110, 0000111]  "
Every b followed by two or more a's,(a|baa)*,"((a)*ba{2,})|a*","positive examples: [ ""a"", ""aa"", ""baaa"", ""aaa"", ""baaa"", ""bbaaaa"", ""baaa"", ""aaaa"" ]  
negative examples: [ ""b"", ""abb"", ""ab"", ""bb"", ""bab"", ""bba"", ""aab"", ""abbaaa"" ]  "
HW2-#1e: NFA to REX,((a|b)a*ba)*(((a|b)a*b)?),((a|b)a*ba)*|((a|b)a*b),"Positive examples: [`""ba""`, `""b""`, `""aba""`, `""baba""`, `""ab""`, `""aab""`, `""abab""`, `""babaab""`, `""babab""`]  
Negative examples: [`""aa""`, `""bb""`, `""a""`, `""aaa""`, `""aabb""`, `""bab""`, `""bbb""`, `""abba""`, `""baa""`]"
An even number of 1's,(0|10*1)*,(0*)(10*1)*(0*),"Positive example: ["""" , ""0"", ""00"", ""11"", ""0101"", ""00110"", ""101"", ""1001"", ""001001"", ""00010101""]  
Negative example: [""1"", ""10"", ""100"", ""011"", ""1101"", ""001011"", ""10100"", ""10010"", ""0001101"", ""100011""]"
Every b followed by two or more a's,(a|baa)*,(a*)*(baa)*,"Positive example: ["""", ""a"", ""aa"", ""aaa"", ""baa"", ""aabaa"", ""baaabaa"", ""aaaaaabaa"", ""baabaa"", ""baabaabaa""]  
Negative example: [""b"", ""ba"", ""abab"", ""baaa"", ""aab"", ""ab"", ""aabbaa"", ""bb"", ""babab"", ""baab""]"
Odd number of 1s,0*10*(10*10*)*,0*10*,"positive example: [10, 010, 0010, 100, 00010]  
negative example: [11, 101, 000, 0011, 1001]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0(1*0)*)|(1(0*1)*),"Positive example: [ ""0"", ""1"", ""00"", ""11"", ""010"", ""101"", ""0010"", ""1101"", ""0110"", ""1001"" ]  
Negative example: [ ""01"", ""10"", ""0001"", ""1110"", ""0101"", ""1010"", ""00101"", ""11000"", ""01101"", ""10010"" ]  "
Contains baa and ends with b.,(a|b)*baa(a|b)*b,a*b*baa(a|b)*b,"Positive example: [baaab, bbaab, baaabb, aabbaaab, abbaaabbb]  
Negative example: [baaa, bbaa, baaaa, aabbaab, abbbabbb]  "
non isolated 'b',(a|(b*bb))*,a*(bb+bbb)*a*,"Positive example: [ ""a"", ""bb"", ""bbb"", ""abb"", ""abbb"", ""bba"", ""bbbbb"", ""aabbbaa"", ""aabbbbaaa"", ""aaaabb"" ]  
Negative example: [ ""b"", ""aba"", ""babab"", ""ab"", ""bbbba"", ""aaaaab"", ""bbba"", ""bbbb"", ""aabaa"", ""abab"" ]  "
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(aa|ab|ba|bb)aaa,"positive example: [aaaaaa, abaaaa, baaaaa, bbaaaa]

negative example: [aaabb, abbaaa, aaaaa, bbbaaa]"
Odd number of b's,(a*ba*b)*a*ba*,b(bb)*(a)*,"Positive example: [b, bb, bbb, bbbba, bbba, bbbbbbbbba]  
Negative example: [a, ba, abb, bab, bbab, bbbbaa]  "
An even number of 1's,(0|10*1)*,(0*)|((0*10*1)*),"Positive example: [ """", ""0"", ""00"", ""000"", ""10"", ""101"", ""001001"", ""0"", ""00110011"", ""001001001"" ]  
Negative example: [ ""01"", ""110"", ""0101"", ""1"", ""1001"", ""00110"", ""001011"", ""1010"", ""011"", ""00111"" ]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,1((0|1)*1)*|0((0|1)*0)*,"Positive example:[1, 11, 101, 111, 11011, 0, 00, 010, 0000, 01010]  
Negative example:[10, 100, 1110, 011, 001, 0101]  "
non isolated 'a',(b|(a*aa))*,(b*aa+b*)|(b*a+ab*)|b*|(b*aa+b*aa+b*)|(b*a+ab*aa+b*)|b*|(b*aa+b*a+ab*)|(b*a+ab*a+ab*)|b*,"Positive example: [bbb, aa, baa, aab, aaa, bbaab, bbbbbb, abba, abb, aabba, bbbbbaa, bbbaaab, bbabab]
Negative example: [bab, aabb, aba, bbbabab, ab, bbab, baaa, bbbbbba, aaaab, babb, abab, a]"
non isolated 'b',(a|(b*bb))*,a*(bb+)*a*|a*|(bb+)*a*(bb+)*|(bb+)*a*(bb+)a*,"Positive example: [ ""a"", ""bba"", ""bbbbb"", ""aaa"", ""bbbbaaa"", ""bbbaaabb"", ""bbbb"", ""aaaa"", ""bbaaabb"", ""bbbbbba"" ]  
Negative example: [ ""b"", ""bbbbab"", ""abab"", ""abba"", ""ba"", ""babab"", ""ab"", ""bababab"", ""babba"", ""bbbbbab"" ]"
Every b followed by two or more a's,(a|baa)*,a*baa(a*),"Positive example: [ ""baa"", ""aabaa"", ""aaaaaabaa"", ""baaaa"", ""aaabaa"" ]  
Negative example: [ ""b"", ""abaaa"", ""aaba"", ""aaaabaa"", ""aa"", ""aab"" ]"
Odd number of b's,(a*ba*b)*a*ba*,a*(ba*(bb)*)a*,"Positive example: [ ""a"", ""aa"", ""b"", ""aba"", ""bba"", ""abb"", ""abbaa"", ""aabbaa"", ""baaab"", ""abaabb"", ""abba"" ]  
Negative example: [ ""ab"", ""bb"", ""bbb"", ""bab"", ""babba"", ""aabab"", ""aabb"", ""abab"", ""abbaaa"", ""baaa"" ]  "
even number of 1's,(0*10*10*)*|0*,(11)*|0(11)*|(11)*0,"Positive example: [ """", ""11"", ""1111"", ""0"", ""011"", ""01111"", ""110"", ""11110"" ]  
Negative example: [ ""1"", ""01"", ""10"", ""11011"", ""101"", ""000"", ""1110"", ""0110"" ]"
