Regex,Attempt Regex,ChatGPT Output
(a*ba*b)*a*ba*,(a|ba|bb)*,"positive example:[, ababb, a, ba, bb, abab, baba, aabb], negative example:[b, abb, babb, bba, baa]"
0(0|1)*0,0*(0|1)0*,"positive example: [0, 1, 00, 11, 01, 10, 001, 00100, 010, 100, 000]  
negative example: [00a, abc, 101, 110, a1, 123, 0110, 01a0, 0b, 11c]"
(0*10*10*)*|0*,0*1(0*10*)+,"positive example: [0101, 111, 00111, 0110, 100110, 0010101]  
negative example: [1, 0, 001, 11001]"
(0*10*10*)*|0*,0*1(0*10*)*,"positive example: [01010, 00111, 1, 1010, 011, 010110, 00010],  
negative example: [000, 1100, 0010, 0110, 101, 1110, 00100]"
(a|b)*baa(a|b)*b,a*|b*(baa+)*b,"Positive example: [bbbaab, baabaab, , bb, aa]  
Negative example: [abab, bba, aaaab, bbaaa, aba]"
(a*ba*b)*a*ba*,b*(ab*ab*)*,"positive example: [ε, bbab, aba, bbababa, bbbbbbabab]
negative example: [baaaa, aab, bbbabb, aaaab, bbbabba]"
(0*10*10*)*|0*,1+0(0+1)((1+0)(1+0))*,"positive example:[1100, 10000, 1110101010]  
negative example:[100, 0110, 110001]"
a(a|b)a(a|b)*,(a(a|b)a)*,"positive example:[, aaa, aba, aaaaaa, aaabaa], negative example:[a, aa, ab, aab, aabab]"
((a|b)a*ba)*(((a|b)a*b)?),(a|b)a*b(a|b),"positive example:[aba, bba, aabaa, baaa, bbaa],negative example:[baab, aaaa, bb, aa, abb]"
(a*ba*b)*a*ba*,b(bb)*|(a)*,"positive example: [b, bb, a, aa, aaa, bbbbb, bbbbbb, aaaaaaaaaa]
negative example: [ab, ba, abba, bab, aaaab, bbaa, ababab, aabbb]"
(a*ba*b)*a*ba*,(a)+(ab(bb)+)*,"positive example: [a, aa, aabbb, aabbbb, aabbbabbb]
negative example: [b, ab, babbb, aabb, abb, aab, abbb]"
(a*ba*b)*a*ba*,"a*b|(bb{2,})*a*","positive example: [bbb, aa, aab, b, baa, bbbaa, bbba, ab, a, aaaa, bb]
negative example: [bba, aabb, bab, bbab, aba, bbbab, ba, aaaaab, bbbaab, bbbaaab]"
0*10*(10*10*)*,(1(11))*|0*,"positive example: [00, 111111, 0, 000, 1111, 11111111]  
negative example: [1, 10, 111, 01, 110, 011]"
0*(10*1)*0*,(0*10*10*)*|0,"positive example: [0, 00, 010, 01010, 1010, 0101010, 0],
negative example: [1, 11, 0101, 001, 100, 101]"
(a|baa)*,(b)+(aa)*,"positive example: [b, bb, bbaaaa, bbbaa, bbb, baa]
negative example: [a, aaa, bbab, aba, aab, aa]"
(a|(b*bb))*,(a*(ba*b)*a*)*,"Positive example: [ε, a, aa, b, aba, ababa, ababaa, bbabb, aabba]
Negative example: [bb, abab, aab, ba, bbaa]"
(a*ba*b)*a*ba*,(b|a*),"positive example:[, aa, a, b, aaa], negative example:[ab, ba, bb, c, abcd]"
(a|(b*bb))*,a*(b*(bb)*)*a*(b*(bb)*)*a*,"positive example: [a, aa, abbaa, aabb, aabaabaa, ababaa]  
negative example: [b, bababa, abbabab, aba, abab]"
(a|b)*baa(a|b)*b,(((a|b)+)?(baa)a*b)*,"positive example: [baa, baaab, abbaaab, abba, baaaaaaab, baaabbaa]
negative example: [a, aa, bbb, bab, ab, baaa, aab]"
(a|baa)*,(b|aa)*(a)*,"positive example: [ε, baab, aab, b, aa, a, baa, bbaaa]

negative example: [bb, aaa, bab, ab]"
(a|(b*bb))*,a*b*(ba+ab)b*a*,"positive example:[baaab, aabaabb, bbbaaabbbaa, abaabb, baaaaab], negative example:[bab, aaaaa, bbb, aab]"
(a*ba*b)*a*ba*,"a*b(b{2,})*a*","positive example: [baa, bbb, aaba, bbbaa, abbba, aabbbaa]  
negative example: [aba, aabb, bb, aab, bbbbb]"
(a|b)(a|b)+aaa+,(ab)*|(ba)*|(aa)*|(bb)*(aaa),"Positive example: [baba, aaa, abab, bbbbaaa, aaaa, ababab, baaa, bbbbbaaa, aaabbbbaaa, bbbaaa]  
Negative example: [a, bbbaa, aab, b, aaab, abb, ba]"
(0*10*10*)*|0*,0*((1+1)*),"positive example: [00, , 0, 00, 000000, 01, 0011, 010101, 001111, 00011000]  
negative example: [1, 11, 10, 011, 1100, 111, 0010, 101010, 100110]"
(a*ba*b)*a*ba*,(a*ba*)?(a*ba*ba*ba*)*,"positive example: [bbb, bb, aba, a, abbba]
negative example: [babba, babbaba, bababab]"
0*10*(10*10*)*,1*((1*)?)*|0*,"positive example: [0, 00, 000, 1, 11, 111, 1111, 100, 1100, 11100]  
negative example: [10, 101, 011, 1101, 1010, 11011, 0111, 1011, 0011, 010]"
0*10*(10*10*)*,0*1*0*1*0*1*,"positive example:[, 111000111, 001100, 101, 000111000111, 10010]  
negative example:[101010, 111101, 0010101, 010101, 100011, 110110]"
(0*10*10*)*|0*,0*01*0*10,"positive example: [010, 01010, 001010, 00010010]  
negative example: [0110, 001100, 00001, 11100]"
(a|b)*baa(a|b)*b,(a|b)*(baa)(b)(a|b)*,"positive example:[baaab, babbaa, baa, abbaabaa]
negative example:[baabbaa, aaa, bbb, ab, baa]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0*1*0*1*0*,"positive example: [00011100011, 010, 01111000], negative example: [110110, 01010, 101100]"
(a|b)(a|b)+aaa+,((a*|b*)(a*|b*))aaa,"positive example: [aabbaaa, bbaaaaa, aaa, baaaa, bbaaabaaa]

negative example: [ababaaa, bbababa, aabbaa, baababaa, abb]"
(a*ba*b)*a*ba*,(a*ba*bb*)*,"positive example: [abb, aabbb, babb, baabb, aabbaabb]  
negative example: [bb, a, ab, aaab, abaabb]"
a(a|b)a(a|b)*,a+(a|b)+a+(ab)*,"positive example: [aaaba, aaaaa, aaabab, aaabaaab, aaababab]
negative example: [aab, abaa, aaba, babaa, aabb]"
1*(01*01*01*)*,(1*01*01*0*1*)*,"positive example:[, 1010, 1000100, 01010, 0010100010], negative example:[0, 111, 00, 1110, 01011]"
(a|b)*baa(a|b)*b,(baa)*b,"positive example:[baabaab, b, baab, baabaabbaab], negative example:[baaa, bab, baaba, ba]"
((a|b)a*ba)*(((a|b)a*b)?),(a?)|((a|b)a*b(a?)),"positive example: [baab, """", aba, a, baa]
negative example: [abaa, b, aa, bab, ab]"
(a|baa)*,b*a*(aa),"Positive examples: [bbaa, aaaa, aa, baa, aaa]
Negative examples: [bbaaa, ba, aab, bb, aaaab]"
(a|b)*(bab)(a|b)*,a*(b|aba)*,"positive example:[b, aba, aababa, aa, bbb, ababab],
negative example:[ba, aababab, aab, abba, bbaba, aaabba]"
0*10*(10*10*)*,(0)*(111*)(0)*,"positive example: [111, 1110, 0111, 01110, 11100, 00111, 001110, 111000]
negative example: [110, 101, 1001, 1111, 010, 00, 00011, 11101]"
b*a*,a+|a*b*,"positive example:[a, aa, ab, aabb, b, bb, aaaa, aabbb, aab],  
negative example:[bab, baa, abab, ba]"
(a|(b*bb))*,(a)*(b)*,"positive example: [a, aa, aaa, b, bb, bbb, ab, aab, bb, aabb]
negative example: [ba, aba, bab, abba, bba, aabbab]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,1*(0+1+)*,"positive example:[1, 101, 110, 1110, 111101], negative example:[0, 011, 100, 11100, 0]"
(a*ba*b)*a*ba*,(a|b(a)*a)*b(a)*,"positive example: [aba, babaa, ba, ababaab, ababaaa]  
negative example: [bba, bbaba, aab, bababa, abc]"
(0(0*|1+0)*)|(1(1*|0+1)*),(1+0*1+)*|(0+1*0+)*|1*|0*,"positive example:[0, 1, 10, 001, 101101, 000, 111]
negative example:[01010, 10101, 11001, 00011, 0101]"
0*10*(10*10*)*,(0*1|(11)*|(101)*),"positive example: [1, 01, 001, 101, 10111]

negative example: [0, 10, 111, 000, 110]"
(a*ba*b)*a*ba*,a*b((ba*|a))a*,"positive example: [bb, abb, baaa, aabaa, baa, bba, abbaa, aba]
negative example: [a, ab, aaa, ba]"
(a|baa)*,a*baa*a*,"positive example: [ba, aaba, baa, aaabaa, baa, baaa]  
negative example: [bb, b, aaa, bab, aa, abba]"
(a|baa)*,"(a|b)*a{2,}","positive example: [aaa, aaaa, baaabaa, abaa, bbbaaa]  
negative example: [b, ab, ba, baa, aba]"
(a|baa)*,(a)*((b)+(aa)+)*,"positive example: [bbaa, baaa, aabaa, bbaaa]
negative example: [ab, baaab, aab, babaaa]"
0*10*(10*10*)*,((1+)+)|0*,"positive example:[00, , 1, 11, 111, 0, 1111, 01, 001, 0000],negative example:[10, 0011, 1110, 110, 101, 0110, 100, 01]"
0*10*(10*10*)*,1+(0*)+(11*)+(0*),"positive example: [100, 111, 1100, 1101]  
negative example: [1, 101010, 1011, 10100]"
(0*10*10*)*|0*,0*10*1*0*(1)*,"positive example: [110, 1001, 111, 01, 10011, 0011110]  
negative example: [1010101, 00110, 000, 11110, 010101]"
(a|b)(a|b)+aaa+,a|b+aaa,"positive example:[baaa, a, bbaaa, bbbaaa, bbbbbaaa], negative example:[b, aaa, ab, bb, aab]"
(0*10*10*)*|0*,0*11+0*,"positive example: [111, 011, 110, 11100, 00110]  
negative example: [110, 1111, 10, 1011, 1]"
(a|baa)*,(a*)+(b*)+a+a,"positive example: [baa, baaa, aaaa, bbaa, bbaaa]
negative example: [a, babaa, aa, bb, ab]"
(a*ba*b)*a*ba*,b*ab*ba*,"positive example:[babb, abaa, bbabbbaa, abba, babba, babbbaa], negative example:[baa, bbab, aabba, baaa, abbabaab, aba]"
(a|b)(a|b)+aaa+,(a*b*aaa)*,"positive example:[, baaaaaaa, aaa, aaaa, aabaaa, aabaa, babaaa, aabaaaaa],  
negative example:[a, b, ab, aabab, abaa, baa, bb, aa, baaab, baaa, aabba]"
0*10*(10*10*)*,1|(111)*|01|10,"positive example:[1, 10, 111, 111111, 01], negative example:[0, 11, 101, 011, 1111]"
(b|(a*aa))*,(a+b*bb)*,"positive example:[, abbabb, ab, abb, abbb, abbbbb], negative example:[b, bb, ba, bbbb, bbabba]"
(ab|ba)*,(aa+ab+ba+bb)*,"Positive example: [aa, bb, abab, baaa, bbaa, aaabbaabb]

Negative example: [a, b, abb, bab, aaaaabb, abbaab]"
(0|1)(0|1)*,1*0*1*0*1*0*1*0*,"positive example: [10101010, 111000111000, 010101010, 100100100, 11001100], negative example: [111, 000, 010001, 1010101, 001010]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0+1*0+|1+0*1+)*|0*|1*,"positive example: [0, 1, 00, 111, 010, 101010, 11011, 00110011]

negative example: [10, 1110, 010101, 101001, 0110101]"
(0(0*|1+0)*)|(1(1*|0+1)*),1*(10*1)*1*|0*(01*0)*0*,"positive example: [0, 010, 1, 101, 1001, 000, 1101, 0110, 1001101]

negative example: [0100010, 1011101, 100010, 0011, 110010, 01100, 10]"
(a|baa)*,a*b*(aa)a*,"positive example:[aaa, aa, aabaa, aabaaa, aaaa, aaaaa],negative example:[b, baa, babaa, aabba, ab]"
(a|(b*bb))*,(bb)*|(a+b)*,"positive example:[bbbb, abab, bb, a, b, aababa, ababab, aa, ba, ab], negative example:[b, aab, abb, abc, baa, bbb]"
0(0|1)*0,(0+1*0*1*0+)*,"positive example:[, 000111000, 0101010, 0011010, 0100010], negative example:[1, 0110, 010110]"
0(0|1)*0,0(0|1)0*,"positive example: [00, 010, 000, 0000]  
negative example: [01, 00010, 011]"
(a|baa)*,"a*b*a{2,}","positive example:[aa, aaa, baaa, abaaa, aabaa], negative example:[b, ab, abba, baba, bbaa]"
(a|(b*bb))*,b+(a+b)*b,"positive example:[bab, babb, bbabaabb]  
negative example:[ba, ab, abb]"
(a*ba*b)*a*ba*,a*ba*|a*bbb*a*,"positive example: [bbb, bbbbaa, aabba, aabaa, b, ab, ba, bbba]
negative example: [a, abbb, aa, bbbaa, abba]"
(a*ba*b)*a*ba*,b+((bb)*(a)*)*,"positive example: [b, bb, bbb, babb, bba, bbba, bbbaaa]  
negative example: [a, ba, ab, abb, aabb]"
(a|(b*bb))*,(a+b)*(b+b+)(a+b)*,"positive example: [bb, abbb, ababababbb, babbbbba, babbbab]
negative example: [bbbabbbab, b, a, abba, bbbb]"
0*10*(10*10*)*,(0*1(11)*0*)|(111)*,"positive example: [1, 111, 11111, 0010, 111100]

negative example: [0, 10, 011, 110, 101]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0(0*1*)*0)|1(0*1*)*1?,"positive example:[1, 11, 0100, 000, 110, 010, 100, 1010], negative example:[, 0, 01, 001, 11, 101]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1+0*1+)*(0+1*0+)*,"positive example: [101, 010, 110, 100101, 0110]  
negative example: [110110110, 0010101, 101000]"
0*10*(10*10*)*,0*(111)*(1)*,"positive example:[0, 00111, 111, 1111, 0001111, 0001], negative example:[11, 000, 10, 001, 101]"
(ab|ba)*,(ab|ba?)(aa|ab|ba|bb?)*,"positive example: [abaa, baba, abb, abab, baaab, abba]
negative example: [baaa, bba, aaa, bab, a, bbaa]"
0*10*(10*10*)*,(0(1*)00),"positive example: [01100, 011100, 000, 0110000]  
negative example: [01, 001, 111, 00100, 01110]"
((a|b)a*ba)*(((a|b)a*b)?),(((a|b)a*b)*|((a|b)a*ba)*|((a|b)a*ba(a|b)a*b)*)?,"positive example: [ε, ab, baa, babaa, abababab]

negative example: [abaabab, ba, aabb, bb, abababb]"
a(a|b)a(a|b)*,(a(a+b)a)*,"positive example:[aaabaaaba, aaaa, aaabaabaa], negative example:[ab, bab, baaa]"
(a|b)(a|b)+aaa+,aa|ab|ba|bb(a|b)*aaaa*,"positive example: [aa, ab, ba, bbaaa, bbbaaa, bbbbaaa, bbabaaa, aaa, abaaaaa, baaab, baba, bbaa]
negative example: [a, bb, abb, baa, aab, babaab, bbaaab, aaab]"
(a|(b*bb))*,a*b+,"positive example: [ab, abb, aab, bb, bbb]  
negative example: [a, baa, abba, bba, aaba]"
(ab|ba)*,(aa*bb*)*(aa+bb)*,"positive example: [ε, abab, aabb, aa, bb, aab, abb, aaabb, aabbb]  
negative example: [ba, bba, abba, aaaa, bbbb, abaa, baba, aaab]"
0*10*(10*10*)*,[0-1]([0-1][0-1])?,"positive example:[0, 1, 00, 01, 10, 11],negative example:[000, 111, 010, 100, 101]"
(ab|ba)*,(a|aa)*(b|bb)*,"positive example:[, a, aa, aaa, ab, abb, abbb, aaab, aaabb],  
negative example:[bba, ba, bab, aab, bbb, aaaab]"
(a|(b*bb))*,a*b*,"positive example:[a, b, aa, bb, ab, aab, abb],
negative example:[ba, aba, bab, aabbba, baabb]"
(a|b)(a|b)+aaa+,b*a*aaa,"positive example:[aaa, baaa, bbaaa, aaaa, aaabaaa, abaabaabaaa],negative example:[aa, bbb, abaa, bbbaa, aabaab, bbbbaaa]"
(a|baa)*,((b)*(a)+(a+))+,"positive example: [aaa, baaa, abaa, aaaa, aabaaa]  
negative example: [b, babaa, baa, abaaa, bba]"
001|1010|110,1*0*011*,"positive example:[011, 1011, 00111, 1100111],negative example:[111, 100, 000]"
(a|baa)*,"(a*|b*)a{2,}","positive example: [aaaa, aaaa, baa, aaaaaa, bbaaa]  
negative example: [b, a, bb, ab, aaa]"
(a|baa)*,(a)*(bbb)*((a)*(bbb)*)*,"positive example: [bbb, abbb, bbbabbba, aabbba, abbba, aaabbbbbb]
negative example: [a, aba, aaab, bbbbb, ab, bab, bba]"
(a*ba*b)*a*ba*,(b|(ab|ba)+)b,"positive example: [bb, bab, abbab, abab, babab, abba]
negative example: [ab, b, aba, ba, bba, abb]"
(a|(b*bb))*,(bb*)+(bbb)*,"positive example: [b, bb, bbb, bbbb, bbbbb, bbbbbb], negative example: [a, ab, ba, bba, bab, bbabba]"
0*10*(10*10*)*,((11)*1|0*),"positive example: [00, , 11111, 1, 0, 111, 111111, 000, 01, 11, 1111]

negative example: [10, 110, 011, 1110, 001, 101, 100, 1111101]"
0*10*(10*10*)*,1|1*,"positive example:[1, 11, 111], negative example:[0, 2, 12]"
(a|(b*bb))*,(b)*(a|b)(b)*,"positive example: [a, ba, abb, bbaa, bbab, abab]
negative example: [baa, aaa, abc, c, bbbbc, abba]"
(a*ba*b)*a*ba*,b|(a|b)(bb|a*|ba*b)*a*,"positive example: [b, aba, baab, aab, bbab, abab, baa]
negative example: [a, ab, aa, abb]"
((a|b)a*ba)*(((a|b)a*b)?),(a|b)(a|ba(a|b))*(b|ba)?,"positive example: [babaaba, a, ababab, aa, ba, aba, bab, baa]

negative example: [abb, bbb, abababa, bbbb, aab]"
b*a*,a+(b)*(a)*,"positive example:[ab, aaa, aabaa, abbbaa], negative example:[b, bab, aabab, ba]"
(a|b)*baa(a|b)*b,[ab]*(baa)b*,"positive example: [baa, abbaa, aabbaa]
negative example: [ba, abab, bbaaaa]"
b*a*,a*b*a+,"positive example: [abbaa, aba, aaa, aaabaa, aabaa]  
negative example: [b, baa, bb, baba, abba]"
b*a*,(a*|(b*aa*)*),"positive example: [a, aa, bba, abab, abaa], negative example: [b, c, bab, bbbaa]"
(0*10*10*)*|0*,0?(0*|1)01*,"positive example:[0, 1, 01, 101, 1011, 00001, 0001],negative example:[00101, 110, 000, 011]"
(ab|ba)*,((ab)*(ba)*)|abb*ba,"positive example:[, ab, abba, abbba, abbbba, ababab, ababbaba]  
negative example:[a, b, ba, aba, ababa, baabba, aabba]"
0*10*(10*10*)*,(((1?)*|(11?)*)|(111?)*),"positive example: ["""", ""1"", ""11"", ""111""], negative example: [""0"", ""10"", ""1110"", ""01""]"
b*a*,a*b*,"positive example: [a, ab, aa, bb, aab, abb, aabb, b, aaab, aaaa]
negative example: [ba, aba, baa, bab, bba, abab, abba, baab, baba]"
0(0|1)*0,(01*0*1*0)*,"positive example:[, 010, 0000, 0010, 0000, 0001000]  
negative example:[00, 111, 0101, 1010, 1100]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((0(0|1)*0)(1(0|1)*1))?,"positive example:[, 0011, 00001111, 000101, 01001101, 01010101],negative example:[0101, 0110, 1001, 10, 001, 1100]"
(a|(b*bb))*,a((ab)|(ba))*,"positive example:[a, aab, aba, aabba, aababa, ababa, ababaab], negative example:[aa, aaa, aabaa, abba, ab, ba]"
(a*ba*b)*a*ba*,a|b(a*|ab*ab*),"positive example: [baba, baab, baaa, b, a, babbabb, ba, baa, bab, bbab, babab, bbb, babbb]  
negative example: [bb, ab, aba, aab, baaaab, ababab, aaaa, babababa, aaba, abab]"
(a*ba*b)*a*ba*,(b(a)*(bb)*)*,"positive example: [b, bab, ba, bbb, babb, bbab, bba, bb, babbab, baabb]
negative example: [baa, a, ab, bbba, abb, abab, aabb, aba, bbaa, abbb]"
0*10*(10*10*)*,(1(11))*,"positive example: [ , 111111, 111111111111, 111111111111111111, 111111111111111111111111 ]

negative example: [ 1, 11, 111, 1111, 1111111, 1111111111111, 111111111111111 ]"
(ab|ba)*,(ab|ba)(ab|ba)*(aa|ab|bb|ba)*,"positive example:[ababaa, baabaa, babbbaaa, ababab, baabbbab, abbaa, babbabab], negative example:[aa, b, a, abaa, bbbba, bab]"
(a|(b*bb))*,a*|(ab)*|(ba)*,"positive example:[a, ab, ba, aa, baba, abab, bbaa, ababab], negative example:[b, abb, baa, babab, aba]"
(a|(b*bb))*,(b+a)*,"positive example:[baba, babaa, babaabab, baa, bbaabab, ba], negative example:[a, aba, ab, bbaa]"
(0(0*|1+0)*)|(1(1*|0+1)*),1*(0+1+0*)|0*(1+0+0*)*,"positive example: [0, 100, 1110, 1010, 00011, 0101010]  
negative example: [11, 0011, 1011, 0110, 0101]"
(a|baa)*,abaa*,"positive example: [abaa, abaaa, abaaaa], negative example: [ab, abaaab, abba]"
(a*ba*b)*a*ba*,a*(b|(b((a*b{2})+a*))+)a*,"positive example: [bbb, abbbbb, baabbbba]
negative example: [aa, baa, ba]"
(a|(b*bb))*,a*b*(b+ab+ba+b*)*b*a*,"positive example:[b, bbba, aabbbb, baaa, abbabb, babab, abbababba], negative example:[aaaabbbbab, abaa, babbbababa, bbaababab]"
(0*10*10*)*|0*,(01)*(10)*,"positive example: [01, 0110, 010110, 01010110, 1010, 010, 011010]  
negative example: [0, 1, 101, 011, 10, 1101, 0010, 10101, 01010]"
(a*ba*b)*a*ba*,"a*(b|bb{2,})*a*","positive example: [aa, ba, bbba, abbaa, abbbba, aaa]
negative example: [b, abab, bbb, ababa, aabba]"
(0|1)(0|1)*,0*1*0*1*0*1*0*1*0*1*0*1*0*1*0*1*0*1*0*1*,"positive example:[, 00110101001011010010, 0001111000111100, 11001101011010100110011011001111]  
negative example:[1011101010101010, 0010011011010011011010101010101, 111111111111111111, 010101010101010101]"
0*10*(10*10*)*,1+(11)*,"positive example: [1, 11, 111, 1111, 11111]  
negative example: [2, 0, 112, 211, 1112]"
(0*10*10*)*|0*,(0+1)*11,"positive example:[11, 0111, 010111, 111, 0011, 1011, 000011, 01010111], negative example:[01, 10, 110, 000, 1111, 01010, 001, 0001]"
0*10*(10*10*)*,[0-1]([0-1])?([0-1])?,"positive example:[0, 1, 00, 01, 10, 11],negative example:[000, 111, 0000]"
(a|baa)*,a*|baa*,"positive example: [a, aaa, baaa, baa, aaaaa]
negative example: [b, ab, bab, aab, bba]"
(a|(b*bb))*,(b?)*b(a|b)*|(a|b)*b(b?)*,"positive example:[bab, bbabba, abbba, baabbb, abbb]
negative example:[aa, abaa, aaa, bb, aab]"
(a*ba*b)*a*ba*,(b*(bb)*a*(bb)*)ba*,"Positive example: [bba, aaabbba, bbba, aabbbba, bbbbaa]  
Negative example: [abab, baaab, bbabb, abbbaa, abbbba]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(01)*(10)*,"positive example:[0101, 1010, 01, 101010, 010110, 01011010],negative example:[0, 1, 0110, 1001, 011, 110]"
(0|1)(0|1)*,(01)|(01)*,"positive example:[01, 0101, 010101, 01010101],negative example:[0, 1, 00, 11]"
((a|b)a*ba)*(((a|b)a*b)?),(((a|b)a*b)(a(a|b)a*ba)*)?,"positive example: [ab, bbabba, a, aba, baa, bababaa, babababaab, bababababa, baaababa]
negative example: [abab, aabab, baaabab, abba, bbbaba, aaabb, babba]"
(a*ba*b)*a*ba*,(a*ba*)+(a*ba*ba*),"positive example: [bbbaa, abbaab, ba, aba, baba, aabaa, aabba, abbaba]  
negative example: [bb, a, aaa, bbb, aa, bbbb, abb]"
0*10*(10*10*)*,(((1*)?)|((11*)?))|((111*)?),"positive example:[, 1, 11, 111], negative example:[0, 10, 110, 1111]"
(0(0*|1+0)*)|(1(1*|0+1)*),(0+1+0+)*|(1+0+1*0+1+)*|1*|0*,"positive examples: [00, 11, 1, 0, 100, 010, 1001, 010110, 1010, 1110, 000111, 00, 11, 010011]

negative examples: [1010101, 010, 1101, 101, 11100, 001, 101010]"
(a|baa)*,"(a*ab{2,})*","positive example: [abb, abbabb, abbb, aabbabb, aaabbabbabbb]  
negative example: [a, ab, aba, aab, abbbabb]"
(a|b)(a|b)+aaa+,(a|ba|b)a*aaa,"positive example: [aaaaa, baaaaaa, aaaa, aaa]
negative example: [baa, abaa, bbbaaa, abaaaa, bbaaaa, baaab]"
(a*ba*b)*a*ba*,(a)*(ba)*((ba)*(ba)*)*,"positive example: ["""", ""aa"", ""ba"", ""abab"", ""babab"", ""aababa""]
negative example: [""a"", ""aab"", ""bbb"", ""bbbaa"", ""b"", ""ab""]"
(a*ba*b)*a*ba*,(a*(b)((a)*bb)*(a)*)|(a*),"positive example: [b, bb, aababbaa, aa, aaaaaa]
negative example: [ab, baa, babab, ababbb, bbbba]"
(a|b)(a|b)+aaa+,(a*b*)a{3},"positive example:[aaa, aaaa, aaaaabbb, abbaaa], negative example:[aa, aabbb, baa, baaaa]"
0*10*(10*10*)*,0*1*,"positive example:[01, 111, 0001, 0, 001],negative example:[10, 110, 0110, 101, 010]"
a(a|b)a(a|b)*,a(a+b)a(a|b)*,"positive example: [aabaa, aaabba, aababba, aabaaabab, aaabaabbb]
negative example: [aaabab, aabba, abab, abaa, baa]"
0*10*(10*10*)*,1+(11*),"positive example: [11, 111, 1111, 11111, 111111]  
negative example: [1, 1110, 101, 10, 1110]"
(a*ba*b)*a*ba*,((aa)|(ab)|(ba)|(bb))*b,"positive example: [b, aaabbabbb, abb, baaab, bbb, aabab]
negative example: [ab, aab, abab, ba, bbab, aaa]"
(a|(b*bb))*,a*b*(ab+ba)*b*a*,"positive example: [aabbab, abba, abababba, bbaabab, aababaa]
negative example: [abab, abbbaba, baabba, bababa, bbaa]"
(a|b)*baa(a|b)*b,(b|a)*baa*(b|a)b,"positive example:[baabab, aaabaab, bababab, abbaaab, abaabaab], negative example:[b, a, abba, babba, baa]"
(a*ba*b)*a*ba*,(((a*)*b)*b)*((a*)+b),"positive example:[abbb, b, aab, ab, bb, aabab, abab, aaabbb],
negative example:[abb, aabb, a, aaa, abbbb, aaabb, abaaaa, bbbba]"
(a*ba*b)*a*ba*,b(a|b)*,"positive example:[b, bab, bb, ba, baa, bba, babb], negative example:[a, ab, baab, abb, bbbba, abba, aaa]"
(a|baa)*,"[ab]*b?a{2,}","positive example: [aaa, abbbaaa, abaabb, baa]
negative example: [b, abb, ab]"
(a|b)(a|b)+aaa+,ab|ab*aaa,"positive example:[ab, abaaa, abbaaa, aaaa, abaaaa], negative example:[a, aa, b, abaaaab]"
(a*ba*b)*a*ba*,(a|bb)*b+a*,"positive example:[abbba, abba, bbba]
negative example:[bb, a, ab]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0*(0+1*0+|1+0*1+)*0*,"positive example: [0, 010101, 000, 010, 1110101110], negative example: [10101010, 110, 0011, 1010101, 111000111]"
(a|b)(a|b)+aaa+,aaa+,"positive example:[aaa, aaaa, aaaaa, aaaaaa]  
negative example:[aa, a, ]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0(0|1)*0)|(1(0|1)*0),"positive example:[00, 10, 000, 100, 0100, 1010, 1100, 0000, 1110, 0010]  
negative example:[0, 1, 001, 011, 111, 101, 10, 00]"
b*a*,aa*b*a*,"positive example:[aa, aaba, aaaaba, aabbaa],negative example:[bbaa, aba, baa, aab]"
(a*ba*b)*a*ba*,(a*(bb(a*))*b)*,"positive example:[, bb, ab, abbbab, bbb, abab, aabbb, abbb, bbbb], negative example:[ba, aa, bab, bba, aba, baa, abba, bbaab, aab]"
(a|baa)*,a*(b*aa)*a*,"positive example:[, abaabaaa, aa, aabaa, aaaa, aaaaaa], negative example:[baaabaaa, ababa, bbb, aab, baa]"
(a|b)(a|b)+aaa+,"a|ba{3,}","positive example: [a, baaa, baaaa, baaaaa, baaaaaa], negative example: [b, baa, ba, bb]"
(a|(b*bb))*,b*a*ba*b*,"positive example: [ba, baab, babb, bbab, aabaa]  
negative example: [abab, aabba, bababa]"
(0(0*|1+0)*)|(1(1*|0+1)*),(101)*|(010)*,"positive example:[101, 010, 101101101, 010010, 101101, 010010010]
negative example:[1, 0, 10, 1010, 0101, 110, 001]"
(a*ba*b)*a*ba*,(a*ba*b*b)*,"positive example:[, bbaabb, abba, ababab, aaababbb], negative example:[a, bb, baa, ab, bbb]"
(0(0*|1+0)*)|(1(1*|0+1)*),0*|00*|11*|11*00*11*|00*11*00*,"positive example: [0, 00, 000, 11, 111, 1100, 0011, 110011, 000111000, 111000111]
negative example: [010, 100, 101, 0101, 1001, 01010, 10101]"
(a|b)(a|b)+aaa+,(aa|bb)*aaa+,"positive example:[aaaaa, bbaaaa, aaaa, aabbaaababaaa, aaaaaaa], negative example:[bbbaaa, bbaa, aa, abbbbaaa, baa]"
(ab|ba)*,(aa|bb|ab)*,"positive example:[, aaabbb, aa, bb, abab, aaaa, bbbb], negative example:[a, b, aaa, bba, abba, ba]"
