Regex,Attempt Regex,ChatGPT Output
(a|(b*bb))*,((a*bbb*a*)+a*)*,"positive example: [ , bbbbb, abbba, abbbba, bbba, abbb, bbb, aabbba, bbbabbba ]
negative example: [ bbbab, abbbab, ba, cab, cc, b, ab, bbbaa, baaa, aaaaa ]"
(b|(a*aa))*,(b*(aa)*)*,"Positive examples: ['', 'b', 'aa', 'ba', 'aab', 'bbaa', 'bbaab']
Negative examples: ['a', 'ab', 'baaa', 'aaa', 'aaba', 'bbba']"
(a|b)(a|b)+aaa+,ab(aaa),"positive example:[abaaa], negative example:[abaa, abaaab, aaaab]"
(a|b)*baa(a|b)*b,(b)*baa(b|a)*b,"positive example:[bbaaab, bbbbaaab, baabab], negative example:[baab, baa, bab]"
0*10*(10*10*)*,0*1,"positive example: [1, 01, 001, 000001, 00000000001]  
negative example: [0, 10, 11, 0000, 101]"
(a|b)(a|b)+aaa+,(a+b+)(a+b+)aaa(a)*,"positive example: [abaaaaa, bbaaaaaa, ababbaaaaa]
negative example: [baaaaa, aabaaa, bbaaaa]"
(a|b)(a|b)+aaa+,(aa|bb+)aaa+,"positive example:[aaaaa, bbaaaa, bbbbaaaa, aaaaaaa]
negative example:[baaa, aaaa, bbbaaa, aa]"
(b|(a*aa))*,(b*(aa))*,"positive example: ["""", ""aaaa"", ""baaa"", ""bbaa"", ""bbbaaa"", ""aa"", ""bbaaaa""]
negative example: [""a"", ""aaa"", ""abab"", ""bb"", ""bbbb""]"
(a|(b*bb))*,bb,"Positive example: [bb]  
Negative example: [b, bbb, ab, ba, bba, abb, aabb, bab]"
(0*10*10*)*|0*,(0*(11)+0*)*,"positive example:[, 110, 1111, 0110, 001100, 111011, 110110, 01110110],negative example:[1, 10, 111, 1011, 10011, 010, 101, 101010]"
(a|baa)*,[a]*([b]{1}a{2}),"positive example: [baa, aabaa, abaa]  
negative example: [bbaa, baaa, ba, aa]"
(a|baa)*,(baaa*),"positive example:[baa, baaa, baaaa],negative example:[ba, b, a, aaaa]"
(0|1)(0|1)|(0|1)(0|1)(0|1),00|01|11|000|001|010|100|011|101|110|111,"positive example: [00, 01, 11, 000, 001, 010, 100, 011, 101, 110, 111], negative example: [0, 1110, 01x, 0000]"
0*10*(10*10*)*,0*1(10*1)*(0*|(11)*),"positive example:[01, 110111, 10001, 111100, 001100]
negative example:[1111, 101, 10, 000, 111111]"
0*10*(10*10*)*,(0*10*|(10*1)*1|1(10*1)*|1(11)0*|0*1(11)*),"positive example: [101, 110010, 01110, 1111, 011, 11111, 0010, 010, 101101]

negative example: [0, 111111, 00, 000, 110, 111, 10, 01]"
a*(ba*ba*ba*)*,a*ba*ba*ba*,"positive example:[abaaba, aabaaab, aabbba, baaabaab, ababa]
negative example:[abbb, baab, bbba, aaaab, aabab]"
(a*ba*b)*a*ba*,(a*ba*ba*)*b,"positive example:[b, bbbb, babab, ababa], negative example:[a, aaa, baaa, aaba]"
(a*ba*b)*a*ba*,(a*)b(b(a*)b)*(a*),"positive example: [b, abbaab, aababbbba, bbaab, abbab]
negative example: [bbbabba, aabab, bbb, bbba, aabba]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110),"Positive example: [00010, 100110, 1101, 10011, 10110, 111, 01000, 101010, 10, 101111, 0100, 0001, 11111, 1000, 00100, 00001, 10101, 11010, 10000, 100, 001, 0010, 01101, 01, 01011, 101100, 101001, 01110, 0111, 010, 1011, 1110, 11100, 11001, 100101, 00111, 1]

Negative example: [0, 11, 101, 1100, 1111, 0000, 0110, 1001, 0011, 0101, 110, 1010, 11101, 000, 011]"
(a|(b*bb))*,a*bba*bb,"positive example: [bbaabb, aabbbb, abbbb, abbabb, aaabbabb]
negative example: [bbbb, aaba, abba, abab, aabb]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0*|(0+1+0+)*|(1+0+1+)*,"positive example:[0, 00, 000, 010, 010010, 101, 10101, 10011, 01100, 0010011],  
negative example:[1, 11, 110, 01, 111, 011, 10, 1110, 0101, 01110]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110)|(100011)|(100000)|(110001)|(110010)|(110111)|(110100)|(111011)|(111000)|(111101)|(111110),"positive example:[11111, 10101, 1101, 10011, 101010, 101001, 100000, 01011, 00111, 110111, 111110, 1110, 10, 01, 0001, 01110, 0111, 1011, 100101, 00010, 110001, 00100, 101100, 10000, 0010, 111, 11100, 010, 01000, 111101, 1000, 110010, 0100, 001, 01101, 110100], negative example:[0, 11, 101, 1100, 00000, 000, 110, 0110, 0101, 1001, 11011, 10111, 111111, 00101, 01010, 101011, 11110, 110101, 00011, 101000, 001000, 1111111, 000001, 01111, 100001]"
(a|baa)*,"(a*[b]?a{2,})*","Positive examples: [ '', 'baabaa', 'aaaa', 'aa', 'aaa' ]  
Negative examples: [ 'b', 'abab', 'ba', 'abba', 'a' ]"
(a*ba*b)*a*ba*,(a)*(bb)*(bab)*(b)(a)*(bb)*(bab)*,"positive example: [bab, bb, babbabbab, aabbabbbabbbbab, bbabababababab]

negative example: [aaaaabbbabaaa, ababbbabba, bbbabababab]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000),"positive example: [100, 111, 001, 01, 10, 010, 1011, 1110, 11111, 1000, 1]

negative example: [0, 11, 1010, 110, 000, 1111, 011, 0001, 101, 1100]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(010|0110)*,"positive example:[, 010, 0110, 010010, 0110011010, 01100110], negative example:[0, 1, 0101, 011, 01101]"
(a|b)(a|b)+aaa+,(aa+|ab+|bb+|ba+)+aaa+,"positive example:[aaaaaa, abaabaa, baaaabaaa, bbaaabaaa]  
negative example:[baaa, abaa, babaaa, bbabaa]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100),"positive example:[1101, 10110, 10011, 111, 10, 0100, 0001, 11111, 1000, 10101, 10000, 11010, 100, 001, 0010, 01, 0111, 010, 1110, 1011, 11100, 11001, 1]  
negative example:[0, 111000, 10001, 0011, 0110, 1100, 000, 011, 1010, 1111, 0000, 11011, 0101, 100110, 101000]"
(a|(b*bb))*,bb+,"positive example:[bb, bbb, bbbb], negative example:[b, a, ab]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0*|1*)|((0+1+0+)*|(1+0+1+)*),"positive example: [0, 1, 00, 11, 000, 111, 010, 101, 01001100, 10100110]  
negative example: [01, 10, 11001, 00110, 011010, 1010001, 1001]"
(a*ba*b)*a*ba*,(abab|bb|aa)*b,"positive example: [ababbb, aabb, ababbbbab, bbab]
negative example: [aab, abaa, ababab]"
(0*10*10*)*|0*,0*10*10*(11)*,"Positive example: [011001111, 00010011, 101011]
Negative example: [111, 0011, 01010]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(01+)*(010)(1+0)*|(10+)*(101)(0+1)*,"positive example:[010, 01110, 100101, 101010, 0101010, 1010101], negative example:[00, 111, 1010, 0101, 100, 001]"
(a|baa)*,"((a)*ba{2,})|a*","positive example:[, a, aa, aaa, aaaa, aaaaa, baaa, baa, aabaa, aaaaabaa]  
negative example:[b, ba, aba, abaa, bab, babaa]"
((a|b)a*ba)*(((a|b)a*b)?),((a|b)a*ba)*|((a|b)a*b),"positive example:[baab, aab, ab, , ababba], negative example:[b, ba, a, aa, bab]"
(0|10*1)*,(0*)(10*1)*(0*),"positive example: [000, 101, 1001, 101001, 110011]
negative example: [110, 10101, 111, 011, 01011]"
(a|baa)*,(a*)*(baa)*,"Positive example: [baa, baabaa, a, aa, baaa]
Negative example: [aba, abbaa, b, ab, bab]"
0*10*(10*10*)*,0*10*,"positive example:[1, 01, 10, 010, 00100, 100, 0100, 1000],negative example:[0, 00, 11, 101, 00, 0101, 110]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0(1*0)*)|(1(0*1)*),"positive example: [0, 00, 000, 010, 1, 11, 101, 111]

negative example: [10, 11, 001, 0101, 100, 0110, 1010]"
(a|b)*baa(a|b)*b,a*b*baa(a|b)*b,"positive example: [aabbaaabb, bbbaaabb, abbaaab]
negative example: [baaabab, abababab, bbabba]"
(a|(b*bb))*,a*(bb+bbb)*a*,"positive example:[, a, aa, bbb, aabbbbbaa, aabbbbaaa, aaba], negative example:[b, bb, bbbb, abbb, aabbb, bbbbabbbbba]"
(a|b)(a|b)+aaa+,(aa|ab|ba|bb)aaa,"positive example:[bbaaa, aaaaa, abaaa, baaaa]  
negative example:[aaaa, aaab, abab, baaa]"
(a*ba*b)*a*ba*,b(bb)*(a)*,"positive example: [b, bb, bbb, bbbba, bbbbbbaa, bbbbb]
negative example: [a, baa, abbb, babbb, aa]"
(0|10*1)*,(0*)|((0*10*1)*),"positive example: [0, 00, 000, 01, 001, 0101, 010101, 10, 101, 11011, 01010101]  
negative example: [1, 11, 111, 101, 110, 1001, 011]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,1((0|1)*1)*|0((0|1)*0)*,"positive example: [0, 1, 010, 101, 0110, 1011, 01110, 10101]

negative example: [00, 111, 001, 0101, 100, 110, 0011, 1010]"
(b|(a*aa))*,(b*aa+b*)|(b*a+ab*)|b*|(b*aa+b*aa+b*)|(b*a+ab*aa+b*)|b*|(b*aa+b*a+ab*)|(b*a+ab*a+ab*)|b*,"positive example: [b, a, aa, ab, baa, bab, bbaa, babb, aab, abb, baab, abab, bbb, bbbbbb, baaab, aabab]
negative example: [aaaababaab, aaaabab, abaaaa, a, aaab, baaabba, abaaba, ababa, aaaa, bbabbb]"
(a|(b*bb))*,a*(bb+)*a*|a*|(bb+)*a*(bb+)*|(bb+)*a*(bb+)a*,"positive example: [bb, bbb, a, aa, bbaabbbaa, bbbabbaa, bbaa, baa]
negative example: [abba, abbabba, b, abbabb, ab, bab]"
(a|baa)*,a*baa(a*),"positive example: [baa, baaaa, aabaaa, aaba, baaa, aaabaa]  
negative example: [ba, aabaa, abaa, baaab, aba, aaa]"
(a*ba*b)*a*ba*,a*(ba*(bb)*)a*,"positive example: [bbaa, abba, babb, aabaa, baa]
negative example: [bbbba, aabbba, bbb, abb, babba]"
(0*10*10*)*|0*,(11)*|0(11)*|(11)*0,"positive example: [11, 01111, 11110, 1111, 0, 111, 011, 0011, 1111110]  
negative example: [1, 10, 110, 100, 1110, 01110, 101, 010]"
(a|b)*baa(a|b)*b,a*b+aa+b+,"positive example: [aaabb, abbaaab, aababaaab]  
negative example: [baaab, baabaa, aabba, abbaabb]"
(a|baa)*,a*|(baa)*,"positive example: [a, aa, aaa, baa, baabaa],  
negative example: [b, ab, bab, ba, baaa]"
(a*ba*b)*a*ba*,(b(abb|bab|bba|a)*)|((abb|bab|bba|a)*b),"positive examples: [b, bab, abbba, bbabab, bbba, abba, abbbba, bbababba, ababb, ba, abbbabbbaab]

negative examples: [a, bbb, babbababbaa, ababab, aaa, bbaa, abab, abababababbbb, ababaaa]"
(a|b)(a|b)+aaa+,((a|b)(a|b))(a*|b*)aaa,"positive example:[aabaaa, abbaaa, bbaaaa, aaabbb], negative example:[aaabaaa, ababaa, bababaa, aaaaaa]"
(a|b)(a|b)+aaa+,((a{2})|(b{2}))a*b*(a{3}),"positive example: [bbaaaaa, aabbaaa, aaaaaa]  
negative example: [bbbaaaa, baaa, aaaa]"
(ab|ba)*,(ba)*,"Positive examples: [ba, baba, bababa, ]

Negative examples: [b, a, ab, baa, bab]"
(a|(b*bb))*,(a)*(bb+ab+b)*(bb+ba+a+bba)*(bb)*,"positive example: [bbbb, abbbbaabba, bbabbb, aabbabbbbaabbabbb, aabbbbabbbaabba]

negative example: [bbbabaabba, aabbaabbb, abaaabbaabb, bbbaaabbbb, abbaabba]"
(a|(b*bb))*,((a*bbb*a*)+(a*)+(bbb*))*,"positive example: [, abbbb, bbb, aaabbb, bbbba, bbbaaa, bbbbbb]
negative example: [bb, bbababb, aaa, ababb, bba, bab, abbab]"
(a|(b*bb))*,a*bbb*a*|a*,"positive example: [bbbbaa, aabbb, aa, bb, a, abbbba, aaa, abbb, aaaa]  
negative example: [b, bbb, aba, bab, bba, ba]"
(a|b)*(bab)(a|b)*,b*a*(bab)(a|b)*,"positive example:[babab, bbaabba, bbabbbb, ababab, baabab], negative example:[a, baa, bbb, abab, aab]"
0(0|1)*0,(0(1*0*1*)0),"positive example: [0010, 01110, 000, 01010]  
negative example: [010101, 0, 11100, 10]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((0((0|1)*1(0|1)*)0)|(1((0|1)*0(0|1)*)1))?,"positive example: [000100, 11011, 000110, 110101, 0000100]
negative example: [0, 00, 11, 010101, 101010]"
(a|b)*baa(a|b)*b,a*b+aa+a*b+,"positive example:[abbbaa, aabbbbaa, aaabb]
negative example:[abaa, bba, aaaab, aabaa]"
(a*ba*b)*a*ba*,(a)*(b)((a)*(bb))*,"positive example:[b, abbb, aabbbb, aabbaabb, abbaaabb],negative example:[a, abab, babbb, aabbaa, ab]"
(a|baa)*,(a)*(baa)*(a)*,"positive example:[baa, aabaa, aaa, baaa, bbaaa, a, aaba]
negative example:[abaaa, abaa, ba, bbaa, aabaaba, baaabaa]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,1*|0*|(1+(0*1*)1+)|(0+(1*0*)0+),"positive example: [0, 110, 11, 010, 1110, 10001, 000, 11101]  
negative example: [0011, 1100, 0101, 101, 10001, 01101]"
(0*10*10*)*|0*,0*|(0*|11)*,"positive example: [0, 00, 11, 011, 0011, 000, 00011], negative example: [1, 10, 111, 110, 101]"
(a|(b*bb))*,a*|a*bb,"positive example:[, a, aa, aaa, bb, abb, aabb, abbb, aabbb],negative example:[b, ba, ab, bab, bbb]"
(a|b)*baa(a|b)*b,(a|b)*baa(a|b)b,"positive example:[abbaaab, ababaaab, baaab], negative example:[aabb, bbabbaa, baab]"
(a|b)(a|b)+aaa+,bbb*aaaa*,"positive example: [bbbaaaa, bbbba, bbaaa, bbbbaaaaa, bbaaaaa]

negative example: [bb, aaaa, bab, abaa, aabb]"
(a|b)(a|b)+aaa+,(aa+|bb+|ba+|ab+)+aaa,"positive example: [aaabaa, abbbaaa, ababaaa, bbbaaaaa]  
negative example: [aaa, baaa, abba]"
((a|b)a*ba)*(((a|b)a*b)?),(((a|b)(a*)ba)*)|((a|b)(a*)b),"positive example: [bab, aaab, ab, , ababba]  
negative example: [b, a, ba, baba, aa]"
(b|(a*aa))*,(b+aa+aaa)*,"Positive example: [baaa, baaaaa, baaaaaabaaaaa, baa, baaaa, baaabaaa]
Negative example: [a, aaa, baaab, aa, aabaa, bbaaa]"
(a|b)*baa(a|b)*b,a*b*(baa)+b,"positive example: [baa, aabaa, abbbaaab, bbaaab, aaabaaab]

negative example: [a, bb, ba, bab, baabba]"
(a*ba*b)*a*ba*,(a*ba*ba*)*a*ba,"positive example: [aaabba, bbbaa, abba, aba, aaaaba]  

negative example: [bbab, aaaaa, bb, baa, bbba]"
(a|b)*baa(a|b)*b,(a|b)(baa)+b,"positive example: [abaabaab, bbaaab, abbaab, bbaabaabaaab, abaabaab]
negative example: [ab, aab, babb, baab, baa]"
(a|baa)*,"((ba{2,}){1,2}|a{1,}){1,}","positive example: [baabaaa, aaaa, baaa, aaaaaba, baabaa, abaa, aa]
negative example: [b, bb, bbb, bab, ba, bba, aba]"
(a|baa)*,(a)*(baa)*a*(baa)*,"positive example:[baa, baaabaa, baabaabaa, aabaa, baaa, aabaaabaa], negative example:[baaaabaaa, aaaa, baaaba, abaaaba, baaba]"
(0|1)(0|1)|(0|1)(0|1)(0|1),(0|1)(0|1)(0|1),"positive example: [000, 101, 011], negative example: [1110, 01, 111]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((0+(0|1)*0+)*)|((1+(0|1)*1+)*),"positive example:[000, 111, 0101010, 1010101, 00100100, 110011]
negative example:[1, 01, 10, 00, 11, 101]"
a(a|b)*b,a(a|b)+b,"positive example:[aab, aabb, abab, ababab, aabab, aaabb], negative example:[ab, b, aa, baa, a]"
a(a|b)a(a|b)*,(aaa)|(aba)a*b*,"positive example:[aaa, abaaa, abaa, ababaaa, ababb], negative example:[a, aa, abab, baa, bbaa]"
(a|b)*aaa(a|b)*,aaa,"positive example:[aaa],negative example:[a,aa,aaaa]"
(0|1)(0|1)|(0|1)(0|1)(0|1),00|01|10|11|111|110|100|000|001|011|101,"Positive example: [00, 01, 10, 11, 111, 110, 100, 000, 001, 011, 101]  
Negative example: [0, 1111, 1010, 010, 1110, 0000, 0111, 1101]"
(a*ba*b)*a*ba*,b(abb|bab|bba|a)*|(abb|bab|bba|a)*b|(aba|baa|aab),"positive example: [abb, babab, babba, baa, aab, abbaa, bababb, bbaba, abbaba, baaab]  
negative example: [babaa, bbaa, aababb, abaaa, bbb, babbbb, ababa, abbbaa, aabaa, bbaaab]"
(a*ba*b)*a*ba*,(a)*(aa*)(bb)*b,"positive example:[ab, aab, aaab, aabb, abbb, aaabbbb]  
negative example:[abbabbb, b, ba, bb, aaaabb, aaabaa]"
0*10*(10*10*)*,((11)*10*),"positive example:[11, 1110, 110, 10, 1111110, 1111111110, 1111100, 1],
negative example:[0, 100, 101, 111, 11001, 11101, 1111111, 111000]"
(0(0*|1+0)*)|(1(1*|0+1)*),1+(0+1)*1*|0+(1+0)*0*,"positive example: [101, 110, 00100, 100111, 010, 0]  
negative example: [10, 011, 1010, 0001, 111, 01]"
(a*ba*b)*a*ba*,(a|bb|abab|bab|baba)*b(a|bb|abab|bab|baba)*,"positive example: [bababb, bababaab, ababbab, bbabab, bba, baabab]
negative example: [a, abab, baba, bbba, abba, aabb]"
(a|(b*bb))*,(a*(bbb*))*,"positive example: [bbb, bbabb, abbb, aabbb, bbbbb, abbbbbb],  
negative example: [b, bb, babb, ab, aabb, bbba]"
0*10*(10*10*)*,(0*(10*1)*0*1(10*1)*0*),"positive example: [101101, 01101, 1101001]  
negative example: [110101, 00110100, 100101]"
((a|b)a*ba)*(((a|b)a*b)?),(((a|b)a*b)|((a|b)a*ba)*),"positive example:[baab, aab, ab, , ababba],negative example:[b, ba, aa]"
0*10*(10*10*)*,(0*1|1(11)*|10*|1(101)*),"positive example: [1, 111, 1000, 101, 10101, 1101101101, 10]
negative example: [0, 11, 110, 1010, 000, 1110, 011]"
0*10*(10*10*)*,((11)*1),"positive example:[1, 111, 11111, 1111111], negative example:[11, 1111, 111111, 11111111]"
(0*10*10*)*|0*,0*|(11)+0*|0*(11)+|10*1|(1010)*|(0101)*,"positive example: [10101010, 111100, 101, 001111, 00, 011, 110, 1001, 01010101]

negative example: [11011, 1, 1100, 10011, 001, 111, 010, 10]"
(a|b)*baa(a|b)*b,a*b*(baa)a*b*b,"positive example:[aaaabaaabb, baaabbbb, abbaaabb]
negative example:[baaa, baaabb, baabbaa]"
0(0|1)*0,0(0(0|1)*0)*0,"positive example: [00, 0000, 000100, 00010100, 00000100, 000000000]
negative example: [0, 000, 100, 0100, 001, 0110]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0|(010)*|(10101)*,"positive example: [0, 010, 010010, 10101, 1010110101], negative example: [1, 11, 101010, 01010, 101]"
(a|(b*bb))*,a*,"positive example:[, a, aa, aaa], negative example:[b, ab, ba, bb]"
(a|b)*baa(a|b)*b,(a|b)+(baa)a*b,"positive example: [abbaaab, babaaab, baaaab, ababaaab, abaaab]
negative example: [baab, aab, bbaab, bbbaa, abab]"
(0*10*10*)*|0*,0*|(11)+0*|0*(11)+,"positive example: [0, 00, 011, 110, 111100, 001111, 1111, 11, 0011]

negative example: [11011, 1, 101, 0110, 111, 1011]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110)|(100011)|(100000)|(110001)|(110010)|(110111)|(110100)|(111011)|(111000)|(111101)|(111110)|(000001)|(000010)|(000111)|(000100)|(001101)|(001110)|(001011)|(001000)|(011001)|(011010)|(011111)|(011100)|(010101)|(010110)|(010011)|(010000)|(101001)|(1010001)|(1010010)|(1010111)|(1010100)|(1011101)|(1011110)|(1011011)|(1011000)|(1001001)|(1001010)|(1001111),"positive example:[101001, 010, 111, 00111, 101010, 001101, 010101, 111000, 1010010, 1010111, 011111, 0010, 10110, 110111, 100001, 000111, 101111, 01101, 11100, 010110, 001011, 00100, 00001, 01000, 10000, 111110, 01110, 000001, 100, 1110, 00001, 10101, 001000, 101001, 110001, 1010100, 1001001, 1010001, 1011110, 010011, 001011, 00010, 001], negative example:[0, 11, 101, 000, 0011, 1111, 101110, 11110, 10011]"
(a|baa)*,(baa)*a*,"positive example: [aa, baabaa, baa, baaa, baabaa, a, baaabaa]  
negative example: [b, ba, bab, ab, abab, baaabab, aabbaaa]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0*)|(((0+)1(0+))*),"positive example:[00, 010, 0100100, 0, 000, 010100], negative example:[1, 11, 0101]"
(a|(b*bb))*,a*b*bb,"positive example: [bb, abb, aabbbb]  
negative example: [b, ab, aabb]"
(a|(b*bb))*,a*b+ba*b+b,"positive example:[abbbabbb, aabbabbbb, abbabbb],negative example:[bbba, baaab, bbabbb]"
0(0|1)*0,00*(0+1)*0*0,"positive example: [000, 001100, 0000, 0011010, 01000, 0010000], negative example: [1, 01, 00, 001, 1000, 010]"
(a|(b*bb))*,a*|(bb)*|a*(bb)*a*,"positive example: [a, aa, bbbb, bb, abba, aabbba, bbaaa, abbbaaa]  
negative example: [abab, ba, abbab, bbb, bba, aab, bab]"
(a|b)(a|b)+aaa+,a+b+a+b+aaa+a,"positive example: [ababaaaaa, abbaabbaaaa], negative example: [aabbaaaaa, ababaaa, babaaaa]"
(a|b)*aaa(a|b)*,(a|b)*aaa(b)*,"positive example:[aaa, baaaabb, abaaab, aaaa, baaab, aaabbbb], negative example:[aabaaa, abaa, baab, aa, bbaba]"
0*10*(10*10*)*,(0*(0*10*10*)0*10*),"positive example: [1010, 110110, 1110, 01010, 10100]  
negative example: [100, 110, 001, 1111, 1101]"
(a*ba*b)*a*ba*,a*b(a|(bb)|bab)*,"positive example:[ab, aab, ababab, bab, abab], negative example:[bb, baa, bbb, abb, babbb]"
(a|baa)*,(a)*(b)(aa)(a)*,"positive example: [baa, aabaaaa, abaaa, b, aabaa, baaa, baaaa, abaa, aaaabaa]  
negative example: [a, aa, ab, aaa, aaaa, bba, abba, babaa, baaabaa]"
(a*ba*b)*a*ba*,(a*ba*b)*ba*,"positive example:[b, aba, abbba],negative example:[baa, aab, abba]"
a(a|b)a(a|b)*,(aaa(a*b*)*)+(aba(a*b*)*),"positive example: [aaaabaaaaaaba, aaabaabaaa, aaababaa, aaaaabaa]

negative example: [aaab, aabba, aaaabbb, ab]"
(a*ba*b)*a*ba*,(a|bb|abab|bab|baab)*b(a|bb|abab|bab|baab),"positive example: [bababab, bbabab, bababbbabab, bbbaab, ababbbab]

negative example: [bbba, abababbb, bbbabba, baabbab, bbbbb]"
(a|(b*bb))*,(a)*bb(b)*,"positive example: [bb, abb, aabb, aaabb, bbb, abb, abbb, bbb, aabbb]  
negative example: [b, ab, aaa, aaab, aab, bbbb, a, ba, aba]"
(a|b)*(bab)(a|b)*,(a+b)*(bab)(b+a)*,"positive example: [bab, ababbabbaba, abababbab, bbabbab, ababbab, bababab, babab, ababbabbabab]  
negative example: [a, b, aba, abb, baa, aabab, baba, abbab, babb, bababa]"
(a|(b*bb))*,a*(b+b+)a*,"positive example: [bb, bbaa, aabba, bba, aabb, aabbaa]  
negative example: [b, babb, ab, aab, bbb, a]"
0*10*(10*10*)*,0*1(10*1)*(0*(11)*),"positive example:[1, 011, 10111, 110, 00101], negative example:[111011, 01011, 1110, 110111, 100]"
(a|(b*bb))*,a*(bba*)*,"positive example: [aa, bbbb, a, bb, aabb, abba, abbbaa]
negative example: [aab, ba, aba, ab, bbaabab, abbb]"
(a|baa)*,a*((baa)*)+,"positive example: [a, aa, abaa, abaabaa, abaaabaa, aabaa, aabaaabaa]
negative example: [b, ba, baa, baaa, baab, abab, aab, aabab]

"
(a|(b*bb))*,(bb+|b+b)*a*(bb+|b+b)*a*,"positive example: [bb, bbb, aabbaa, bbbbb, baa]
negative example: [abbabba, bab, ab, ba, aaba]"
(a*ba*b)*a*ba*,(a*(b)((a)*bb)*(a)*),"positive example: [ab, bbb, abbbba, abbbaa, aabbbb, baa]
negative example: [a, aaa, bbbbb, aba, aabb, baaab]"
(a*ba*b)*a*ba*,a*b,"positive example:[b, ab, aab, aaab], negative example:[a, ba, bb, aaa]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0(0*11*0)*(0?)|1(1*00*1)*(1?)|0*|1*,"Positive example: [0001100, 1110011, 1100, 000, 1111, 01, 10]  
Negative example: [00011, 11100, 01111, 10000, 001111]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111),"positive example: [1101, 100, 111, 001, 0010, 01, 10, 0111, 0001, 010, 1000, 1011, 11111, 1110, 1]

negative example: [0, 1100, 101, 011, 111111, 0000, 1001, 110, 11, 0011]"
0*10*(10*10*)*,0*((10*)|(10*)),"positive example: [001, 1, 11, 1000, 101]
negative example: [0, 10, 00, 11, 1010]"
a*(ba*ba*ba*)*,(ba*bb)*|(bba*b)*|a*,"positive example:[babbb, aaa, a, bba, bbabb, bbaaaa], negative example:[bbb, bb, aba, ba, abbb, bbbb]"
((a|b)a*ba)*(((a|b)a*b)?),(((a|b)a*ba)*(a|b)a*b)?,"positive example: [aababb, ababbaab, aababa, baababb, ababbaabb]
negative example: [abab, ab, aaabb, babab, baba]"
(a|baa)*,(ba+a+)*,"positive example:[baa, , baabaa, baaaaaa, baaaaa, baaabaa], negative example:[babaa, baaab, bab, aba]"
(0|10*1)*,((0*10*)(0*10*))*,"positive example: [1010, 0101, 001100, 010010, 101010]
negative example: [10, 11, 000, 1001, 1101]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(00*)|(11*)|(11*0*11*)*|(00*1*00*)*,"Positive examples: [00, 11, 1001, 1100, 101010]

Negative examples: [010, 011, 1101, 0011, 101100]"
(a*ba*b)*a*ba*,a*b(a*b(a)*b(a)*)*,"positive example: [bbbbb, aab, b, bbaab, baaab]
negative example: [aba, abab, aabb, ab, aaabb]"
(a|baa)*,(a*|(baa)),"positive example: [baa, , aa, a, aaaa, aaaaa, aaa]
negative example: [b, ba, bab, aab]"
(a|(b*bb))*,a*(bbb*)*a*(bbb*)*a*,"positive example: [a, abbb, aabbb, ababbaa, bbbbaa, abbaa]
negative example: [bb, baaa, aabbbbbb, baaabbb, bbbbb]"
