Short Description,regex,Attempt Regex,ChatGPT Output
"Same number of occurances of ""01"" and ""10""",(0(0*|1+0)*)|(1(1*|0+1)*),((0+1*)*0+)*|((1+0*)*1+)*,"positive example: [0, 110, 000, 11110, 010, 101, 1001, 0110], negative example: [1001, 0010, 11100, 10111, 01010]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(a|b)(a|b)*|aaa*,"positive example:[aa, ab, baa, bb, aaa, aaaa], negative example:[aabbc, aaab, abba, ccc, abc]"
HW2-#1e: NFA to REX,((a|b)a*ba)*(((a|b)a*b)?),((a|b)a*b(a?))*|((a|b)a*ba)*,"positive example:[, ba, abba, baaab, bba, ababaab, bab, aba, abab, aab, bbaabab, abaaab, aabab, bbaa, babab, bbaab, abbababab, aaabab]
negative example:[abaaa, baabb, ababbb, aabb, bbababa, abaabb, bbaabba, aaabba, abbbbba, bbbba, aabba, bababbab, baaaa, aabbab]"
Odd number of 1s,0*10*(10*10*)*,(0|1(11)*)+,"positive example: [0, 1, 000, 111, 0111, 11111], negative example: [01, 10, 110, 1110, 101]"
Contains baa and ends with b.,(a|b)*baa(a|b)*b,[ab]*(baa)+[ab]*b[ab]*,"positive example:[babaab, aababbaaaabaa, bbaab, aababbaaaabbb, aabbaaab, babbaaaab, abbaabbb]  
negative example:[baaaa, baba, aa, babb, baa, aabbbab, baabab, abbb, baaab]"
Every b followed by two or more a's,(a|baa)*,(((b)*(a)(a))*(a*))*,"positive example:[, aaaa, baaa, aabaa, baaabaa, aaa],negative example:[bab, abba, bbabaa, baaab, aabab]"
contains no 00 nor 11,1?(01)*0?,((0|1)|(1|0))*,"positive example: [00, 11, 0101, 1010, 0110, 1001], negative example: [0, 1, 01, 10, 111, 000]"
Odd number of b's,(a*ba*b)*a*ba*,a*(ba*(bb)*)(ba*(bb)*)*a*,"positive example: [abab, aababb, abbbbb], negative example: [baaa, bba, abb]"
Odd number of 1s,0*10*(10*10*)*,(0*(10*1)*0*10*)*|(0*10*10*),"positive example:[, 0, 1, 01, 10, 11, 000100, 000111, 110, 1010, 0101, 101, 000101]  
negative example:[000, 0, 111, 001, 1100, 1110, 0010, 1011, 0110, 1001]"
even number of 1's,(0*10*10*)*|0*,0*(1+0*1+0*)*,"positive example:[, 111, 0001100, 1100110, 001111, 010101, 000, 10001000]  
negative example:[0010, 101011, 1110, 1000101, 010]"
Odd number of b's,(a*ba*b)*a*ba*,(b|a+|a*ba*(ba*ba*)*a*),"positive example: [b, aaa, aab, ab, ba, aaab, bbba, bbb, abbaabbb, aaabaabb]  
negative example: [abb, bbbab, baabaabb, aaabab, bbbb, aba]"
Contains baa and ends with b.,(a|b)*baa(a|b)*b,(b*a*)*|baa|(b*a*)*|b|b*,"positive example: [aa, , bb, baa, b, a, ba, bba, abb], negative example: [bbb, aab, aba, baaab, bab]"
HW2-#1e: NFA to REX,((a|b)a*ba)*(((a|b)a*b)?),(((a|b)a*b)|((a|b)a*ba))*((a|b)a*b)?,"positive example:[a, b, babaaba, bababa, abbabb, aabbb, babab, bbaaba, abbaaba, bababbb, bbababa]  
negative example:[abaa, bbbab, aaab, baaab, babaaa, bbaaaa, abababaa, aabb, baaabb, babbbbb]"
At least one a followed by one b,a+b,(a|a*b),"positive example:[a, ab, aab, aaab],negative example:[b, aa, abb, aba]"
non isolated 'b',(a|(b*bb))*,(a|b+)*,"positive example: [aa, , bb, aab, b, aabb, ab, aaa, bbbb], negative example: [ba, abba, bab, ac, cb]"
Odd number of b's,(a*ba*b)*a*ba*,(a)*b(a|(ba)*b)*,"positive example:[ab, aab, aaab, abba, abbaba, abbb, aabbb, aaabbba]  
negative example:[a, aaa, ba, abab, aa, bb]"
At least one a followed by one b,a+b,(a|b)a*b,"positive example:[ab, bb, aaab, baab, bab, aab, b, aaab, baa]

negative example:[, bbaaabba, a, aaabb, abbb, abba, bbbb, abab, bbab, baabb, bbba, abaaabba, aaa, ba, aabbb]"
non isolated 'a',(b|(a*aa))*,(b*a*(aa)*b*)*,"positive example: [aa, , bb, aaaa, bbaa, aab, baa, baab]
negative example: [a, b, ab, ba, aba, bab, aaa, bbb]"
At least one a followed by one b,a+b,aa*b+,"positive example:[ab, aab, aaab, aaaaab, aaabb, abbb],negative example:[baab, b, a, aaa, aba, bb, aaaa, abba]"
Odd number of b's,(a*ba*b)*a*ba*,(a|ba*)*ba*,"positive example: [ba, aaba, baa, a, bba, abba], negative example: [b, aa, aba, abb, bab]"
At least one a followed by one b,a+b,(a*)(b),"positive example: [ab, aab, aaab, b], negative example: [aa, bab, baa, aabab]"
HW2-#1e: NFA to REX,((a|b)a*ba)*(((a|b)a*b)?),((a|b)a*b+a)*((a|b)a*b+)?,"positive example:[aaa, ababb, ababbb, aabbb, baaaa]
negative example:[babaaab, bbaaabbb, baaababb, aaabbaa, abbabab]"
HW2-#1e: NFA to REX,((a|b)a*ba)*(((a|b)a*b)?),((aa*ba?)|(ba*ba?))*,"positive example:[ab, bab, ababb, babab, aaabba, baaab, aabab, aabbb, baba, ababa, abab, bbabab, babba, aab, baab]
negative example:[bbbbabab, aba, bbbbba, aaabb, aabaabab, bababaa, baaba, baabab, abbaa, aabb, abbba, baa, aabaaa, bbbba, abbbaa]"
HW2-#1e: NFA to REX,((a|b)a*ba)*(((a|b)a*b)?),(((a|b)a*ba)*|((a|b)a*b)?)*,"positive example:[, a, b, aba, baa, abab, babb, bbabba, abba, abaa, ba, bba, abbab, abbaba, baaab, baaaba, bbab, bab, aaab, abaaaa, ab],  
negative example:[aaa, bbbbaa, abb, baaaa, babba, aabb, bbabaa, abbbbb, bbabab, abaaaaaaaa, abaa, aaaabba, bb, bababab, aaaaa]"
HW2-#1e: NFA to REX,((a|b)a*ba)*(((a|b)a*b)?),(((a|b)a*b(a?))?)*,"positive example:[aaa, aaab, aba, abba, ba, bbaa, baba, bbaba, bba, bbbb, bbab, ababab, ab, aabbaa, baab, baa, a, abbaab, bab]
negative example:[aaaab, abaa, aaaa, abb, baabab, bbaaaa, bbba, aabb, baaab, abbbba, baa, babab, bbababba, aaabaa, abababba]"
Odd number of b's,(a*ba*b)*a*ba*,a*b((ba*|a)*)a*,"positive example: [ab, aabaa, aabbb, aba, abaa, aababa, baa, bba, aa, abaaba],  
negative example: [aa, bbb, bab, abb, baaa, aaab, bb]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0*(01)*0|1*(10)*1)*,"positive example: [00, , 11, 010, 101, 0110, 1001]  
negative example: [01, 10, 0011, 1100, 0101]"
"{0^k s 0^k | k >= 1, s in {0,1}*}",0(0|1)*0,((1*|0*)(0*1*)*(0*|1*))*,"positive example: [00, , 11, 0101, 1010, 0011, 1100, 000, 111]  
negative example: [0010, 0100, 1101, 0, 1, 100, 011]"
At least one a followed by one b,a+b,a*(b),"positive example: [ab, aab, aaab, b, aaaaaaaaaab]  
negative example: [a, ba, aabb, aaabab, bba]"
Length 2 and 3,(0|1)(0|1)|(0|1)(0|1)(0|1),[0-1][0-1][0-1]*,"positive example:[000, 111, 010, 101, 0011],negative example:[, 0, 1, 01111, 11110]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((0|1)*(((01)(0|1)*(10))|((10)(0|1)*(01))|(010)*|(101)*)(0|1)*)|0*|1*,"positive example: [00, , 11, 010, 101, 010101, 101010, 0110, 1001, 110, 0011], negative example: [011, 1010a, 02, 1a, 1102, 10011b, abc, 10010, 11001]"
Every b followed by two or more a's,(a|baa)*,(a|b)*((b)*(aa))*,"positive example: [aa, bbaa, ba, baa, aaaa, bbbaa], negative example: [a, b, baaa, ab, abb, bab]"
Contains baa and ends with b.,(a|b)*baa(a|b)*b,(a*b*(baa+)*a*b*)*b+,"positive example: [b, ab, aaaab, baab, baaab, abbb, aaabb, abaabbb]

negative example: [bbaba, aabbaa, abbaba, baa, bbbbaa, aabab]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(b*a*)*a*a*a,"positive example: [aaaaa, aabaaaa, bbaaaa, baaa, baaabaa, abbaaaa, baba, aba, abaa]

negative example: [abb, baab, aabab, baaabb, bbba, ababb, bbb, aababba, bba]"
non isolated 'b',(a|(b*bb))*,(a|b|ba|ab|aba)*,"positive example:[aa, , bb, aba, ababab, baab, abaaba], negative example:[aaa, bbb, bab, abab, baa, bababa]"
contains 'bab',(a|b)*(bab)(a|b)*,(a|b|bab)*,"positive example: [aa, , bb, ab, baba, bbaa, babab, aaaa]  
negative example: [babaa, abab, ba, baa, bbb]"
contains 'bab',(a|b)*(bab)(a|b)*,(a|b|bab)+,"positive example:[a, b, bab, aa, ab, ba, babbab, aba, bbba],negative example:[c, ababab, bbaa, abc, aababa]"
even prefix,(ab|ba)*,(ab|ba)*(aa+bb+ab+ba)*,"positive example:[baba, , ab, aabbabbaaaabbabba, aabbabba, abba, aaaabbbbabbbbaaabbabba, baab, ba, abab]  
negative example:[bab, aab, baa, aabbabbaa, aaaabab, aabbbbabaa, aabba, aabbabbaabb, aabbabbaaba, aabbaa, baaabba, aabbabbaba, aabbabb, abaabb, aabbbbab, abb, aba, bbaabba, bbb, aabaa, aabbabbaaab, aabbabbaaaa, aabbabbbbaaabba, aabbabbabb, aabbabab, abaabba]"
At least one a followed by one b,a+b,(a|b)*(a)b,"positive example:[ab, aab, bab, aaab, bbab],negative example:[abba, baa, ababa]"
non isolated 'a',(b|(a*aa))*,b*|(a|b)*aa(a|b)*,"positive example:[bb, , abbaa, abaa, bbaaaa, bbaabb, bbb, abbbaa, aaa, abaaa, baaa],negative example:[abb, a, aba, bbaba, abbbab, aabaa, baa, bab, aa, abab]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(aa|ab|ba|bb|b)*(aaa)a*,"Positive example: [bbabaaa, aabaaa, aabbaaa, abaaa, aaabbaaa, aaabaaa, aaaaabaaa, abbaaa]  
Negative example: [abb, aaba, abaaaaaba, aaabbb, aaab, abaa, aabb]"
At least one a followed by one b,a+b,a[ab]*b,"positive example:[ab, aab, abab, aabb, aaab, aaabb], negative example:[a, b, abb, ba, abba, aabaa]"
Odd number of 1s,0*10*(10*10*)*,(0*10*1*0*)*,"positive example:[, 11, 01, 000100, 000111, 10, 101, 1100, 001100, 0110100, 0001101],negative example:[0, 000, 111, 001, 10, 1010, 1111, 0000]"
even prefix,(ab|ba)*,((ab)*(ba)*)*|(aa|ab|ba|bb)*(a|b),"positive example:[bba, abb, , ab, aba, bab, baa, bbb, aaaaa, aabbb, bbbbb, bbaaa, ba]  
negative example:[baaa, babb, aaaaaa, aabbbb, abaa, abbb, aaaa, aabb, bbaa, bbbb]"
Contains baa and ends with b.,(a|b)*baa(a|b)*b,(a|b)*baa*(a|b)*b*,"positive example:[baabaaa, abbaa, baaabbb],negative example:[bb, aaab, aabb]"
Every b followed by two or more a's,(a|baa)*,(a|(b*aa+))*,"positive example:[a, aa, baaa, bbaa, abbbaaa, baa, bbaaa, b, bbaa, aabbbaaa, baabaa]  
negative example:[bbaaaa, aabaaaba, aabaaab, baabaaaba, baababaa, ababa, aabaaabab, baabbbabbbab]"
"Same number of occurances of ""01"" and ""10""",(0(0*|1+0)*)|(1(1*|0+1)*),0(0|1)*0|1(0|1)*1|1*|0*,"positive example:[, 000, 111, 010, 1001, 111100, 00000, 0110]  
negative example:[10, 01, 0011, 1100, 10101, 1010001]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,((a|b)*(a|b))+aaa+,"positive example:[ababaaa, bbbaaa, abbaaaa, aabaaaa, baaabaaa, babaaaa, abaabaaa, aaaaa, aabbaaabaa, bbbabaaa, abbbbaaa, bbaaabaaa]  
negative example:[aaaa, aabab, abbb, bbb, aaab, aba, bab, bbaa, ababa, ababba, abaaba, bbbba]"
"{0^k s 0^k | k >= 1, s in {0,1}*}",0(0|1)*0,(0(0|1)*0)|(1(0|1)*1)?,"positive example:[1001, 000, 0011110, 111111, 01], negative example:[1101110, 0011011110, 10000, 1110, 0]"
even prefix,(ab|ba)*,(ab|ba)*((a|b)(a|b))*,"positive example: [aa, bb, ababab, baba, aaaa, abbaab, baabba, ababababab, babababa]  
negative example: [aaa, bbb, ababaa, aabbab, abbac, babbaaa]"
At least one a followed by one b,a+b,(a|b)*a(a|b)*b(a|b)*,"positive example:[abaab, aabb, babab],negative example:[ba, a, bbbb]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(a|b)*aaa*,"positive example:[aaaaa, baaabaa, baaa, abbaaa],negative example:[abab, abb, baa, bbaaaa]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(a|b)*aaa+,"positive example:[aaaaaa, baaabaaa, abaaa, aaaabaaa, abbaaaa, baaaa],negative example:[abbba, baab, aaabb, abbabaa, aaabaa, aabaa, bbb]"
even prefix,(ab|ba)*,(aa|bb|ab|ba)*(aa|bb)*,"positive example:[aa, bb, aaaa, bbbb, ababaa, baabba, aaabab, abbbaa]
negative example:[aaa, bbb, baab, abab, aabaa]"
At least one a followed by one b,a+b,(a*b|a),"positive example: [a, ab, aab, b, aaab, aaaaaab]  
negative example: [baa, abba, ba, aba, aaba, bbb, aaabbb, bab, aa, bb]"
non isolated 'b',(a|(b*bb))*,(a|b|ba|ab)*,"Positive example: [aa, bb, ab, ba, abab]  
Negative example: [aaa, bbb, abc, aab, baa]"
Odd number of 1s,0*10*(10*10*)*,[0-1]([0-1])?(([0-1])?)*,"Positive example: [0, 1, 00, 01, 10, 11, 000, 111]  
Negative example: [2, 22, A, 012, 1102, a, 111A]"
even number of 1's,(0*10*10*)*|0*,(0|1)*,"positive example:[0, 1, 0101, 1100, 101010],negative example:[2, 01a, 001b, 0 1, abc]"
even number of 1's,(0*10*10*)*|0*,(0|1)*1*,"positive example: [00, 0, 111, 101, 01]  
negative example: [2, 1102, 01a, abc, 10x]"
even prefix,(ab|ba)*,(ab|aabb|ba|bbaa)*,"positive example:[ab, aabb, ba, bbaa, ababab, baaabb, baba, aabbab, babaa, bbaabb], negative example:[aba, bab, abb, aa, aabaa, aab, aabba, baa, aabab, aabbbb]"
non isolated 'b',(a|(b*bb))*,(a|b|ba|ab|aba)*(aba)*,"positive example: [aa, aba, ababa, babaa, ababab, aababaa], negative example: [abaaa, abab, baa, abababa, bab, abaab]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(a|b)*(aaa)a*,"positive example:[aaa, aaaa, abaaa, baaabaaa, baaaa, baaaaa, bbaaa, abbaaa, aaabaaa, baabbaaa]  
negative example:[bb, a, baa, aabb, aaba, aaab, abb, bbaa, baaaabba]"
even prefix,(ab|ba)*,(ab|ba)*(aabb+bbaa+ba+ab)*,"Positive examples: [ab, ba, abab, baba, ababab, bababa, abaabbbbaabaab, aabbbbaabaaaab, baaabbbbaabaab, babaaabbbbaabaab, aabbbbaaaabaab]

Negative examples: [aaa, baa, abb, aabbba, abaab, bab, abaa, abaabb, aabbbbbbaaaa, aabbbbaabaaba, aabbbbaabaabaabaa]"
even prefix,(ab|ba)*,(bb|aa|(ab|ba)*)*((aa)|(bb)|(ab)|(ba))*,"positive example: [aa, bb, aaaa, bbbb, abab, baba, abba, baab]  
negative example: [aaa, bbb, aab, bba, aabbb, babaa]"
"{0^k s 0^k | k >= 1, s in {0,1}*}",0(0|1)*0,0(0|1)*0|(00)*,"positive example: [010, 0000, 001100, 000, 0010, 0011100]  
negative example: [1, 011, 1001, 0001, 1010, 111]"
Non-empty sequence of a's or sequence of b's followed by sequence of a's,b*a*,((a+)|b+a*)*,"positive example:[aa, b, bba, a, ab, aab, aaa, bbaa], negative example:[baba, c, abb, baa, aabbb, baaa]"
even prefix,(ab|ba)*,((ab|ba)+(aa|bb|ba|ab)*)?,"positive example:[, ab, ba, abab, baba, abba, baab, abaabb, bababa]  
negative example:[bba, baaaa, a, babbb, b, bab, baa, bbb, abaaa, abbbb]"
Odd number of b's,(a*ba*b)*a*ba*,a*b(ba+b)*|(a*|bb*)*,"positive example: [aa, aab, bba, ba, abb, ab, aaa, bb, abaaa]
negative example: [bab, bbb, abab, abbba, b, baa]"
even prefix,(ab|ba)*,((aa)*|(ab)*|(ba)*|(bb)*)*,"positive example:[aa, , bb, aaaa, bbbb, ababab, baba, aabbaabb], negative example:[aaa, bbb, aab, bba, aaaaaa]"
non isolated 'b',(a|(b*bb))*,(a*b+a*)*|a*,"positive example:[aa, , bb, a, b, aaa, ab, aab, baa, abab], negative example:[abb, ba, bbb, abba, bab]"
Length 2 and 3,(0|1)(0|1)|(0|1)(0|1)(0|1),"(0|1|10|11){2,3}","positive example:[11, 101010, 111, 101, 110, 1010, 1001, 1011, 0101, 0110, 1100, 0111, 1001, 1111, 0100, 1000]

negative example:[101000, 111101, 1111111, 1001000, 01000, 0000, 00111, 11001, 01101, 00100, 10000, 110111, 0001, 111000, 010000]"
At least one a followed by one b,a+b,(a|a*)(b),"positive example:[ab, aab, b, aaab]  
negative example:[abb, a, bab, aaa]"
At least one a followed by one b,a+b,(a+b)*,"positive example:[, a, b, aa, bb, ab, ba, abab, baba],negative example:[abb, babba, baa, bbaaa]"
At least one a followed by one b,a+b,(a+b)+,"positive example:[ab, aba, ababab, aab, abb], negative example:[bba, baa, abaa, aa, bb, baaa]"
HW2-#1e: NFA to REX,((a|b)a*ba)*(((a|b)a*b)?),((a|b)a*ba?)*,"positive example:[, abb, bbabaa, aaaba, bab, baa, aab, abba, ab, bbaa, baba, baaab, aabb, bbaabaa, abab, aba, bba, ababab, bbabaa, bbaabab]
negative example:[abaaa, aaabb, abbbb, baaaa, aaaaa, bbbba, abbbba, bbbaa, aabaa, bbaba, abaabb, aabbb, babbaa, bbabab, abbaba]"
"Same number of occurances of ""01"" and ""10""",(0(0*|1+0)*)|(1(1*|0+1)*),(1+(0+1)*1*)*|(0+(1+0)*0*)*,"positive example: [00, , 111, 1001, 0100, 1011]  
negative example: [011010, 110, 0001010, 1010001, 01001]"
contains no 00 nor 11,1?(01)*0?,((0|1)|(01|10))*,"Positive example: [01, 10, 010, 101, 0101]

Negative example: [00, 11, 02, 110, 111]"
Odd number of b's,(a*ba*b)*a*ba*,a*b(bb*|a*)*,"positive example: [aabaa, aabbb, abb, aab, ab, a, b, aa, aabba, abbb, aabb, aabaaa], negative example: [aa, ba, baaa, bba, bab, bbbb, bbbaba, abba, aabbbbbb, babb]"
even prefix,(ab|ba)*,(ab|ba)*(ab+ba)*,"positive example: [babaab, abbba, abbabaab, abbbaabbba, abbaab, abbbba, abbbbbaabba, baab, ba, abab, abba, bababa, babaab]

negative example: [aaa, abbbaabbabb, abbbaabbb, bab, aab, abbbaabb, baa, abbbbbaa, abbaa, abbab, abbbbbaaaa, abbaabb, abbbaab, abbb, baabb, bba, abbbaaab, abb, aba, abbbaabab, abbbaabaa, ababb, abaa, bbbbaab, abbbaabbaba, aaaa, bbb, aa, bb, abbaabbab]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,((a|b)*(a|b))(aaa)+,"positive example:[babaaa, baaabaaa, aaaabaaa, aaabbaaa, aaabaaa, abbabaaa, bbbabaaa, baabaaa, aaaaaabbaaa, aabaaa, aabbaaa, baaaaabbaaa, baabbaaa, babbaaa]

negative example:[, bb, ab, baaaba, baaaaabb, aaaab, aabaa, aaabbb, aabb, baaab, babb, babaa, aabaaba, aaaaba, aaaaaabb, babaaba, baabbb]"
Contains baa and ends with b.,(a|b)*baa(a|b)*b,((a|b)*baa(a|b)*)*b,"positive example: [babaab, b, bbabaaaabab, abaab, aaabaab, bbaabbbab, abbaab, bbbaab, baab, baabaab]

negative example: [baba, abb, , aba, babb, a, bbaaa, baa, bbaabaabbbaba, bbbbab, aaab]"
"Same number of occurances of ""01"" and ""10""",(0(0*|1+0)*)|(1(1*|0+1)*),1*|0*|1+(0*1*)*1+|0+(0*1*)*0+,"positive example:[1, 0, 111, 000, 110011, 0001000, 01110, 010101], negative example:[1001, 011001, 101110, 000110, 01010, 101001]"
Contains baa and ends with b.,(a|b)*baa(a|b)*b,(a|b)*(a|b)*b,"positive example:[b, bab, abb, aaab, ababab], negative example:[aaba, baba, aaa]"
"{0^k s 0^k | k >= 1, s in {0,1}*}",0(0|1)*0,0+|(0|1)*|0+,"positive example: [0, 00, 000, 1, 01, 10, 11, 0110, 1011, 0101], negative example: [2, 12, abc, 0112, 110a, 001x, x00]"
non isolated 'b',(a|(b*bb))*,((a|b)*|bb|(a|b)*)*,"positive example:[aa, , bb, ab, ba, aaa, a, b], negative example:[aabbcc, abc, babc]"
Every b followed by two or more a's,(a|baa)*,(a|b)*(baa)*,"positive example: [baa, abbaa, aabaa, bbaabaa, abbaaab]
negative example: [aab, ba, abb, bababa, aaab]"
"Same number of occurances of ""01"" and ""10""",(0(0*|1+0)*)|(1(1*|0+1)*),1*(0+1+0*)*|0*(1+0+1*)*,"positive example:[0, 1110, 0101, 11000, 01111],negative example:[02, 11020, 1x0, a100, 1111b]"
even prefix,(ab|ba)*,((aa)|(ab)|(ba)|(bb))*,"positive example:[aa, ab, ba, bb, aaaa, abab, baba, bbbb, aabb, bbaa],negative example:[aaa, bbb, ababba, aab, abbba]"
Every b followed by two or more a's,(a|baa)*,(a|(b|aa*))*,"positive example:[a, b, aa, aaa, aba, baba], negative example:[ab, ba, aab, bbba, aaba]"
"Same number of occurances of ""01"" and ""10""",(0(0*|1+0)*)|(1(1*|0+1)*),0*|1*|0+(1*0*)*|1+(0*1*)*,"positive example: [00, , 11, 0, 1, 010, 1001, 110, 0011, 0101], negative example: [1010, 1100, 0110, 1000, 101, 0100]"
first and third,a(a|b)a(a|b)*,(aba|aaa|aab|abb|bba)(a|b)*,"positive example:[abab, abaa, abba, aaab, aabb, bbaa, aaaaa, abbab]  
negative example:[a, b, aa, bb, bbb, baaa, ab, b, bbbb, ba]"
HW2-#1e: NFA to REX,((a|b)a*ba)*(((a|b)a*b)?),((a|b)a*ba)*((a|b)a*b)?a?,"positive example:[a, bbaababaab, bbaaba, bbaaab, bbaaaabaa, ba, aab, baa, bbaab, baab]
negative example:[bbaaabb, baabaababbbaa, baabaababbbbb, bbaabb, bbaaaa, bab, ab, aaab, bbab, abaa]"
