Short Description,regex,Attempt Regex,ChatGPT Output
Odd number of b's,(a*ba*b)*a*ba*,ba*|a*b,"positive example:[b, ba, baa, ab, aaab, aab, b, aab, bba, ab],negative example:[aaabaaabba, abb, aaa, abab, abbb, bbb, baab, abba, baab, bab]"
Odd number of b's,(a*ba*b)*a*ba*,(a*ba*ba*)*a*ba,"positive example:[ba, bba, bba, abab, abba, aababa, babababa, aba]
negative example:[baa, ab, bb, aba, bab, aa, bbbaa, bbaa]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,aa*bb*aaaa*,"positive example:[aabb, aabbbb, aaaabb, aaaabbbbb, aabbaa, aaabbbaaa, aaabbaa, aaaabbaa],negative example:[, aa, abb, bb, ab, baa, abaa, abbbaa, aaaa, abbba, baaa, abbabba, aabbb, abaaaa, abab]"
Every b followed by two or more a's,(a|baa)*,aa*(baaa*)*,"positive example: [aa, aaa, aabaa, aaaa, aaaba, aaabaa, aaabaaa]  
negative example: [a, ab, ba, baaa, aab, abaa, aaabaaaab, aabba]"
Odd number of b's,(a*ba*b)*a*ba*,(aa|bb)*b,"positive example:[bbaab, bbb, aab, aaaab, b, bbaa, bba, bbbaa, abab, ab, bbbbbbb, aabbb], negative example:[aa, bb, abb, aaa, bba, bababb, baaa, aba, bbbba, aabba, baa, ba, baab, abaa, aaaa]"
Odd number of b's,(a*ba*b)*a*ba*,(abab|bb|aa)*b,"positive example:[bbaab, bbb, aab, ababb, aaaab, ababaab]  
negative example:[aa, bb, aaa, bba, aba, ab, abbb, abba, aabb, bbbb, abaabb, ababa, ababbaa, ababbab, abaaaaba]"
Odd number of b's,(a*ba*b)*a*ba*,(aa)*b(bb)*,"positive example:[b, aab, bbb, aabb, aabbb, aaaab]
negative example:[aa, abb, aba, bbba, bab, bbaa, baaabba, bbab, a, ba]"
Odd number of b's,(a*ba*b)*a*ba*,b{1},"positive example:[b],negative example:[aaa, bba, , bab, baa, bbb, abbab]"
Odd number of b's,(a*ba*b)*a*ba*,(b)(bb)*,"positive example: [b, bbb, bbbbb, bbbbbbb], negative example: [bb, bbbbbb, a, ab, abb, ba, bbaa]"
Odd number of b's,(a*ba*b)*a*ba*,(b{1}a*)|(a*b{1})|(a*b(bb)*),"positive example: [ab, bbbbb, baaa, b, aaabbb, ba, bb, baa, aaaabbb, abbbb]  
negative example: [abb, """", aaa, aaabbbb, abaa, abba, bbbb, bbaa, bbabaabb, abab, baba, babb, baaab, bbba, aabb]"
Odd number of b's,(a*ba*b)*a*ba*,(a*b{1}a*)|(b{1}a*)|(a*b{1})|(a*b(bb)*),"positive example:[b, ab, aab, bbbbb, aabaaa, bbbb, aaaaab, bb, aaaaabbb, babbb]
negative example:[bbbbaa, ba, abab, abba, aabb, aa, baaa, bbaab, bbab, babba]"
Odd number of b's,(a*ba*b)*a*ba*,(b(a*)(bb)*)|(a*b{1}a*)|(b{1}a*)|(a*b{1})|(a*b(bb)*),"positive example:[ba, baa, baaabb, aab, abbb, aabbb, ab, b, baabbb]  
negative example:[aaa, baaaba, ababb, aaaa, bba, aaabbaa, ababa, abbbba, abb]"
Odd number of b's,(a*ba*b)*a*ba*,(b(a*)(bb))|(a*b{1}a*)|(b{1}a*)|(a*b{1})|(a*b(bb)*),"positive example:[baaabb, babb, bbbbb, baaa, b, bbb, abaaa, abbbbb, aaab, ba, aba, bab, ab, aaabbb, aabb, aab, aa, bb, abb, aabbb, bbaaaaa, abab, aaabab]

negative example:[bba, babbaa, babbbb, , babbba, a, ababb, abbbb, aaabba, abbababb, bbbab, bbbaa, babaa, baaab, bbbbba, bbbba, babab, abbaaa, abaaab, ababa, babbab, bababa, abaab, baa, bbaa, abba, baab]"
Every b followed by two or more a's,(a|baa)*,((a)*baa(a)*)*,"positive example:[, baaaabaa, aaabaa, abaa, baabaa, baaa, baa, baaaabaaa, aabaaa]
negative example:[baba, baabb, abb, babb, aba, a, bbaaba, baaba, aaab, bbbb, baaaab, b]"
Contains baa and ends with b.,(a|b)*baa(a|b)*b,a*b*baaa*bb*,"positive example:[abbaaabb, aaabbbaaaabb, bbaaaabbb],negative example:[ab, baa, bba, abbb, baab, aaa, baaab, bbb, babbb]"
Contains baa and ends with b.,(a|b)*baa(a|b)*b,(bb*aa*)*baaa*bb*,"positive example:[baaabb, bbaaaabb, baaaabb, bbaaaabbbbb, babbbbaaaabbb, baababbaaaabb, bbaaaabbaabb, bbaaabaaaabb, bbaaaabbbb, bbbbbaaaabb]  
negative example:[aabbbb, baa, aba, baabbaaaa, bab, baaababbb, aabbba, baaab, bbaabba, bbbbb]"
Every b followed by two or more a's,(a|baa)*,((b)(a{2})a*)|(a*(b)(a{2})a*),"positive example:[aabaa, aabaaaa, baaa, aab, a, baaa, baa]  
negative example:[baabb, baba, aa, babb, aabbaabba, bbb, baaba, baaaab, ba, abab]"
Every b followed by two or more a's,(a|baa)*,((b)(a{2})a*)|(a*(b)(a{2})a*)|(a*),"positive example:[aa, , aabaaaa, a, aabaa, baaa], negative example:[aababbaabb, baba, baabb, bba, aaba, bbb, aab, baaaaba, baab, abab]"
Contains baa and ends with b.,(a|b)*baa(a|b)*b,(a*b*|b*a*)*(baa)a*b+,"positive example:[bbaab, abaaabb, aaabbaaabbb, baabaaab, baaabbb, baaab]
negative example:[aa, baaaa, babb, bbaaabb, abbaaab, aabb]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,ab(aaa),"positive example: [abaaa], negative example: [aaa, , a, ab, aba, baa, bbb, aab, ababb, abaa, abbb, abba, abaaba, abaabb, abaaaaa, ababa, abaaabb]"
Odd number of b's,(a*ba*b)*a*ba*,(a)*(b)((a)*(bb))*,"positive example:[b, babb, babbb, bba, bbaabb, baaabbb],negative example:[bb, aab, bab, aba, baa, abbb, baaaa]"
Odd number of b's,(a*ba*b)*a*ba*,(b)((a)*(bb)*)*,"positive example:[b, ba, babb, babbbb, baabb, bbb, bbaabb, babababb], negative example:[bb, aaa, bba, ababb, baabbb, a, abab, ab]"
Odd number of b's,(a*ba*b)*a*ba*,(a)*(b)((a)*(bb)*)*,"positive example:[b, baabb, bbbbb, bbba, aabbb, bbb, ba, baa, bb, bba, abbb]
negative example:[aa, bbbaba, aabbbba, baababaabb, bbaa, bbbb, aba, abba, babbb, abab, aaab]"
Odd number of b's,(a*ba*b)*a*ba*,a*(b(a*b{2})*)a*,"positive example:[b, baabb, bbb, aabbb, bbba, bbbbbb, baaabb]
negative example:[bbbab, aa, baababbab, bbaaa, aabbbb, bbbb, abab, abb]"
Every b followed by two or more a's,(a|baa)*,"((b)(a{2,})a*)|(a*(b)(a{2,})a*)|(a*)","positive example: [aa, , aabaaaa, a, aaa, aaaa, baaa, aaaaa, baa, baaaa]  
negative example: [baabb, baba, bba, babb, aaba, bbb, aab, aabaabaabba, baaaab, ab, abaa]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,"(ab|ba|bb|aa){2,}a{3,}","positive example: [aaaabbaaaa, bbbaaabbaaa, abababbaaa, aabbaaaaaa, bbbbaabaaa, bbababaaa, aabbabaaaa, babaabaaaa, aaaabbbaaaa, aabbbbbbaaa]

negative example: [abab, bbaaabb, aaba, bbaaaaaab, aabab, aaaa, bbbbaaab, bbbbbbaaa, abb, baabba, abbaaa]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,"(ab|ba|bb|aa)a{3,}","positive example:[abaaaaaa, baa, aa, bbaaaa, aaaaaa, bbaaaaaa],  
negative example:[aaab, aaaaab, bba, abaa, aaaa, abaaa, bbbb, bb, aba, ab, a, bbaabaa]"
Odd number of b's,(a*ba*b)*a*ba*,((a)*b)(((a)*b){2})*,"positive example:[bb, abbb, aabbab, babb, aababab],negative example:[abab, baa, bbaab, aaab, bababa]"
Odd number of b's,(a*ba*b)*a*ba*,(a*ba*)(a*bba*)*,"positive example:[ba, baabba, babba, a, aabbba], negative example:[aaa, bbb, abbbb, abba, bbaaba]"
At least one a followed by one b,a+b,(ab),"positive example:[ab],negative example:[aaa, , babaa, a, bbb, aab, abaa, abbb, abba, abab]"
Odd number of b's,(a*ba*b)*a*ba*,a*ba*(a*ba*b)*,"positive example:[ba, baa, bba, bbaab, baaba, babaaba, baab, babb, babba, baba], negative example:[aaa, babbb, bbb, abab, abba, bbaa, aaaa, bb, aba, ab]"
Every b followed by two or more a's,(a|baa)*,"(ba{2,})*","positive example:[baa, baaa, baaaabaa, baabaa, babaaabaa]
negative example:[aa, baba, baabba, bb, babb, abbaab, baaaaba, baab, baabbb, ba]"
Odd number of b's,(a*ba*b)*a*ba*,a*b(ba*b)*,"positive example:[b, ab, abb, aaaab, bbaabab]
negative example:[ba, baa, aaaa, abba, bab]"
Odd number of b's,(a*ba*b)*a*ba*,a*b(ba*b)*a*,"positive example:[ba, aaab, bbaab, baa],negative example:[aba, aab, abba, baaabab]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(aa|ab|bb|ab)(a*|b*)aaaa*,"positive example:[bbbbaaa, bbaaaaa, aabaaa, abaaa, aaaaa, abbaaa]  
negative example:[bba, aaa, , abb, bbaaaaab, a, aba, bbaaaba, b, aab, bbaaabb, bbaabb, bbaa, bbbbaba, baaa, babb, bbbbabb, bbaaba]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(aa|ab|bb|ba)(a*|b*)(aaa)(a*),"positive example: [bbbbaaa, bbaaaaa, aabbaaa, aaaaaaa, ababaaaa, baaabaa, bbbaaa, aaabaaaa]

negative example: [aaa, bba, aabb, bbaa, aabaa, bbaabb, bbbbaa, aaaba, bbbaa]"
Every b followed by two or more a's,(a|baa)*,a*|(baa)*,"positive example:[aaa, , baabaa, a, baa, baabaaa],negative example:[baba, baabba, baaaa, bb, babb, baaab, b, baaba, ababaa, abbb, aaab, baabbb, bbaa, ab]"
Every b followed by two or more a's,(a|baa)*,a*(b(aa)+)*,"positive example:[aaa, b, a, baaa, baaaaaa], negative example:[bb, abab, baa, babaa, abaa]"
Odd number of b's,(a*ba*b)*a*ba*,a*b(a*|(bb)*),"positive example: [b, ab, aab, aabb, ba, baa, bab, bbb, bbbb, aabaaa]  
negative example: [baba, bbbab, aa, babb, baaab, bbbaa, aabbababb, bbaaa, bbbba, bbbbb]"
Odd number of b's,(a*ba*b)*a*ba*,b(a*|(bb)*)|a*b(a*|(bb)*),"positive example: [b, ba, baa, bbb, aab, bbbbb, aabaaa]  
negative example: [bbbab, aa, babb, baaab, bbbaa, bbbbba, bbbba, bbaa, bbbb, aabababbaa, bbab]"
Odd number of b's,(a*ba*b)*a*ba*,(a*|(bb)*|(bab)*)*b(a*|(bb)*|(bab)*)*,"positive example:[bab, babab, baabbaab, babbabaa, babba, baabb, baabbab, baaab, babaaa, baabababa],negative example:[b, aa, aaaaaa, abba, ab, bbaaba, aaabbb, baa, ababab, baaaaaa]"
Every b followed by two or more a's,(a|baa)*,(baa)*a*,"positive example:[, baa, baaaaa, baabaaa, a, baaa, baabaaaa]  
negative example:[baabba, baba, baaab, babb, abbbab, abaa, aaab, baab, baabbb, ba, aba, baaabaa]"
Odd number of b's,(a*ba*b)*a*ba*,(bb)*b,"positive example: [b, bbb, bbbbb], negative example: [bb, aaa, bba, bab, baa, ababb, bbbb]"
Odd number of b's,(a*ba*b)*a*ba*,a*b(a|ba*b),"positive example:[b, ab, aba, bb, bab, baa, aab, bba, ba, a],negative example:[aa, bbbbb, bbbaaa, bbbba, babab, aabba, abaa, aabbb, bbbbaa, baab]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(a|b)(a|b)(aaa)a*,"positive example:[bbaaaaa, aaaaaaa, baa, aba, baaaa, abaaa]  
negative example:[aa, , aaa, bb, bba, a, bbaaaaab, b, bbaaabb, aaaba, aabaa, aaaaaba, aaaa, bbaabb, bbaa, bbbbb, bbabb, aaaaba, aaaaaaab, bbbaaa, abba, bab, aaaaa]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(a|b)(a|b)a*b*(aaa)a*,"positive example:[aaabaaa, bbaaaaa, aaaaabbaaa, bbabaaa, bbaaa, aabaaaaa, aaaabaaa, aaaaabaaa, bbabbaaa, aaabbaaa, bbaaabaaa, aabbbaaa, aaabaaa, bbaaabbaaa, bbaabbaaa, bbaaaaabaaa, aaaaa, bbaabaaa, bbbaaaaa, aaaabbaaa]

negative example:[aa, bbabaaaaab, aaabaaaaab, bba, aaaaba, bbaaabb, a, b, aaaab, aaabaaba, bbbb, bbaaba, bbaa, aaba, bbaaaaab, bbaabb, bbaaaab, aabb, bbaab, aaabbbaaabaa, bb, aaaaaba, aaaba, aaababa, bbb, aaa, bbaaaba, aaaa, bbababb, aaabbbaa, aaaaaaab]"
Odd number of b's,(a*ba*b)*a*ba*,a*b(a|abb|bab|bba)*,"positive example:[abab, abba, aababb, bba, aab, abababbba, ababbab, abba, bbab, aba]  
negative example:[aaa, bbaba, bbb, babab, aaab, ababbabb, bbbab, ab, bababa, bb]"
Odd number of b's,(a*ba*b)*a*ba*,a*b(a|abb|bab|bba|bb)*,"positive example: [ab, abb, aabba, babbba, b, baa, abba, aabb, baaabb, abbba]  
negative example: [a, baab, baaab, bab, aba, babbab, aaba, aabbab, baaabab, bbab]"
Odd number of b's,(a*ba*b)*a*ba*,(a*|(bb)*)*b(a*|(bb)*)*,"positive example:[b, bbabbb, bab, baabb, babbb, babbbabbb, bbbbab, b, bababb]  
negative example:[babaa, ba, aba, bbba, ab, baabba, abab, aaaa, bb]"
Odd number of b's,(a*ba*b)*a*ba*,a*b(a*ba*b)*a,"positive example:[baabba, babba, bbba, bababa, bbaba, aabbba, baaaabba, baababa, baaaaba, abaabab, abba, abbba, baaba, baaabba, baabba, baba]
negative example:[bb, baabb, bba, babb, baaba, bbb, baa, aababa, baaaab, a, ab, b, aa, ababa, ababb, baabbaabab]"
Odd number of b's,(a*ba*b)*a*ba*,ba*(a*ba*b)*a*,"positive example:[baa, baaa, baabab, baaaa, bba], negative example:[b, a, abbaa, baaab, bab]"
Every b followed by two or more a's,(a|baa)*,"[a]*|[a]*[b][a]{2,}","positive example:[aa, , aabaaaa, a, aaa, aabaa, abaaa]  
negative example:[baba, bba, babb, aaba, baaba, bbb, aab, aabaaaabbbaab, baab, ab, baa, abb]"
Odd number of b's,(a*ba*b)*a*ba*,[b]{1}([b]{2})*,"positive example:[b, bbb, bbbbbb], negative example:[bb, aa, bba, bab, baa, abbaab, bbbb]"
Every b followed by two or more a's,(a|baa)*,a*|a*baa+|baa+,"positive example:[, a, aa, aaa, aaaa, baa, baaa, baaaa, aabaa, aabaaa, aabaaaa],negative example:[ba, bab, aba, abaa, abab, abaaa, bba, baaab, ab, aaba]"
At least one a followed by one b,a+b,ab,"positive example:[ab],negative example:[bb, , a, aabbab, abbb, abaa, aaaa, abba, abab, ba]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(aa|ab|ba|bb)aaa,"positive example: [bbaaa, aaaaa, abaaa, baaaa]  
negative example: [aa, , aaa, bb, bba, a, b, bbaaabb, aaaba, aabaa, aaaaaaa, aaaa, bbaabb, bbaa, bbbbb, bbabb, aaaaba, aba, baa, babaa, bbbaaa]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(aa|ab|ba|bb)(aaa)+,"positive example: [aaaaaaa, abaaaaaa, baaaaaa, bbaaaaaa, aaaaaaaa]  
negative example: [aaa, aa, , bbaaaab, bba, bb, a, b, bbaaabb, bbaaaaa, aaaaaab, aaaaaaa, aaaaaaaba, aaaaaba, aaabaa, bbabbb, bbaaaaabb, bbbb, aaba]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(aa|ab|ba|bb)+(aaa)+,"positive example:[aaabaaaaa, bbaaabaaaaa, aabaaaaaaa, aabbaaaaaa, bbaaabbaaaaaa, aaaaaabaa, bbbaaaaaa, aaabbaaabaaaaa, bbbbaaabaaaaa, aabbaaabaaaaa, aaaaabbaaaaaaa, bbababaaaaa, aabbaaaaaaa, bbaaabbbbaaaaaa, aaabbaaaaaaa, bbaabbaaabaaaaa, aabbbbaaaaaa, aaaaaaaaa, bbabbaaaaaa, aaababaaaaa]

negative example:[aab, aaaba, aaabab, aaaaaaabaab, bbaaaaaabaab, aaaaabaaa, bbabaa, bbba, aaaaaba, bbbbb, aabaab, aaa, bbaabab, bbaababaa, bbaaaaabab, aab, a, bbaaab, bbaaaaab, aaaabb]"
Every b followed by two or more a's,(a|baa)*,a*(b(aa)+),"positive example:[baaa, aabaaa, baaaa, aaabaaa],negative example:[b, a, bb, baa, baabba, aabaa, abaaaa]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,a+b+a+b+aaa+a,"positive example:[ababaabbbaaa, aabbbaaaaa, abbaaabaaaa, abaaaabaaa]
negative example:[aab, bbba, aabbaa, abaa, a, aaabbab, bb, bbbbb, aabab, ababaab, abbbaaa]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(a|b)(a|b)aaaa*,"positive example:[aaaaaaa, abaaaaaa, aabaaaaa, bbaaaa, abaaaaaaa],negative example:[aa, aaaaab, aaba, baaaa, abbba, abbaav, a, b, bb, aaaaaaaba]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,b+a+(b|a)*aaa,"positive example:[baaabaaa, baaaaaaaa, bbaaaa, bbbaaabaaa, baaaabaaa, baabbaaaa, babbbaaa, baaabbaaa, bbbaaaa]

negative example:[b, aaaa, abb, babaa, baaaa, babaaa, bb, baab, baabba, aba]"
Odd number of b's,(a*ba*b)*a*ba*,(a|bb|bab)*b(a|bb|bab)*,"positive example:[bab, bba, abb, baba, babab, babbab, ab, bb, aba, babbb, abab]
negative example:[ba, bbb, baa, babba, abba, b, aa, baab, a, bababa, abbaa]"
Every b followed by two or more a's,(a|baa)*,(a)*(baa)*(a)*,"positive example:[aa, , aabaaaaa, aabaa, baabaaa, baa, a, aaa, baabaa]  
negative example:[baba, baabb, babb, baaaba, baaab, baaba, aab, baaaaabb, aabbabaa, bbbb, abaa, b]"
Every b followed by two or more a's,(a|baa)*,(a)*(baa)*(a)*(baa),"positive example:[baa, baabaa, aabaaabaa], negative example:[aabb, baaa, baaab, aabaa, baaaa]"
Every b followed by two or more a's,(a|baa)*,(a)*(baa)*(a)*(baa)*,"positive example: [a, baaa, baabaa, abaa, aabaa, aabaaabaa, baaabaaa, baabaabaa]

negative example: [ba, aaab, baaabaaabb, aaaaabaaa, baab, ababab, baaab, baaaaba, baaabbaa, abaabb]"
Every b followed by two or more a's,(a|baa)*,(a)*(baa)*(a)*(baa)*(a)*,"positive example:[a, aaa, baa, baaabaa, abaaabaa, aaaabaaabaaa],negative example:[b, aba, bbbaa, baaaaab, baaabaaaabaa, baabaaaba]"
Odd number of b's,(a*ba*b)*a*ba*,(a)*(b)(bb)*(a)*,"positive example:[b, bbba, bbbbba, bbb, aabaaa, bbbba, aba, baaab, bbbaa, baaa, aabbaaa]  
negative example:[bbbab, aa, aabaaabbbab, babaa, bab, bbbb, bbaa, bbab, abba, abbbbaa, aaa]"
Odd number of b's,(a*ba*b)*a*ba*,(a)*(b)(a)*(bb)*(a)*,"positive example:[ba, bba, aabaa, abbba, abba, abbbaaaa],negative example:[bb, baab, a, bab, aababa, abbb, aabba, bbaba, bbbabaa]"
Odd number of b's,(a*ba*b)*a*ba*,(a)*(b|ba)(a)*(bb)*(a)*,"positive example:[ba, baaabba, baaaaaa, bba, baabbba, bbaaa, baabbbaaa, baa, baabbbba, aabba]
negative example:[aaaab, a, ab, bbab, bbbaab, abba, abbb, aabab, bbaaaab, bab]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,[ab][ab]aaaa*,"positive example:[abaaaaa, bbaaaaaa, aaaaa, aba, baa, bba, aa, baaaaaa, abaaaaaaa]

negative example:[bbb, abaab, ababb, aaa, aaaba, baaab, aab, abb, bb, bbaabaa, abba, aa, bbabab, aaaaaaaaaaba, aaaaaaa, baaaab]"
Odd number of b's,(a*ba*b)*a*ba*,ba*(ba*ba*)*,"positive example:[b, ba, baa, baabba, bab, bba, bbaaab, baab], negative example:[a, bbbaa, abab, baaaab, babab, bbbbb, ab]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(aa|bb|ab|ba)aaa,"positive example: [bbaaa, aaaaa]  
negative example: [aaa, aa, , bba, bb, a, b, bbaaabb, aaaaaaa, aaabaa, bbabbb, aaaa, bbaabb, bbbb, bbaa, aaba, aaaaba]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(aa|bb|ab|ba)aaa+,"positive example:[aaa, baaaa, aaaaa, bbaaa, aba, abaaaa], negative example:[a, bb, bba, aab, bbaa, abba, aaaaaaaaaa, aaaaab, bbaaaaab, aa, b]"
Every b followed by two or more a's,(a|baa)*,(b(aa)+a*)*,"positive example:[b, baa, baaaa, baaabaa, baabaa, baaaabaa],negative example:[aa, bba, baba, baabb, babb, bbb, baaba, abaabb, baaaab]"
Every b followed by two or more a's,(a|baa)*,(b(aa)+)*a*,"positive example:[baaaa, aaa, baaaaa, , baaaabaaa, baabaaa, baaa, a, baaaabaa, baa]
negative example:[abb, baabba, bb, baaabb, baaaba, aaab, baba, babb, baaba, baaaaaab, abaabba, baabbb, baaaab, baaab]"
Every b followed by two or more a's,(a|baa)*,(a)*(b)(aa)(a)*,"positive example:[baa, baaa, baa, baaaa, baaaaa]  
negative example:[b, aab, baaab, aaaaa, bbaa, abb, bab, abaa, aaab, abba]"
Odd number of b's,(a*ba*b)*a*ba*,(a)*(bb)*(b)(a)*(bb)*(a)*,"positive example:[babbaa, babbbb, bbbbb, bbba, bbb, aababbbba, babbaaa, baaabba, bbbaa, abbba, bba, aaa, abbbbba]  
negative example:[aa, babaaa, babbba, bab, babbaaaba, baaabbb, bbaa, bbbb, bbab, bababbab, bbbaba, aabbbba, babbabb, babbbbab, babbab, bbbbab, bbaab]"
Every b followed by two or more a's,(a|baa)*,(ba+a+)*,"positive example:[baa, baaa, baaaaaa, baabaabaa, baaabaa], negative example:[b, aba, aaa, baaab, babaa]"
Every b followed by two or more a's,(a|baa)*,(a)*(baa+),"positive example:[baa, baaa, abaa, aabaaa, aaaabaaa]  
negative example:[baba, aa, babb, baa, aab, bb, baab, a, aabbaa]"
Every b followed by two or more a's,(a|baa)*,(a)*(baa)*,"positive example:[, a, aa, aabaa, baa, aaabaa, baaabaa], negative example:[baaaa, baabb, baaab, aabbabbaa, bbb, aab, baababb, baababa, ba, abaa]"
Every b followed by two or more a's,(a|baa)*,((a*)|(baa(a)*)),"positive example:[aaa, , baaa, aa, a, baaaa]  
negative example:[baabb, baba, babb, ab, b, baaba, aab, bbbbab, bbaa, baaaab, ba, baa, baaaaa]"
Odd number of b's,(a*ba*b)*a*ba*,b(b{2})*,"positive example: [b, bbb, bbbbbb, bbbbbb, bbb(b{2})*, b(b{2})*], negative example: [bb, aa, baa, ab, bbbb, babbab, bba]"
Odd number of b's,(a*ba*b)*a*ba*,(a)*(b(bb)*),"positive example:[b, bbb, ab, aabbb, aabbbb], negative example:[a, ba, abba, bba, abbb, abbba]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(a)(b)(a)*(b)*(aaa+),"positive example:[ababaaaa, abaaaabaaa, abaaaaa, ababbbaaa, abbbaaaa, abaababbbaaa, abaaaaabbbaaa, abbaabaaaaaa, abababbaaa], negative example:[aa, ab, abb, aaaa, bb, ababa, abbaabaa, abaababba, abaabb, abab, abbba, aba, abaa, abaabab, abbb, abaaa, ababb]"
Odd number of b's,(a*ba*b)*a*ba*,(b)(a|bb)*,"positive example:[ba, baba, babb, bababa, bbb, bbbbb],negative example:[abb, aa, bbab, ab, aabaab]"
Odd number of b's,(a*ba*b)*a*ba*,(a)*(b)(a|bb)*,"positive example:[b, ba, bba, bbbba, baa, abba, bbbaa], negative example:[abb, babbb, aaa, bbbb, abaa, bbab]"
Odd number of b's,(a*ba*b)*a*ba*,(a|bb)*(b)(a|bb)*,"positive example:[baaabb, babbbb, babba, bbb, aababb, bbab, baba, bababa, babbbab, abb, bba],  
negative example:[bba, babbba, babbb, bbbaba, babab, babbaba, aabb, baaabaabbaa, ba, abbb, aabba]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,"ab{2,}a{3,}","positive example:[abbbbbbaaaaa, abbbbaaaaaaaa, abbbaaaaaaa, abbbbbbaaa, abbbbaaaaa, abbbbbbaaaaaaa]  
negative example:[abaa, b, aaaa, baaaa, abbaa, abbbab, ab, bbbb, abbbbaaa, abaaaa, abb, aba, a, abbb, abaab, abbbba, aabbb]"
Odd number of b's,(a*ba*b)*a*ba*,(a|bb|bab)*(b)(a|bb|bab)*,"positive example:[baab, abba, bababa, bbb, aaa, bab, aba, babab, aaabab, bba],negative example:[ba, babba, ababab, baaabb, babababaa, bbbbab, abaabab, baabab, bbbb, ababa]"
Odd number of b's,(a*ba*b)*a*ba*,(a)*(bb)*(bab)*(b)(a)*(bb)*(bab)*,"positive example: [a, bb, babb, babbaabbab, baabb, babbab, bbbaabbab, babba, baabab, babbabbaab, babbab, baabbab, babbbbb, babbaabab, bbbab]

negative example: [babbaba, babbababb, babbabba, babbababa, babbbb, babab, babbaababb, bababbaa, bbaababb, abb, babaaab, babbabaab, babbaaab, babaa, babbaabaab]"
Every b followed by two or more a's,(a|baa)*,a*(baa(a)*)a*,"positive example: [baa, baaa, baaabaa, aabaa, aabaaaa, baaabaaaaa]

negative example: [baba, bba, aa, babb, aaba, bbb, aab, aabaaaabaaba, baab, baabbb, aba, baaab]"
Every b followed by two or more a's,(a|baa)*,(b?aaa*)*,"positive example:[aa, baaa, aaaaa, baaaabaa, aaa, ba, baaa, baaaaaa], negative example:[b, bb, baab, baaab, ab, aaaab, baba, abaa]"
Every b followed by two or more a's,(a|baa)*,((b?aaa*)*)|a*,"positive example:[aaa, , a, aabaa, baaaabaa, baabaa, baaa, aaaabaa, aa, bbaaa, baa], negative example:[aababbbaab, abb, bb, aba, aabaaaabba, aababa, aabaab, aaab, aabaabbb, ba, bba, ab, abab]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,aba{3},"positive example:[abaaa],negative example:[, bb, a, ab, aba, ababb, abaa, abbb, aaaa, abba, aabb, abaaba, abaabb, ababa, abaaaaa, abaaabb, ba]"
Every b followed by two or more a's,(a|baa)*,(baa+),"positive example: [baa, baaa, baaaa, baaaaa], negative example: [bba, aa, ab, b, ba, baab, babaa, a]"
Every b followed by two or more a's,(a|baa)*,"(a*[b]?a{2,})*","positive example:[aaa, aabaa, baaaabaa, abaa, baabaa, baa, aaaaa, aaaaa, abaaaa, baaabaa],negative example:[bb, a, aab, ababb, abbaa, abaab, aaabb, abbbbab, abaabb, ababa, abaaaaba, ba, ab, baaab, bab, aa, abba]"
Odd number of b's,(a*ba*b)*a*ba*,(a)*b(a|ba*b),"positive example:[b, ab, aab, aaab, ba, baba, baaab]

negative example:[aaa, aa, bb, aba, aaba, bbba, aabba]"
Odd number of b's,(a*ba*b)*a*ba*,a*(bb)*b,"positive example:[bb, bbb, abbb, abb, aab, aabb]

negative example:[a, aa, bba, baa, abab, abbba, ba, bbbba]"
Odd number of b's,(a*ba*b)*a*ba*,a*(bb)*ba*,"positive example: [bbba, bbbbba, bbb, aabaaa, bba, bbbaa, bbba, bbbba]
negative example: [aababbbaab, baba, bbbab, aa, baaab, bbbba, bbaa, bbbb, bbab, abba, abab, a, ba, aaab]"
